number,value,datetime_start,datetime_complete,duration,params_batch_size,params_gradient_clip,params_hidden_size,params_learning_rate,params_loss,params_mlp_head,params_num_layers,params_weight_decay,user_attrs_best_epoch,user_attrs_checkpoint,user_attrs_elapsed_s,user_attrs_stopped_by_timeout,user_attrs_trial_config,user_attrs_validation_aggregate_mae_kw,user_attrs_validation_mean_horizon_wape_pct,state
0,0.789958224599871,2026-07-11 00:24:31.456878,2026-07-11 00:24:40.378418,0 days 00:00:08.921540,64,5.0,32,0.00017009062368270733,MSE,128-64,1,1e-06,2,study/trial_checkpoints/trial_000.pt,5.328000000001339,False,"{'hidden_size': 32, 'num_layers': 1, 'dropout': 0.0, 'mlp_head': [128, 64], 'loss': 'MSE', 'learning_rate': 0.00017009062368270733, 'batch_size': 64, 'gradient_clip': 5.0, 'weight_decay': 1e-06, 'seed': 42, 'max_epochs': 2, 'patience': 1}",0.1179679710383077,0.789958224599871,COMPLETE
