timestamp,fc_total_kw,battery_total_kw,load_total_kw,ais_speed_kn
2024-04-28 08:00:04,0.0,-0.03899799999999996,-0.03899799999999996,
2024-04-28 08:00:34,0.0,-0.039561999999999965,-0.039561999999999965,0.0
2024-04-28 08:01:04,0.0,-0.039561999999999965,-0.039561999999999965,
2024-04-28 08:01:34,0.0,-0.03899799999999996,-0.03899799999999996,0.0
2024-04-28 08:02:04,0.0,-0.04012499999999997,-0.04012499999999997,
2024-04-28 08:02:34,0.0,-0.03786899999999997,-0.03786899999999997,0.0
2024-04-28 08:03:04,0.0,-0.04012499999999997,-0.04012499999999997,
2024-04-28 08:03:34,0.0,-0.039561999999999965,-0.039561999999999965,0.0
2024-04-28 08:04:04,0.0,-0.03899999999999996,-0.03899999999999996,
2024-04-28 08:04:34,0.0,-0.040125999999999974,-0.040125999999999974,0.0
2024-04-28 08:05:04,0.0,-0.039561999999999965,-0.039561999999999965,
2024-04-28 08:05:34,0.0,-0.039561999999999965,-0.039561999999999965,0.0
2024-04-28 08:06:04,0.0,-0.039561999999999965,-0.039561999999999965,
2024-04-28 08:06:34,0.0,-0.038435999999999956,-0.038435999999999956,0.0
2024-04-28 08:07:04,0.0,-0.03843799999999995,-0.03843799999999995,
2024-04-28 08:07:34,0.0,-0.03843799999999995,-0.03843799999999995,0.0
2024-04-28 08:08:04,0.0,-0.039561999999999965,-0.039561999999999965,
2024-04-28 08:08:34,0.0,-0.039561999999999965,-0.039561999999999965,0.0
2024-04-28 08:09:04,0.0,-0.039561999999999965,-0.039561999999999965,
2024-04-28 08:09:34,0.0,-0.039561999999999965,-0.039561999999999965,0.0
2024-04-28 08:10:04,0.0,-0.039561999999999965,-0.039561999999999965,
2024-04-28 08:10:34,0.0,-0.039561999999999965,-0.039561999999999965,0.0
2024-04-28 08:11:04,0.0,-0.039561999999999965,-0.039561999999999965,
2024-04-28 08:11:34,0.0,-0.039561999999999965,-0.039561999999999965,0.0
2024-04-28 08:12:04,0.0,-0.039561999999999965,-0.039561999999999965,
2024-04-28 08:12:34,0.0,-0.039561999999999965,-0.039561999999999965,0.0
2024-04-28 08:13:04,0.0,-0.037305999999999964,-0.037305999999999964,
2024-04-28 08:13:34,0.0,-0.03899799999999996,-0.03899799999999996,0.0
2024-04-28 08:14:04,0.0,-0.039476999999999964,-0.039476999999999964,
2024-04-28 08:14:34,0.0,-0.039476999999999964,-0.039476999999999964,0.0
2024-04-28 08:15:04,0.0,-0.039476999999999964,-0.039476999999999964,
2024-04-28 08:15:34,0.0,-0.039476999999999964,-0.039476999999999964,0.0
2024-04-28 08:16:04,0.0,-0.039476999999999964,-0.039476999999999964,
2024-04-28 08:16:34,0.0,-0.03939199999999996,-0.03939199999999996,0.0
2024-04-28 08:17:04,0.0,-0.039476999999999964,-0.039476999999999964,
2024-04-28 08:17:34,0.0,-0.039476999999999964,-0.039476999999999964,0.0
2024-04-28 08:18:04,0.0,-0.03891399999999996,-0.03891399999999996,
2024-04-28 08:18:34,0.0,-0.037224999999999966,-0.037224999999999966,0.0
2024-04-28 08:19:04,0.0,-0.03947499999999996,-0.03947499999999996,
2024-04-28 08:19:34,0.0,-0.03891399999999996,-0.03891399999999996,0.0
2024-04-28 08:20:04,0.0,-0.04060299999999995,-0.04060299999999995,
2024-04-28 08:20:34,0.0,-0.039476999999999964,-0.039476999999999964,0.0
2024-04-28 08:21:04,0.0,-0.03786899999999997,-0.03786899999999997,
2024-04-28 08:21:34,0.0,-0.03956099999999997,-0.03956099999999997,0.0
2024-04-28 08:22:04,0.0,-0.040123999999999965,-0.040123999999999965,
2024-04-28 08:22:34,0.0,-0.03899999999999996,-0.03899999999999996,0.0
2024-04-28 08:23:04,0.0,-0.04125099999999996,-0.04125099999999996,
2024-04-28 08:23:34,0.0,-0.039476999999999964,-0.039476999999999964,0.0
2024-04-28 08:24:04,0.0,-0.03891399999999996,-0.03891399999999996,
2024-04-28 08:24:34,0.0,-0.03899799999999996,-0.03899799999999996,0.0
2024-04-28 08:25:04,0.0,-0.03786799999999997,-0.03786799999999997,
2024-04-28 08:25:34,0.0,-0.03899799999999996,-0.03899799999999996,0.0
2024-04-28 08:26:04,0.0,-0.039561999999999965,-0.039561999999999965,
2024-04-28 08:26:34,0.0,-0.039561999999999965,-0.039561999999999965,0.0
2024-04-28 08:27:04,0.0,-0.039561999999999965,-0.039561999999999965,
2024-04-28 08:27:34,0.0,-0.04012499999999997,-0.04012499999999997,0.0
2024-04-28 08:28:04,0.0,-0.039561999999999965,-0.039561999999999965,
2024-04-28 08:28:34,0.0,-0.039561999999999965,-0.039561999999999965,0.0
2024-04-28 08:29:04,0.0,-0.039561999999999965,-0.039561999999999965,
2024-04-28 08:29:34,0.0,-0.039561999999999965,-0.039561999999999965,0.0
2024-04-28 08:30:04,0.0,-0.039561999999999965,-0.039561999999999965,
2024-04-28 08:30:34,0.0,-0.039561999999999965,-0.039561999999999965,0.0
2024-04-28 08:31:04,0.0,-0.039476999999999964,-0.039476999999999964,
2024-04-28 08:31:34,0.0,-0.037305999999999964,-0.037305999999999964,0.0
2024-04-28 08:32:04,0.0,-0.03843399999999997,-0.03843399999999997,
2024-04-28 08:32:34,0.0,-0.03843399999999997,-0.03843399999999997,0.0
2024-04-28 08:33:04,0.0,-0.039561999999999965,-0.039561999999999965,
2024-04-28 08:33:34,0.0,-0.03899799999999996,-0.03899799999999996,0.0
2024-04-28 08:34:04,0.0,-0.03843399999999997,-0.03843399999999997,
2024-04-28 08:34:34,0.0,-0.03899799999999996,-0.03899799999999996,0.0
2024-04-28 08:35:04,0.0,-0.04012499999999997,-0.04012499999999997,
2024-04-28 08:35:34,0.0,-0.03794999999999997,-0.03794999999999997,0.0
2024-04-28 08:36:04,0.0,-0.03738699999999996,-0.03738699999999996,
2024-04-28 08:36:34,0.0,-0.037952999999999966,-0.037952999999999966,0.0
2024-04-28 08:37:04,0.0,-0.03964699999999997,-0.03964699999999997,
2024-04-28 08:37:34,0.0,-0.03964699999999997,-0.03964699999999997,0.0
2024-04-28 08:38:04,0.0,-0.037951999999999965,-0.037951999999999965,
2024-04-28 08:38:34,0.0,-0.03738999999999996,-0.03738999999999996,0.0
2024-04-28 08:39:04,0.0,-0.03964699999999997,-0.03964699999999997,
2024-04-28 08:39:34,0.0,-0.039079999999999976,-0.039079999999999976,0.0
2024-04-28 08:40:04,0.0,-0.03851699999999997,-0.03851699999999997,
2024-04-28 08:40:34,0.0,-0.03964699999999997,-0.03964699999999997,0.0
2024-04-28 08:41:04,0.0,-0.03964699999999997,-0.03964699999999997,
2024-04-28 08:41:34,0.0,-0.03908499999999996,-0.03908499999999996,0.0
2024-04-28 08:42:04,0.0,-0.03852299999999995,-0.03852299999999995,
2024-04-28 08:42:34,0.0,-0.03964699999999997,-0.03964699999999997,0.0
2024-04-28 08:43:04,0.0,-0.03964699999999997,-0.03964699999999997,
2024-04-28 08:43:34,0.0,-0.03738699999999996,-0.03738699999999996,0.0
2024-04-28 08:44:04,0.0,-0.03964699999999997,-0.03964699999999997,
2024-04-28 08:44:34,0.0,-0.03964699999999997,-0.03964699999999997,0.0
2024-04-28 08:45:04,0.0,-0.03964699999999997,-0.03964699999999997,
2024-04-28 08:45:34,0.0,-0.03908499999999996,-0.03908499999999996,0.0
2024-04-28 08:46:04,0.0,-0.03964699999999997,-0.03964699999999997,
2024-04-28 08:46:34,0.0,0.370749,0.370749,0.0
2024-04-28 08:47:04,0.0,0.8771060000000002,0.8771060000000002,
2024-04-28 08:47:34,0.0,0.7853129999999999,0.7853129999999999,0.0
2024-04-28 08:48:04,0.0,0.4732289999999999,0.4732289999999999,
2024-04-28 08:48:34,0.0,0.30265200000000014,0.30265200000000014,0.0
2024-04-28 08:49:04,0.0,0.49609099999999995,0.49609099999999995,
2024-04-28 08:49:34,0.0,0.485618,0.485618,0.0
2024-04-28 08:50:04,0.0,1.1170300000000002,1.1170300000000002,
