timestamp,fc_total_kw,battery_total_kw,load_total_kw,ais_speed_kn
2024-06-07 15:20:49,12.0,23.899294000000005,35.899294000000005,0.0
2024-06-07 15:21:19,70.0,-28.469146,41.530854000000005,
2024-06-07 15:21:49,71.0,-28.449745999999998,42.550254,0.0
2024-06-07 15:22:19,71.0,-27.978945999999997,43.02105400000001,
2024-06-07 15:22:49,71.0,-28.783795,42.216205,0.0
2024-06-07 15:23:19,71.0,-29.257816,41.742184,
2024-06-07 15:23:49,3.0,32.390665,35.390665,0.0
2024-06-07 15:24:19,9.0,28.512954000000004,37.51295400000001,
2024-06-07 15:24:49,8.0,28.320902,36.320902000000004,0.0
2024-06-07 15:25:19,9.0,26.599632000000003,35.599632,
2024-06-07 15:25:49,8.0,28.299870000000006,36.299870000000006,0.0
2024-06-07 15:26:19,2.0,31.687470000000005,33.687470000000005,
2024-06-07 15:26:49,0.0,32.915008,32.915008,0.0
2024-06-07 15:27:19,0.0,32.331157999999995,32.331157999999995,
2024-06-07 15:27:49,0.0,30.868648000000004,30.868648000000004,0.0
