timestamp,fc_total_kw,battery_total_kw,load_total_kw,ais_speed_kn
2024-07-02 17:36:20,0.0,-0.031983,-0.031983,
2024-07-02 17:36:50,0.0,-0.03142199999999999,-0.03142199999999999,0.0
2024-07-02 17:37:20,0.0,-0.031983,-0.031983,
2024-07-02 17:37:50,0.0,-0.033666,-0.033666,0.0
2024-07-02 17:38:20,0.0,-0.032544000000000003,-0.032544000000000003,
2024-07-02 17:38:50,0.0,-0.033666,-0.033666,0.0
2024-07-02 17:39:20,0.0,-0.032544000000000003,-0.032544000000000003,
2024-07-02 17:39:50,0.0,-0.033666,-0.033666,0.0
2024-07-02 17:40:20,0.0,-0.033666,-0.033666,
2024-07-02 17:40:50,0.0,-0.03478799999999999,-0.03478799999999999,0.0
2024-07-02 17:41:20,0.0,-0.035349,-0.035349,
2024-07-02 17:41:50,0.0,-0.033666,-0.033666,0.0
2024-07-02 17:42:20,0.0,-0.034788,-0.034788,
2024-07-02 17:42:50,0.0,-0.033666,-0.033666,0.0
2024-07-02 17:43:20,0.0,-0.033666,-0.033666,
2024-07-02 17:43:50,0.0,-0.035349,-0.035349,0.0
2024-07-02 17:44:20,0.0,-0.03591,-0.03591,
2024-07-02 17:44:50,0.0,-0.035349,-0.035349,0.0
2024-07-02 17:45:20,0.0,-0.036471,-0.036471,
2024-07-02 17:45:50,0.0,-0.037032,-0.037032,0.0
2024-07-02 17:46:20,0.0,-0.037032,-0.037032,
2024-07-02 17:46:50,0.0,-0.037032,-0.037032,0.0
2024-07-02 17:47:20,0.0,-0.038154,-0.038154,
2024-07-02 17:47:50,0.0,-0.038154,-0.038154,0.0
2024-07-02 17:48:20,0.0,-0.038154,-0.038154,
2024-07-02 17:48:50,0.0,-0.037593,-0.037593,0.0
2024-07-02 17:49:20,0.0,-0.038715,-0.038715,
2024-07-02 17:49:50,0.0,-0.038715,-0.038715,0.0
2024-07-02 17:50:20,0.0,-0.038153999999999993,-0.038153999999999993,
2024-07-02 17:50:50,0.0,-0.038715,-0.038715,0.0
2024-07-02 17:51:20,0.0,-0.039837,-0.039837,
2024-07-02 17:51:50,0.0,-0.039837,-0.039837,0.0
2024-07-02 17:52:20,0.0,-0.039837,-0.039837,
2024-07-02 17:52:50,0.0,-0.040397999999999996,-0.040397999999999996,0.0
2024-07-02 17:53:20,0.0,-0.040958999999999995,-0.040958999999999995,
2024-07-02 17:53:50,0.0,-0.039837,-0.039837,0.0
2024-07-02 17:54:20,0.0,-0.040397999999999996,-0.040397999999999996,
2024-07-02 17:54:50,0.0,-0.039837,-0.039837,0.0
2024-07-02 17:55:20,0.0,-0.039837,-0.039837,
2024-07-02 17:55:50,0.0,-0.040958999999999995,-0.040958999999999995,0.0
2024-07-02 17:56:20,0.0,-0.04152,-0.04152,
2024-07-02 17:56:50,0.0,-0.042642,-0.042642,0.0
2024-07-02 17:57:20,0.0,-0.04320299999999999,-0.04320299999999999,
2024-07-02 17:57:50,0.0,-0.04208099999999999,-0.04208099999999999,0.0
2024-07-02 17:58:20,0.0,-0.045446999999999994,-0.045446999999999994,
2024-07-02 17:58:50,0.0,-0.045447,-0.045447,0.0
2024-07-02 17:59:20,0.0,-0.04600799999999999,-0.04600799999999999,
2024-07-02 17:59:50,0.0,-0.045447,-0.045447,0.0
