timestamp,fc_total_kw,battery_total_kw,load_total_kw,speed_aligned_kn,speed_source,soc_mean_pct,propulsion_inverter_kw,parent_voyage,segment_id
2024-05-30 12:12:59,73.0,9.991658,82.991658,,unavailable,72.60833333333333,52.900000000000006,5月30日05_00_5月30日17_00,operating_segment_0117
2024-05-30 12:13:29,73.0,55.31925,128.31925,,unavailable,72.59166666666667,58.8,5月30日05_00_5月30日17_00,operating_segment_0117
2024-05-30 12:13:59,72.0,124.13775,196.13775,,unavailable,72.55833333333334,54.4,5月30日05_00_5月30日17_00,operating_segment_0117
2024-05-30 12:14:29,73.0,129.72750000000002,202.7275,,unavailable,72.5,55.9,5月30日05_00_5月30日17_00,operating_segment_0117
2024-05-30 12:14:59,73.0,121.20162,194.20162,,unavailable,72.44166666666668,59.400000000000006,5月30日05_00_5月30日17_00,operating_segment_0117
2024-05-30 12:15:29,73.0,127.092542,200.092542,,unavailable,72.39999999999999,58.4,5月30日05_00_5月30日17_00,operating_segment_0117
2024-05-30 12:15:59,73.0,117.723611,190.723611,,unavailable,72.35000000000001,61.6,5月30日05_00_5月30日17_00,operating_segment_0117
2024-05-30 12:16:29,73.0,161.68815999999995,234.68815999999995,,unavailable,72.28333333333335,62.6,5月30日05_00_5月30日17_00,operating_segment_0117
2024-05-30 12:16:59,73.0,-53.05432,19.945680000000003,,unavailable,72.24166666666666,63.5,5月30日05_00_5月30日17_00,operating_segment_0117
2024-05-30 12:17:29,73.0,-45.34240000000001,27.657599999999988,,unavailable,72.275,60.3,5月30日05_00_5月30日17_00,operating_segment_0117
