timestamp,fc_total_kw,battery_total_kw,load_total_kw,speed_aligned_kn,speed_source,soc_mean_pct,propulsion_inverter_kw,parent_voyage,segment_id
2024-05-27 10:38:51,72.0,164.0285,236.0285,9.9,linear,66.88333333333334,55.1,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:39:21,72.0,158.771,230.771,9.814285714285717,linear,66.825,55.6,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:39:51,72.0,143.97540000000004,215.97540000000004,9.9,linear,66.75833333333333,42.3,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:40:21,72.0,146.86589999999998,218.8659,9.82,linear,66.68333333333334,43.1,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:40:51,73.0,149.98950000000002,222.9895,9.8,linear,66.60833333333333,43.8,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:41:21,72.0,147.8468,219.8468,9.715,linear,66.54166666666667,42.2,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:41:51,73.0,152.2686,225.2686,9.833333333333334,linear,66.45833333333333,51.2,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:42:21,72.0,155.1968,227.1968,9.98,linear,66.39999999999999,51.0,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:42:51,73.0,153.8683,226.8683,9.93684210526316,linear,66.34166666666665,56.0,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:43:21,74.0,155.7713,229.7713,9.8,linear,66.275,56.400000000000006,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:43:51,74.0,152.6657,226.6657,9.7,linear,66.20833333333334,50.900000000000006,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:44:21,73.0,149.716,222.716,9.7,linear,66.15,49.7,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:44:51,101.0,118.23364,219.23364,9.28888888888889,linear,66.08333333333333,42.5,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:45:21,102.0,112.63721,214.63721,9.0,linear,66.02499999999999,43.8,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:45:51,103.0,125.06413,228.06413,9.0,linear,65.96666666666667,42.2,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:46:21,131.0,96.93125,227.93125,9.18,linear,65.925,42.1,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:46:51,133.0,95.7398,228.7398,9.5,linear,65.85833333333333,49.7,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:47:21,136.0,89.091976,225.091976,9.58095238095238,linear,65.81666666666666,50.9,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:47:51,137.0,101.14009,238.14009,9.46,linear,65.76666666666667,57.3,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:48:21,137.0,85.66174,222.66174,8.971428571428572,linear,65.72500000000001,49.2,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:48:51,137.0,88.128457,225.128457,8.783333333333333,linear,65.7,48.5,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:49:21,137.0,97.58969,234.58969,8.32857142857143,linear,65.65833333333333,49.400000000000006,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:49:51,166.0,63.98098,229.98098,8.1,linear,65.625,43.2,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:50:21,168.0,81.43106499999999,249.431065,7.8,linear,65.59166666666665,42.0,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:50:51,169.0,83.7682,252.7682,7.936842105263158,linear,65.56666666666666,42.7,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:51:21,169.0,93.08291,262.08291,8.0,linear,65.51666666666667,49.400000000000006,5月27日08_00_5月27日19_00,operating_segment_0101
2024-05-27 10:51:51,170.0,85.60623000000001,255.60623,8.076190476190476,linear,65.47500000000001,48.400000000000006,5月27日08_00_5月27日19_00,operating_segment_0101
