timestamp,fc_total_kw,battery_total_kw,load_total_kw,speed_aligned_kn,speed_source,soc_mean_pct,propulsion_inverter_kw,parent_voyage,segment_id
2024-05-20 14:42:04,0.0,19.387265000000003,19.387265000000003,0.0,linear,70.22499999999998,20.3,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:42:34,0.0,18.487954000000002,18.487954000000002,0.0,linear,70.22499999999998,20.1,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:43:04,0.0,19.366642,19.366642,0.0,linear,70.20833333333333,20.2,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:43:34,0.0,18.685866,18.685866,0.0,linear,70.19166666666666,20.8,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:44:04,0.0,26.678963,26.678963,0.0,linear,70.19166666666666,21.0,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:44:34,0.0,22.905205,22.905205,0.0,exact,70.18333333333332,23.1,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:45:04,0.0,22.681041,22.681041,0.0,linear,70.18333333333332,23.6,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:45:34,0.0,23.479090000000003,23.479090000000003,0.0,linear,70.16666666666666,23.6,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:46:04,0.0,22.518657000000005,22.518657000000005,0.0,linear,70.14166666666667,23.2,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:46:34,0.0,20.351511,20.351511,0.0,exact,70.13333333333333,20.6,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:47:04,0.0,20.070759000000002,20.070759000000002,0.0,linear,70.13333333333333,21.2,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:47:34,0.0,20.345609000000003,20.345609000000003,0.0,linear,70.13333333333333,21.0,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:48:04,0.0,20.218017,20.218017,0.0,linear,70.12499999999999,20.8,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:48:34,0.0,20.030746999999998,20.030746999999998,0.0,exact,70.09999999999998,21.0,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:49:04,0.0,20.784647,20.784647,0.0,linear,70.09166666666665,20.8,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:49:34,0.0,20.361787,20.361787,0.0,linear,70.08333333333333,21.6,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:50:04,0.0,20.460637,20.460637,0.0,linear,70.08333333333333,21.0,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:50:34,0.0,20.294475999999996,20.294475999999996,0.0,exact,70.075,20.4,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:51:04,0.0,20.60026,20.60026,0.0,linear,70.05833333333332,21.0,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:51:34,0.0,20.476321000000002,20.476321000000002,0.0,linear,70.05,21.0,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:52:04,0.0,20.176942,20.176942,0.0,linear,70.03333333333332,20.4,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:52:34,0.0,20.049055,20.049055,0.0,exact,70.03333333333332,21.1,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:53:04,0.0,20.060121000000002,20.060121000000002,0.0,linear,70.03333333333332,21.3,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:53:34,0.0,20.744481,20.744481,0.0,linear,70.00833333333331,21.0,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:54:04,0.0,20.336672,20.336672,0.0,linear,70.00833333333331,21.3,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:54:34,0.0,20.446932,20.446932,0.0,linear,69.99166666666666,20.6,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:55:04,0.0,20.480431000000003,20.480431000000003,0.0,linear,69.99166666666666,20.7,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:55:34,0.0,20.328774000000003,20.328774000000003,0.0,linear,69.97499999999998,21.0,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:56:04,0.0,21.004268999999997,21.004268999999997,0.0,linear,69.96666666666665,21.0,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:56:34,0.0,20.893444,20.893444,0.0,linear,69.95833333333333,20.5,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:57:04,0.0,20.596783000000002,20.596783000000002,0.0,linear,69.95,21.1,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:57:34,0.0,20.278844999999997,20.278844999999997,0.0,linear,69.95,21.4,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:58:04,0.0,20.300259999999998,20.300259999999998,0.0,linear,69.93333333333332,21.0,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:58:34,0.0,20.30252,20.30252,0.0,linear,69.91666666666666,20.4,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:59:04,0.0,20.558305999999998,20.558305999999998,0.0,linear,69.90833333333333,20.6,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 14:59:34,0.0,20.305947,20.305947,0.0,linear,69.89999999999999,20.5,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:00:04,0.0,19.579635000000003,19.579635000000003,0.0,linear,69.89999999999999,21.1,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:00:34,0.0,20.710704999999997,20.710704999999997,0.0,linear,69.89166666666667,20.8,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:01:04,0.0,20.428150999999996,20.428150999999996,0.0,linear,69.87499999999999,20.6,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:01:34,0.0,20.563413,20.563413,0.0,exact,69.85833333333332,20.8,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:02:04,0.0,20.129085,20.129085,0.0,linear,69.85833333333332,21.3,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:02:34,0.0,20.565506999999997,20.565506999999997,0.0,exact,69.85,20.8,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:03:04,0.0,20.846700000000002,20.846700000000002,0.0,linear,69.85,21.0,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:03:34,0.0,20.454451000000002,20.454451000000002,0.0,linear,69.825,20.6,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:04:04,0.0,20.842836,20.842836,0.0,linear,69.81666666666666,20.6,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:04:34,0.0,20.577413,20.577413,0.0,exact,69.80833333333332,21.2,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:05:04,0.0,20.441072000000002,20.441072000000002,0.0,linear,69.80833333333332,20.9,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:05:34,0.0,20.709553,20.709553,0.0,linear,69.8,20.6,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:06:04,0.0,22.556554,22.556554,0.0,linear,69.78333333333333,23.2,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:06:34,0.0,22.565722,22.565722,0.0,exact,69.77499999999999,24.0,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:07:04,0.0,22.837934,22.837934,0.0,linear,69.75833333333331,22.7,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:07:34,0.0,20.399572,20.399572,0.0,linear,69.75833333333331,20.6,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:08:04,0.0,20.442142,20.442142,0.0,linear,69.74999999999999,20.5,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:08:34,0.0,20.288328,20.288328,0.0,exact,69.73333333333332,20.7,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:09:04,0.0,20.705033999999998,20.705033999999998,0.0,linear,69.72499999999998,21.5,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:09:34,0.0,20.420429,20.420429,0.0,linear,69.71666666666665,20.9,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:10:04,0.0,20.853199999999998,20.853199999999998,0.0,linear,69.70833333333333,20.6,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:10:34,0.0,20.56547,20.56547,0.0,exact,69.7,21.4,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:11:04,0.0,20.121705999999996,20.121705999999996,0.0,linear,69.69166666666665,21.0,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:11:34,0.0,20.261037,20.261037,0.0,linear,69.68333333333332,20.5,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:12:04,0.0,20.679757,20.679757,0.0,linear,69.66666666666666,20.9,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:12:34,0.0,20.271447,20.271447,0.0,exact,69.65833333333333,21.1,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:13:04,0.0,20.686010999999997,20.686010999999997,0.0,linear,69.65833333333333,21.1,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:13:34,0.0,20.538248,20.538248,0.0,linear,69.64166666666667,21.5,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:14:04,0.0,20.664848,20.664848,0.0,linear,69.63333333333331,20.7,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:14:34,0.0,20.545549999999995,20.545549999999995,0.0,linear,69.62499999999999,20.6,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:15:04,0.0,20.408231,20.408231,0.0,linear,69.61666666666666,21.4,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:15:34,0.0,20.544299999999996,20.544299999999996,0.0,linear,69.60833333333332,20.8,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:16:04,0.0,20.526109,20.526109,0.0,linear,69.6,20.9,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:16:34,0.0,20.944706999999998,20.944706999999998,0.0,linear,69.58333333333333,21.0,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:17:04,0.0,20.688782999999997,20.688782999999997,0.0,linear,69.58333333333333,20.9,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:17:34,0.0,20.544035,20.544035,0.0,exact,69.575,20.6,5月20日08_00_5月20日18_00,operating_segment_0100
2024-05-20 15:18:04,0.0,20.805332999999997,20.805332999999997,0.0,linear,69.55833333333332,23.2,5月20日08_00_5月20日18_00,operating_segment_0100
