timestamp,fc_total_kw,battery_total_kw,load_total_kw,speed_aligned_kn,speed_source,soc_mean_pct,propulsion_inverter_kw,parent_voyage,segment_id
2024-05-14 12:56:23,73.0,-71.65431,1.3456900000000047,0.0,linear,91.60833333333333,85.1,5月14日12_00_5月14日19_00,operating_segment_0074
2024-05-14 12:56:53,73.0,-64.47059000000002,8.529409999999984,0.0,linear,91.64166666666667,92.80000000000001,5月14日12_00_5月14日19_00,operating_segment_0074
2024-05-14 12:57:23,73.0,-64.26718,8.732820000000004,0.0,linear,91.65000000000002,92.4,5月14日12_00_5月14日19_00,operating_segment_0074
2024-05-14 12:57:53,72.0,-63.955169999999995,8.044830000000005,0.0,linear,91.7,93.8,5月14日12_00_5月14日19_00,operating_segment_0074
2024-05-14 12:58:23,73.0,-64.49544,8.504559999999998,0.0,linear,91.71666666666668,93.5,5月14日12_00_5月14日19_00,operating_segment_0074
2024-05-14 12:58:53,73.0,-68.91656,4.083439999999996,0.0,linear,91.75000000000001,89.0,5月14日12_00_5月14日19_00,operating_segment_0074
2024-05-14 12:59:23,73.0,-68.95112,4.048879999999997,0.0,linear,91.76666666666667,88.19999999999999,5月14日12_00_5月14日19_00,operating_segment_0074
2024-05-14 12:59:53,73.0,-68.49263,4.5073699999999945,0.0,linear,91.81666666666666,87.8,5月14日12_00_5月14日19_00,operating_segment_0074
2024-05-14 13:00:23,73.0,-69.98962,3.010379999999998,0.0,linear,91.84166666666665,88.5,5月14日12_00_5月14日19_00,operating_segment_0074
2024-05-14 13:00:53,72.0,-69.40254,2.597459999999998,0.0,linear,91.86666666666667,87.30000000000001,5月14日12_00_5月14日19_00,operating_segment_0074
