config_id,validation_wape_mean_pct,validation_wape_std_pct,validation_mae_mean_kw,validation_mae_std_kw,rank,selected
"{""batch_size"":64,""dropout"":0.0,""gradient_clip"":5.0,""hidden_size"":32,""learning_rate"":0.00017009062368270733,""loss"":""MSE"",""max_epochs"":2,""mlp_head"":[128,64],""num_layers"":1,""patience"":1,""weight_decay"":1e-06}",0.789958224599871,0.0,0.1179679710383077,0.0,1,True
