voyage_id,split,action_id,action_name,q_h2,q_batt,q_soc,q_fc_var,sample_count,transition_count,completed,episode_steps,minimum_soc,final_soc,total_fixed_reward,mean_fixed_reward_per_step,hydrogen_kg,battery_net_energy_kwh,maximum_fc_step_change_kw,first_failure_decision_index,first_failure_execution_index,failure_soc,failure_previous_fc_kw,future_6_loads,solver_status
voyage_001,train,0,candidate_C,0.25,0.4,12.0,20.0,10770,10769,True,10769,0.4463015820671608,0.6186814220860609,-173032.8170795898,-16.067677321904522,49.48328819993679,-42.85720738170028,0.5704955561367342,,,,,,
voyage_001,train,1,fast_fc_response,0.25,0.6,12.0,5.0,10770,10769,True,10769,0.4807717868877188,0.5302919203636645,-70588.40516928466,-6.554778082392484,46.334476790182755,12.297841693071323,1.3809564227254327,,,,,,
voyage_001,train,2,soc_recovery_30,0.15,0.35,30.0,12.0,10770,10769,True,10769,0.48661682712036525,0.5891429970778932,-46988.70279984581,-4.363330188489721,48.424764603892115,-24.425230176610196,1.2437884242771418,,,,,,
voyage_001,train,3,soc_recovery_40,0.15,0.35,40.0,12.0,10770,10769,True,10769,0.4916337193138426,0.5844176084319306,-38366.838840395234,-3.5627113789948215,48.26216463997241,-21.476587661527976,1.4850690219125795,,,,,,
voyage_001,train,4,soc_recovery_fast,0.15,0.35,30.0,5.0,10770,10769,True,10769,0.500620898072055,0.5594599701015867,-22994.831822106935,-2.135280139484347,47.377247151082784,-5.903021343389475,1.7316221767340778,,,,,,
voyage_001,train,5,soc_recovery,0.15,0.35,20.0,12.0,10770,10769,True,10769,0.4835321287425666,0.5948158863748602,-56743.15751133022,-5.269120392917654,48.60747690621418,-27.965113097914504,0.9736501037231164,,,,,,
voyage_001,train,6,strong_soc_recovery,0.1,0.3,40.0,5.0,10770,10769,True,10769,0.5063570559838426,0.5620624665727035,-17393.993475935684,-1.6151911482900625,47.48160117972717,-7.526979141369397,2.1507641217112905,,,,,,
voyage_002,train,0,candidate_C,0.25,0.4,12.0,20.0,7171,7170,True,7170,0.4658991542010699,0.5775193486509462,-74614.25913510587,-10.406451762218392,23.177758379259455,-17.172073558190938,0.3951819254286306,,,,,,
voyage_002,train,1,fast_fc_response,0.25,0.6,12.0,5.0,7171,7170,True,7170,0.5029697901671855,0.5359050818578057,-29788.882825235178,-4.1546559031011405,21.807144383508945,8.795228920727276,1.1858486966328314,,,,,,
voyage_002,train,2,soc_recovery_30,0.15,0.35,30.0,12.0,7171,7170,True,7170,0.5062506661528414,0.5770284545771786,-18834.771518967937,-2.6268858464390425,23.53482071441257,-16.865755656159656,1.0232301031821862,,,,,,
voyage_002,train,3,soc_recovery_40,0.15,0.35,40.0,12.0,7171,7170,True,7170,0.5085007248980412,0.5631281514830275,-12741.750838653217,-1.777092167176181,23.067350546716398,-8.191966525410525,1.2834611341049253,,,,,,
voyage_002,train,4,soc_recovery_fast,0.15,0.35,30.0,5.0,7171,7170,True,7170,0.5219974509320748,0.5535582898522385,-5207.034760586403,-0.7262252106815067,22.589598923234878,-2.2203728677985324,1.4801798375759176,,,,,,
voyage_002,train,5,soc_recovery,0.15,0.35,20.0,12.0,7171,7170,True,7170,0.4995888551877152,0.5915123504419878,-26224.81581053011,-3.657575426852177,23.886365307812685,-25.903706675800667,0.8643252086056918,,,,,,
voyage_002,train,6,strong_soc_recovery,0.1,0.3,40.0,5.0,7171,7170,True,7170,0.5273465055332605,0.5547089017401908,-3597.2177250292216,-0.5017040062802262,22.65128442221729,-2.938354685879395,1.6706495228054337,,,,,,
voyage_003,train,0,candidate_C,0.25,0.4,12.0,20.0,14370,14369,True,14369,0.21601829050082996,0.5554098445273166,-984483.2552468502,-68.51438897952886,53.353885955138345,-3.3757429850472094,0.8307854502991177,,,,,,
