voyage_id,split,action_id,action_name,q_h2,q_batt,q_soc,q_fc_var,sample_count,transition_count,completed,episode_steps,minimum_soc,final_soc,total_fixed_reward,mean_fixed_reward_per_step,hydrogen_kg,battery_net_energy_kwh,maximum_fc_step_change_kw,first_failure_decision_index,first_failure_execution_index,failure_soc,failure_previous_fc_kw,future_6_loads,solver_status
voyage_005,train,6,economic_discharge,0.5,0.25,6.0,8.0,25170,25169,True,25169,0.22328234742044575,0.4766541386412295,-2708768.5527818147,-107.6232092169659,95.18010509114158,45.767817487873465,0.6022607620320173,,,,,,solved
voyage_006,train,0,candidate_C,0.25,0.4,12.0,20.0,10770,10769,True,10769,0.435929911426012,0.5850263121293803,-127074.97616040644,-11.800072073582175,33.09731107670704,-21.85641876873539,0.5091997931758527,,,,,,solved
voyage_006,train,1,fast_fc_response,0.25,0.6,12.0,5.0,10770,10769,True,10769,0.5014370315124245,0.5347680391303612,-35004.23491297603,-3.250462894695518,31.230157543494595,9.504743582654566,1.645145836899303,,,,,,solved
voyage_006,train,2,medium_response,0.25,0.5,10.0,10.0,10770,10769,True,10769,0.47206878160752197,0.554644682323031,-63965.53916354711,-5.939784489139856,31.944081659410116,-2.898281769573415,0.9430037804110611,,,,,,solved
voyage_006,train,3,balanced,0.25,0.4,10.0,12.0,10770,10769,True,10769,0.45636528243353125,0.567489338188119,-87448.26973057796,-8.120370482921158,32.420558108646254,-10.913347029386289,0.7215182273556451,,,,,,solved
voyage_006,train,4,strong_fc_smoothing,0.25,0.25,12.0,30.0,10770,10769,True,10769,0.39122725624786264,0.5734954661171076,-219495.84720744967,-20.3821940019918,32.90835844604377,-14.661170857074612,0.45667134893807315,,,,,,solved
voyage_006,train,5,soc_recovery,0.15,0.35,20.0,12.0,10770,10769,True,10769,0.4905086662798897,0.5836292494433487,-36001.8168210387,-3.3430974854711395,33.084602419384964,-20.98465165265004,0.9596077261931271,,,,,,solved
voyage_006,train,6,economic_discharge,0.5,0.25,6.0,8.0,10770,10769,True,10769,0.3711139400006308,0.48614456697059333,-518256.3269131661,-48.12483303121609,29.484248010465482,39.84579021034959,0.48338541412991276,,,,,,solved
voyage_007,train,0,candidate_C,0.25,0.4,12.0,20.0,10771,10770,True,10770,0.42529456717502695,0.5795594234386607,-156347.75333172726,-14.516968740178948,46.82854829668921,-18.44508022572208,0.5086294780834351,,,,,,solved
voyage_007,train,1,fast_fc_response,0.25,0.6,12.0,5.0,10771,10770,True,10770,0.47943232000066194,0.5367580089793461,-60667.089482723524,-5.632970239807198,45.41591424643409,8.263002396889735,2.162739937111496,,,,,,solved
voyage_007,train,2,medium_response,0.25,0.5,10.0,10.0,10771,10770,True,10770,0.4524447189874072,0.5435575510563427,-105940.58440577055,-9.836637363581296,45.45576629973989,4.020088140841806,0.803884425403794,,,,,,solved
voyage_007,train,3,balanced,0.25,0.4,10.0,12.0,10771,10770,True,10770,0.44130788735218096,0.5478581784637206,-125184.97166075531,-11.623488547888144,45.646577186678265,1.3364966386374078,0.6938385747777716,,,,,,solved
voyage_007,train,4,strong_fc_smoothing,0.25,0.25,12.0,30.0,10771,10770,True,10770,0.3779019601553202,0.6405293492844318,-289324.17469723785,-26.86389737207408,49.00692454711768,-56.49031395348849,0.4646243905552865,,,,,,solved
voyage_007,train,5,soc_recovery,0.15,0.35,20.0,12.0,10771,10770,True,10770,0.4923384079626993,0.5634129608941687,-46073.20942308567,-4.277921023499133,46.32578155378892,-8.369687597959933,0.9771646460427519,,,,,,solved
voyage_007,train,6,economic_discharge,0.5,0.25,6.0,8.0,10771,10770,True,10770,0.33865992304580667,0.4766740999842928,-717899.1504388847,-66.65730273341548,43.166853189378514,45.755361609802016,0.6596831699219479,,,,,,solved
voyage_008,train,0,candidate_C,0.25,0.4,12.0,20.0,14341,14340,True,14340,0.31971411714397213,0.5033119197449148,-366721.74844095885,-25.573343684864636,48.31215594172976,29.13336207917387,0.7118363192690822,,,,,,solved
voyage_008,train,1,fast_fc_response,0.25,0.6,12.0,5.0,14341,14340,True,14340,0.3601304320805925,0.5087894699037351,-209530.4622300895,-14.611608244776116,48.285992503179614,25.715370780071016,2.564414396745974,,,,,,solved
voyage_008,train,2,medium_response,0.25,0.5,10.0,10.0,14341,14340,True,14340,0.3359466202077095,0.5058530062210517,-301484.3656814902,-21.024014343200154,48.24188354491703,27.547724118065894,1.1974506232712088,,,,,,solved
