timestamp,parent,左氢燃料电池#1_kw,左氢燃料电池#1_stopped,左氢燃料电池#2_kw,左氢燃料电池#2_stopped,左氢燃料电池#3_kw,左氢燃料电池#3_stopped,左氢燃料电池#4_kw,左氢燃料电池#4_stopped,左电池簇1_kw,左电池簇1_soc,左电池簇2_kw,左电池簇2_soc,左电池簇3_kw,左电池簇3_soc,左电池簇4_kw,左电池簇4_soc,左电池簇5_kw,左电池簇5_soc,左电池簇6_kw,左电池簇6_soc,左逆变电源_kw,右氢燃料电池#1_kw,右氢燃料电池#1_stopped,右氢燃料电池#2_kw,右氢燃料电池#2_stopped,右氢燃料电池#3_kw,右氢燃料电池#3_stopped,右氢燃料电池#4_kw,右氢燃料电池#4_stopped,右电池簇1_kw,右电池簇1_soc,右电池簇2_kw,右电池簇2_soc,右电池簇3_kw,右电池簇3_soc,右电池簇4_kw,右电池簇4_soc,右电池簇5_kw,右电池簇5_soc,右电池簇6_kw,右电池簇6_soc,右逆变电源_kw,fc_total_kw,battery_total_kw,load_total_kw,soc_mean_pct,soc_channel_count,fc_all_stopped,inverter_total_kw,aligned,speed_kn,speed_source,state_class,correction,eligible,sample_id,disposition,reason
2024-07-25 08:00:04,7月25日08_00_7月25日17_00,0,0,0,0,0,0,0,0,0.00056,97.4,0.00056,95.3,0.000561,97.7,0.000561,96.9,-0.015736,97.9,0.000562,97.9,0,0,0,0,0,0,0,0,0,0.000561,95,0.000562,98,-0.006744,98,-0.007924,97.9,-0.005058,97.9,-0.02248,97.9,0,0,-0.054015,0,97.3166666667,12,False,0,True,0,nearest,normal_operation,stationary_sub_kw_zero_drift,True,,excluded,stationary_only_without_sailing_task
2024-07-25 08:00:34,7月25日08_00_7月25日17_00,0,0,0,0,0,0,0,0,0.00056,97.4,0.00056,95.3,0.000561,97.7,0.000561,96.9,-0.013488,97.9,0.000562,97.9,0,0,0,0,0,0,0,0,0,0.000561,95,0.000562,98,-0.005058,98,-0.007896,97.9,-0.003934,97.9,-0.023604,97.9,0,0,-0.050053,0,97.3166666667,12,False,0,True,0,linear,normal_operation,stationary_sub_kw_zero_drift,True,,excluded,stationary_only_without_sailing_task
2024-07-25 08:01:04,7月25日08_00_7月25日17_00,0,0,0,0,0,0,0,0,0.00056,97.4,0.00056,95.3,0.000561,97.7,0.000561,96.9,-0.015736,97.9,0.000562,97.9,0,0,0,0,0,0,0,0,0,0.000561,95,0.000562,98,-0.005058,98,-0.007924,97.9,-0.003372,97.9,-0.023604,97.9,0,0,-0.051767,0,97.3166666667,12,False,0,True,0,linear,normal_operation,stationary_sub_kw_zero_drift,True,,excluded,stationary_only_without_sailing_task
2024-07-25 08:01:34,7月25日08_00_7月25日17_00,0,0,0,0,0,0,0,0,0.00056,97.4,0.00056,95.3,0.000561,97.7,0.000561,96.9,-0.013488,97.9,0.000562,97.9,0,0,0,0,0,0,0,0,0,0.000561,95,0.000562,98,-0.006744,98,-0.007924,97.9,-0.003372,97.9,-0.023604,97.9,0,0,-0.051205,0,97.3166666667,12,False,0,True,0,linear,normal_operation,stationary_sub_kw_zero_drift,True,,excluded,stationary_only_without_sailing_task
2024-07-25 08:02:04,7月25日08_00_7月25日17_00,0,0,0,0,0,0,0,0,0.00056,97.4,0.00056,95.3,0.000561,97.7,0.000561,96.9,-0.015174,97.9,0.000562,97.9,0,0,0,0,0,0,0,0,0,0.000561,95,0.000562,98,-0.005058,98,-0.007924,97.9,-0.004496,97.9,-0.023604,97.9,0,0,-0.052329,0,97.3166666667,12,False,0,True,0,linear,normal_operation,stationary_sub_kw_zero_drift,True,,excluded,stationary_only_without_sailing_task
2024-07-25 08:02:34,7月25日08_00_7月25日17_00,0,0,0,0,0,0,0,0,0.00056,97.4,0.00056,95.3,0.000561,97.7,0.000561,96.9,-0.015736,97.9,0.000562,97.9,0,0,0,0,0,0,0,0,0,0.000561,95,0.000562,98,-0.006744,98,-0.00791,97.9,-0.005058,97.9,-0.023042,97.9,0,0,-0.054563,0,97.3166666667,12,False,0,True,0,linear,normal_operation,stationary_sub_kw_zero_drift,True,,excluded,stationary_only_without_sailing_task
2024-07-25 08:03:04,7月25日08_00_7月25日17_00,0,0,0,0,0,0,0,0,0.00056,97.4,0.00056,95.3,0.000561,97.7,0.000561,96.9,-0.014612,97.9,0.000562,97.9,0,0,0,0,0,0,0,0,0,0.000561,95,0.000562,98,-0.006744,98,-0.007924,97.9,-0.005058,97.9,-0.02248,97.9,0,0,-0.052891,0,97.3166666667,12,False,0,True,0,linear,normal_operation,stationary_sub_kw_zero_drift,True,,excluded,stationary_only_without_sailing_task
2024-07-25 08:03:34,7月25日08_00_7月25日17_00,0,0,0,0,0,0,0,0,0.00056,97.4,0.00056,95.3,0.000561,97.7,0.000561,96.9,-0.013488,97.9,0.000562,97.9,0,0,0,0,0,0,0,0,0,0.000561,95,0.000562,98,-0.006744,98,-0.007924,97.9,-0.005058,97.9,-0.02248,97.9,0,0,-0.051767,0,97.3166666667,12,False,0,True,0,linear,normal_operation,stationary_sub_kw_zero_drift,True,,excluded,stationary_only_without_sailing_task
2024-07-25 08:04:04,7月25日08_00_7月25日17_00,0,0,0,0,0,0,0,0,0.00056,97.4,0.00056,95.3,0.000561,97.7,0.000561,96.9,-0.013488,97.9,0.000562,97.9,0,0,0,0,0,0,0,0,0,0.000561,95,0.000562,98,-0.006744,98,-0.007924,97.9,-0.005058,97.9,-0.023042,97.9,0,0,-0.052329,0,97.3166666667,12,False,0,True,0,linear,normal_operation,stationary_sub_kw_zero_drift,True,,excluded,stationary_only_without_sailing_task
2024-07-25 08:04:34,7月25日08_00_7月25日17_00,0,0,0,0,0,0,0,0,0.00056,97.4,0.00056,95.3,0.000561,97.7,0.000561,96.9,-0.014612,97.9,0.000562,97.9,0,0,0,0,0,0,0,0,0,0.000561,95,0.000562,98,-0.006744,98,-0.00791,97.9,-0.005058,97.9,-0.023042,97.9,0,0,-0.053439,0,97.3166666667,12,False,0,True,0,linear,normal_operation,stationary_sub_kw_zero_drift,True,,excluded,stationary_only_without_sailing_task
