timestamp,fc_total_kw,battery_total_kw,load_total_kw,speed_aligned_kn,speed_source,soc_mean_pct,propulsion_inverter_kw,battery_state,aligned,is_shore,is_external_charging,is_abnormal,is_physical_inconsistency,parent_voyage
2024-05-29 14:00:26,0.0,0.007834000000000022,0.007834000000000022,0.0,linear,94.48333333333335,0.0,neutral,True,False,False,False,False,5月29日14_00_5月29日17_00
2024-05-29 14:00:56,0.0,0.0061480000000000284,0.0061480000000000284,0.0,linear,94.48333333333335,0.0,neutral,True,False,False,False,False,5月29日14_00_5月29日17_00
2024-05-29 14:01:26,0.0,0.0067100000000000284,0.0067100000000000284,0.0,linear,94.48333333333335,0.0,neutral,True,False,False,False,False,5月29日14_00_5月29日17_00
2024-05-29 14:01:56,0.0,0.006148000000000035,0.006148000000000035,0.0,linear,94.48333333333335,0.0,neutral,True,False,False,False,False,5月29日14_00_5月29日17_00
2024-05-29 14:02:26,0.0,0.0061500000000000166,0.0061500000000000166,0.0,linear,94.48333333333335,0.0,neutral,True,False,False,False,False,5月29日14_00_5月29日17_00
2024-05-29 14:02:56,0.0,0.006712000000000037,0.006712000000000037,0.0,linear,94.48333333333335,0.0,neutral,True,False,False,False,False,5月29日14_00_5月29日17_00
2024-05-29 14:03:26,0.0,0.008396000000000022,0.008396000000000022,0.0,linear,94.48333333333335,0.0,neutral,True,False,False,False,False,5月29日14_00_5月29日17_00
2024-05-29 14:03:56,0.0,0.007837000000000038,0.007837000000000038,0.0,linear,94.48333333333335,0.0,neutral,True,False,False,False,False,5月29日14_00_5月29日17_00
2024-05-29 14:04:26,0.0,0.004525000000000036,0.004525000000000036,0.0,linear,94.48333333333335,0.0,neutral,True,False,False,False,False,5月29日14_00_5月29日17_00
2024-05-29 14:04:56,0.0,0.006209000000000034,0.006209000000000034,0.0,linear,94.48333333333335,0.0,neutral,True,False,False,False,False,5月29日14_00_5月29日17_00
2024-05-29 14:05:26,0.0,,,0.0,nearest,,,neutral,False,False,False,False,False,5月29日14_00_5月29日17_00
2024-05-29 14:14:56,0.0,34.60107000000001,34.60107000000001,0.0,linear,94.27499999999999,37.4,discharging,True,False,False,False,False,5月29日14_00_5月29日17_00
2024-05-29 14:15:26,0.0,35.591789999999996,35.591789999999996,0.0,linear,94.24999999999999,37.900000000000006,discharging,True,False,False,False,False,5月29日14_00_5月29日17_00
