candidate,family,q_h2,q_batt,q_soc,q_fcvar,regime,segment_id,start,completed,failure_step,steps,reward_per_step,min_soc,final_soc,h2_kg_h,battery_net_discharge_kwh,battery_throughput_kwh,fc_tv_kw,fc_tv_kw_h,mean_fc_kw,fc_ge_590_fraction,first_p_fc_kw,first_p_batt_kw
S0,smooth,0.25,0.4,20,30,low_stable,train_parent_037_02,0,True,,600,-0.0013148509878913826,0.541324165431911,0.541324165431911,0.020727481397551616,5.413720770487861,5.413720770487861,6.264560000000001,37.58736000000001,0.4266790878059448,0.0,6.182400667878962,0.12389534434103755
S1,smooth,0.25,0.5,30,40,low_stable,train_parent_037_02,0,True,,600,-0.001365518806149349,0.5413737515147274,0.5413737515147274,0.029745542657346507,5.382779054810557,5.382779054810557,6.26456,37.587360000000004,0.6123293818697721,0.0,6.202934081823136,0.10336193039686403
S2,smooth,0.2,0.55,50,30,low_stable,train_parent_037_02,0,True,,600,-0.0013657477598297658,0.5413744503485276,0.5413744503485276,0.029871781095818225,5.382342982519094,5.382342982519094,6.26456,37.587360000000004,0.6149458156185542,0.0,6.198860415077293,0.10743559714270656
S3,smooth,0.3,0.4,30,40,low_stable,train_parent_037_02,0,True,,600,-0.0013273672236082624,0.5413361746773222,0.5413361746773222,0.02291181426537286,5.406227001351377,5.406227001351377,6.2645599999999995,37.58736,0.4716417026248548,0.0,6.190593636911345,0.11570237530865501
S4,smooth,0.35,0.5,50,40,low_stable,train_parent_037_02,0,True,,600,-0.0013075755006267515,0.5413170359355393,0.5413170359355393,0.019430894189618176,5.418169576223904,5.418169576223904,6.26456,37.587360000000004,0.39998625338969324,0.0,6.178286768633038,0.12800924358696175
S5,smooth,0.2,0.65,60,30,low_stable,train_parent_037_02,0,True,,600,-0.0013766716278533595,0.541385386776058,0.541385386776058,0.031860061342839426,5.375518651740001,5.375518651740001,6.26456,37.587360000000004,0.6558918002931099,0.0,6.198880019863727,0.1074159923562732
R0,baseline_soc,0.25,0.45,80,8,low_stable,train_parent_037_02,0,True,,600,-0.0012319647020745297,0.541238056115171,0.541238056115171,0.005066058890987799,5.46745298413363,5.46745298413363,6.264560000000001,37.58736000000001,0.10428580593133259,0.0,5.957741195200589,0.3485548170194104
R1,soc,0.2,0.55,80,12,low_stable,train_parent_037_02,0,True,,600,-0.0012536385288394072,0.541265110070682,0.541265110070682,0.009986642247081503,5.450571315894749,5.450571315894749,6.26456,37.587360000000004,0.2055758153646306,0.0,6.1007375192670175,0.20555849295298234
R2,soc,0.15,0.65,80,12,low_stable,train_parent_037_02,0,True,,600,-0.001281176274682463,0.5412927906530437,0.5412927906530437,0.015020292847435225,5.433298632501117,5.433298632501117,6.26456,37.587360000000004,0.3092119157264158,0.0,6.141777247578474,0.16451876464152537
R3,soc,0.2,0.65,120,12,low_stable,train_parent_037_02,0,True,,600,-0.0012542017069144685,0.5412657733544872,0.5412657733544872,0.010107233129285381,5.450157426800407,5.450157426800407,6.26456,37.587360000000004,0.20805914993067512,0.0,6.100859276133308,0.20543673608669177
R4,soc,0.15,0.8,120,8,low_stable,train_parent_037_02,0,True,,600,-0.0012497239401384826,0.5412615581770694,0.5412615581770694,0.009340419875034056,5.452787697509271,5.452787697509271,6.26456,37.587360000000004,0.19227752567748974,0.0,6.081151351610472,0.2251446606095282
R5,soc,0.25,0.6,120,16,low_stable,train_parent_037_02,0,True,,600,-0.0012571736215530095,0.5412685850204609,0.5412685850204609,0.010618689611310196,5.448402947232985,5.448402947232985,6.26456,37.587360000000004,0.21858602733520427,0.0,6.110859826286672,0.19543618593332823
