candidate_id,scope,voyage_id,total_steps,solver_attempt_count,solver_success_count,solver_failure_count,solver_success_rate,closed_loop_coverage_fraction,unattempted_after_failure_count,closed_loop_complete,solved_inaccurate_count,solved_inaccurate_fraction,max_iter_count,max_iter_fraction,final_max_iter_count,primal_infeasible_count,dual_infeasible_count,cold_restart_count,cold_restart_success_count,final_status_counts,solve_time_ms_mean,solve_time_ms_p95,solve_time_ms_p99,solve_time_ms_max,iterations_mean,iterations_max,primal_residual_max_abs,dual_residual_max_abs
QSOC_10,overall,all,93030,93030,93030,0,1.0,1.0,0,True,0,0.0,0,0.0,0,0,0,0,0,"{""solved"": 93030}",0.062194007244965696,0.08139997953549027,0.13050000416114926,0.6435000104829669,29.52112221863915,325,7.566193934665819e-05,0.0003325746582799955
QSOC_10,voyage,voyage_060,10650,10650,10650,0,1.0,1.0,0,True,0,0.0,0,0.0,0,0,0,0,0,"{""solved"": 10650}",0.06275323929020286,0.08485498983645805,0.13895499549107637,0.5638999864459038,30.955399061032864,175,9.05898072105282e-06,0.00010420357047074682
QSOC_10,voyage,voyage_061,10740,10740,10740,0,1.0,1.0,0,True,0,0.0,0,0.0,0,0,0,0,0,"{""solved"": 10740}",0.062287765341764056,0.07989999721758068,0.13992199994390841,0.41030001011677086,28.144785847299815,150,8.858247468879199e-12,4.437662350632063e-13
QSOC_10,voyage,voyage_062,10650,10650,10650,0,1.0,1.0,0,True,0,0.0,0,0.0,0,0,0,0,0,"{""solved"": 10650}",0.06436279803807432,0.08509997860528529,0.14030200574779889,0.6289000157266855,33.65023474178404,200,9.308109838457312e-12,4.3814894094848215e-13
QSOC_10,voyage,voyage_063,32370,32370,32370,0,1.0,1.0,0,True,0,0.0,0,0.0,0,0,0,0,0,"{""solved"": 32370}",0.06048525170016554,0.07515500328736373,0.12183099635876728,0.6435000104829669,27.675316651220264,325,7.566193934665819e-05,0.0003325746582799955
QSOC_10,voyage,voyage_064,7140,7140,7140,0,1.0,1.0,0,True,0,0.0,0,0.0,0,0,0,0,0,"{""solved"": 7140}",0.060701904918200204,0.08090500487014644,0.12309300596825735,0.3068000078201294,28.529411764705884,200,9.357181696145744e-12,4.437662350632063e-13
QSOC_10,voyage,voyage_065,10740,10740,10740,0,1.0,1.0,0,True,0,0.0,0,0.0,0,0,0,0,0,"{""solved"": 10740}",0.06359337060647241,0.0805000017862767,0.12446101638488477,0.444200006313622,28.05633147113594,200,1.230060497903196e-11,5.561121173576889e-13
QSOC_10,voyage,voyage_066,10740,10740,10740,0,1.0,1.0,0,True,0,0.0,0,0.0,0,0,0,0,0,"{""solved"": 10740}",0.06413781170564611,0.08430000161752105,0.13562201405875396,0.6364000146277249,33.067970204841714,200,9.777956222478679e-12,4.718527056368269e-13
