state_id,soc,soc_regime,load_regime,transition_regime,fc_power_regime,winner_action_id,winner_action_name,best_reward,second_action_id,second_reward,first_second_reward_gap
125,0.61,above_soft_range,load_medium,stable,medium_150_450,2,fc_smoothing,0.8928859073490718,0,0.8408737819732532,0.05201212537581856
126,0.65,above_soft_range,load_medium,stable,medium_150_450,2,fc_smoothing,0.27994932428324565,1,0.2499863886823825,0.02996293560086316
127,0.45,below_soft_range,load_high,rapid_fall,near_saturation_ge590,2,fc_smoothing,0.27945486716227824,1,0.24737683323854123,0.03207803392373701
128,0.49,below_soft_range,load_high,rapid_fall,near_saturation_ge590,2,fc_smoothing,0.8880075340094391,0,0.8365134829513292,0.05149405105810989
129,0.5,inside_soft_range,load_high,rapid_fall,near_saturation_ge590,3,soc_protection,0.9924574346287972,2,0.9785894367949933,0.01386799783380388
130,0.55,inside_soft_range,load_high,rapid_fall,near_saturation_ge590,3,soc_protection,0.9924975103499294,2,0.9786072489469406,0.013890261402988768
131,0.6,inside_soft_range,load_high,rapid_fall,near_saturation_ge590,3,soc_protection,0.9924975103499294,2,0.9786072489469406,0.013890261402988768
132,0.61,above_soft_range,load_high,rapid_fall,near_saturation_ge590,2,fc_smoothing,0.8919244859434817,0,0.8423178730362908,0.04960661290719093
133,0.65,above_soft_range,load_high,rapid_fall,near_saturation_ge590,2,fc_smoothing,0.2814019265374381,1,0.2491280473067981,0.03227387923064001
134,0.45,below_soft_range,load_high,rapid_rise,near_saturation_ge590,2,fc_smoothing,0.2794132605261172,1,0.24733667454047994,0.03207658598563726
135,0.49,below_soft_range,load_high,rapid_rise,near_saturation_ge590,2,fc_smoothing,0.8878896244317592,0,0.8363546239617001,0.0515350004700591
136,0.5,inside_soft_range,load_high,rapid_rise,near_saturation_ge590,3,soc_protection,0.9924090897250091,2,0.978537924188196,0.013871165536813113
137,0.55,inside_soft_range,load_high,rapid_rise,near_saturation_ge590,3,soc_protection,0.9924523318917734,2,0.9785571400977886,0.013895191793984796
138,0.6,inside_soft_range,load_high,rapid_rise,near_saturation_ge590,3,soc_protection,0.9924523318917734,2,0.9785571400977886,0.013895191793984796
139,0.61,above_soft_range,load_high,rapid_rise,near_saturation_ge590,2,fc_smoothing,0.8919578521276156,0,0.8423826189632816,0.04957523316433399
140,0.65,above_soft_range,load_high,rapid_rise,near_saturation_ge590,2,fc_smoothing,0.28143557551199544,1,0.24915454756975966,0.03228102794223578
141,0.45,below_soft_range,load_high,stable,near_saturation_ge590,2,fc_smoothing,0.27977073245951894,1,0.24767811935187126,0.03209261310764769
142,0.49,below_soft_range,load_high,stable,near_saturation_ge590,2,fc_smoothing,0.8888635366856297,0,0.8376797800222751,0.05118375666335462
143,0.5,inside_soft_range,load_high,stable,near_saturation_ge590,3,soc_protection,0.9927686404850927,2,0.9789210926825948,0.013847547802497973
144,0.55,inside_soft_range,load_high,stable,near_saturation_ge590,3,soc_protection,0.9927884106510987,2,0.9789298640064209,0.013858546644677783
145,0.6,inside_soft_range,load_high,stable,near_saturation_ge590,3,soc_protection,0.9927884106510987,2,0.9789298640064208,0.013858546644677894
146,0.61,above_soft_range,load_high,stable,near_saturation_ge590,2,fc_smoothing,0.891612756380796,0,0.8417578657026474,0.04985489067814852
147,0.65,above_soft_range,load_high,stable,near_saturation_ge590,2,fc_smoothing,0.281137312078437,1,0.24891499686059043,0.032222315217846575
148,0.45,below_soft_range,load_low,rapid_fall,medium_150_450,2,fc_smoothing,0.28311963801612283,1,0.2540053522665217,0.02911428574960112
149,0.49,below_soft_range,load_low,rapid_fall,medium_150_450,2,fc_smoothing,0.9000683953929502,0,0.8504648856958621,0.049603509697088155
150,0.5,inside_soft_range,load_low,rapid_fall,medium_150_450,3,soc_protection,0.9936154237223429,2,0.9857051100735803,0.007910313648762601
151,0.55,inside_soft_range,load_low,rapid_fall,medium_150_450,3,soc_protection,0.9936154237223429,2,0.9857051100735803,0.007910313648762601
152,0.6,inside_soft_range,load_low,rapid_fall,medium_150_450,3,soc_protection,0.9934320214808448,2,0.9856212905404684,0.00781073094037632
153,0.61,above_soft_range,load_low,rapid_fall,medium_150_450,2,fc_smoothing,0.8915199512959667,0,0.8378653369985717,0.05365461429739504
154,0.65,above_soft_range,load_low,rapid_fall,medium_150_450,2,fc_smoothing,0.2789134378673061,1,0.25019963040277265,0.028713807464533447
155,0.45,below_soft_range,load_low,rapid_rise,medium_150_450,2,fc_smoothing,0.2830831594044213,1,0.25424777132063925,0.028835388083782054
156,0.49,below_soft_range,load_low,rapid_rise,medium_150_450,2,fc_smoothing,0.9006698174080758,0,0.8509214602353078,0.04974835717276804
157,0.5,inside_soft_range,load_low,rapid_rise,medium_150_450,3,soc_protection,0.99412981084224,2,0.9867085692878165,0.0074212415544234744
158,0.55,inside_soft_range,load_low,rapid_rise,medium_150_450,3,soc_protection,0.99412981084224,2,0.9867085692878165,0.0074212415544234744
159,0.6,inside_soft_range,load_low,rapid_rise,medium_150_450,3,soc_protection,0.9939662981569415,2,0.9866337511699478,0.007332546986993704
160,0.61,above_soft_range,load_low,rapid_rise,medium_150_450,2,fc_smoothing,0.8925865914879042,0,0.8390077202960319,0.053578871191872324
161,0.65,above_soft_range,load_low,rapid_rise,medium_150_450,2,fc_smoothing,0.2791109722980543,1,0.25064716774299517,0.028463804555059147
