timestamp,time_s,speed_kn,speed_provenance
2024-04-28T08:49:34+08:00,0.0,0.0,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T08:50:04+08:00,30.0,0.0,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T08:50:34+08:00,60.0,0.0004020663598702836,INTERPOLATED_GAP_PCHIP
2024-04-28T08:51:04+08:00,90.0,0.0025396420496659015,INTERPOLATED_GAP_PCHIP
2024-04-28T08:51:34+08:00,120.0,0.007365300467749931,INTERPOLATED_GAP_PCHIP
2024-04-28T08:52:04+08:00,150.0,0.0158127103230531,INTERPOLATED_GAP_PCHIP
2024-04-28T08:52:34+08:00,180.0,0.028815540324506124,INTERPOLATED_GAP_PCHIP
2024-04-28T08:53:04+08:00,210.0,0.047307459181039735,INTERPOLATED_GAP_PCHIP
2024-04-28T08:53:34+08:00,240.0,0.07222213560158465,INTERPOLATED_GAP_PCHIP
2024-04-28T08:54:04+08:00,270.0,0.1044932382950716,INTERPOLATED_GAP_PCHIP
2024-04-28T08:54:34+08:00,300.0,0.1450544359704313,INTERPOLATED_GAP_PCHIP
2024-04-28T08:55:04+08:00,330.0,0.19483939733659447,INTERPOLATED_GAP_PCHIP
2024-04-28T08:55:34+08:00,360.0,0.2547817911024919,INTERPOLATED_GAP_PCHIP
2024-04-28T08:56:04+08:00,390.0,0.32581528597705417,INTERPOLATED_GAP_PCHIP
2024-04-28T08:56:34+08:00,420.0,0.4,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T08:57:04+08:00,450.0,2.2,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T08:57:34+08:00,480.0,3.7,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T08:58:04+08:00,510.0,1.8,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T08:58:34+08:00,540.0,1.8,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T08:59:04+08:00,570.0,2.3,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T08:59:34+08:00,600.0,2.3,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T09:00:04+08:00,630.0,6.8,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T09:00:34+08:00,660.0,7.0,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T09:01:04+08:00,690.0,8.1,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T09:01:34+08:00,720.0,8.3,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T09:02:04+08:00,750.0,8.3,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T09:02:34+08:00,780.0,8.4,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T09:03:04+08:00,810.0,8.4,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T09:03:34+08:00,840.0,8.4,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T09:04:04+08:00,870.0,8.2,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T09:04:34+08:00,900.0,8.2,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T09:05:04+08:00,930.0,8.3,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T09:05:34+08:00,960.0,8.3,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-04-28T09:06:04+08:00,990.0,8.5,UNIQUE_NEAREST_RAW_WITHIN_10S
