timestamp,time_s,speed_kn,speed_provenance
2024-05-27T08:12:51+08:00,0.0,0.0,INTERPOLATED_GAP_PCHIP
2024-05-27T08:13:21+08:00,30.0,0.0,INTERPOLATED_GAP_PCHIP
2024-05-27T08:13:51+08:00,60.0,0.0,INTERPOLATED_GAP_PCHIP
2024-05-27T08:14:21+08:00,90.0,0.0,INTERPOLATED_GAP_PCHIP
2024-05-27T08:14:51+08:00,120.0,0.0,INTERPOLATED_GAP_PCHIP
2024-05-27T08:15:21+08:00,150.0,0.0,INTERPOLATED_GAP_PCHIP
2024-05-27T08:15:51+08:00,180.0,0.0,INTERPOLATED_GAP_PCHIP
2024-05-27T08:16:21+08:00,210.0,0.0,INTERPOLATED_GAP_PCHIP
2024-05-27T08:16:51+08:00,240.0,0.0,INTERPOLATED_GAP_PCHIP
2024-05-27T08:17:21+08:00,270.0,0.0,INTERPOLATED_GAP_PCHIP
2024-05-27T08:17:51+08:00,300.0,0.0,INTERPOLATED_GAP_PCHIP
2024-05-27T08:18:21+08:00,330.0,0.0,INTERPOLATED_GAP_PCHIP
2024-05-27T08:18:51+08:00,360.0,0.0,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:19:21+08:00,390.0,0.0,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:19:51+08:00,420.0,0.0,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:20:21+08:00,450.0,0.0,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:20:51+08:00,480.0,0.0,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:21:21+08:00,510.0,0.0,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:21:51+08:00,540.0,0.0,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:22:21+08:00,570.0,0.0,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:22:51+08:00,600.0,0.0,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:23:21+08:00,630.0,0.2,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:23:51+08:00,660.0,0.9,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:24:21+08:00,690.0,2.1,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:24:51+08:00,720.0,2.1,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:25:21+08:00,750.0,2.0,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:25:51+08:00,780.0,2.0,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:26:21+08:00,810.0,2.2,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:26:51+08:00,840.0,2.2,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:27:21+08:00,870.0,8.1,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:27:51+08:00,900.0,8.1,UNIQUE_NEAREST_RAW_WITHIN_10S
2024-05-27T08:28:21+08:00,930.0,8.6,UNIQUE_NEAREST_RAW_WITHIN_10S
