dataset_version,voyage_id,load_min_original_30s,load_max_original_30s,load_min_spline_1s,load_max_spline_1s,negative_load_count,negative_load_ratio,original_30s_negative_load_count,original_30s_negative_load_ratio,reconstructed_1s_negative_load_count,reconstructed_1s_negative_load_ratio,above_original_local_max_count,above_original_local_max_ratio,below_original_local_min_count,below_original_local_min_ratio,global_overshoot_count,global_overshoot_ratio,comment
cubic_spline_1s_natural_clipped,voyage_026,0.0,613.169067,0.0,625.3766207887704,0,0.0,0,0.0,0,0.0,2552,0.08155699721964782,3002,0.09593812917452303,19,0.0005869451051867412,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_027,0.0,395.6248,0.0,405.090622371176,0,0.0,0,0.0,0,0.0,648,0.09349300245274852,580,0.08368200836820083,18,0.002510110165946172,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_028,0.0,475.434,0.0,475.9775852556114,0,0.0,0,0.0,0,0.0,1290,0.12425351570025044,1227,0.1181853207474475,12,0.0011172144120659157,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_029,1e-06,497.218667,0.0,500.05014723657047,0,0.0,0,0.0,0,0.0,1751,0.16818749399673422,1737,0.16684276246277976,155,0.014390492990437286,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_030,0.0,603.947433,0.0,608.7516510000058,0,0.0,0,0.0,0,0.0,2691,0.11073162702658218,2740,0.11274792198172989,8,0.0003182053219840102,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_031,0.0,664.7186,0.0,688.1186703039766,0,0.0,0,0.0,0,0.0,3329,0.10638841839506567,3253,0.1039596049982423,77,0.0023786722683883724,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_032,0.0,646.6682,0.0,662.7557441617236,0,0.0,0,0.0,0,0.0,5725,0.164648701504127,5619,0.1616001840614305,28,0.0007784048261099219,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_033,0.0,558.5223,0.0,576.3915868131405,0,0.0,0,0.0,0,0.0,4375,0.12582324350752064,4033,0.11598746081504702,28,0.0007784048261099219,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_034,0.0,672.092833,0.0,696.7910821128764,0,0.0,0,0.0,0,0.0,2592,0.1244837191432139,2800,0.13447315339544713,25,0.0011605775033656748,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_035,0.0,669.986,0.0,683.4979366984147,0,0.0,0,0.0,0,0.0,2703,0.08638266594228372,2911,0.09302994471253716,27,0.0008340798863180007,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_036,0.0,448.092667,0.0,452.6137139157975,0,0.0,0,0.0,0,0.0,5119,0.13382656662570913,5621,0.1469504065253196,11,0.00027798134997851964,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_037,0.0,503.5642,0.0,504.2280831913769,0,0.0,0,0.0,0,0.0,1097,0.10536932091057535,1112,0.10681010469695515,2,0.00018568378052177142,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_038,0.0,539.792267,0.0,572.2793054652853,0,0.0,0,0.0,0,0.0,5018,0.12032996019375569,5316,0.1274759004364299,93,0.002155721935050184,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_039,1e-06,392.301348,0.0,396.7602840297732,0,0.0,0,0.0,0,0.0,1709,0.12328668301832348,1687,0.12169961044582311,197,0.01373683843525556,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_040,0.0,549.523067,0.0,551.2549923509608,0,0.0,0,0.0,0,0.0,5564,0.1454602494052443,5121,0.13387885284044862,26,0.0006570468272219554,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_041,0.0,848.252533,0.0,864.8603855368234,0,0.0,0,0.0,0,0.0,4481,0.11822283196580746,3880,0.10236656729018812,22,0.0005610670475121777,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_042,0.0,340.30176,0.0,341.58009813559534,0,0.0,0,0.0,0,0.0,18531,0.22195206668982287,17918,0.21460995795954055,11,0.00012735756214470135,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_043,1e-06,697.115133,0.0,721.8329068818662,0,0.0,0,0.0,0,0.0,1425,0.13725679059911386,1514,0.14582931997688306,352,0.03277162275393353,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_044,0.0,752.612167,0.0,762.5495252481907,0,0.0,0,0.0,0,0.0,1568,0.15060993180290078,1043,0.10018249927960811,16,0.0014854702441741714,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_045,0.0,761.2522,0.0,761.6133981472731,0,0.0,0,0.0,0,0.0,2604,0.1248860965900916,2257,0.1082442089108436,9,0.0004172268323211719,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_046,0.0,653.711133,0.0,656.5738450675636,0,0.0,0,0.0,0,0.0,7953,0.06723250289540202,8505,0.07189896103676527,34,0.0002778436067368903,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_047,0.0,683.936533,0.0,695.7093425530293,0,0.0,0,0.0,0,0.0,3182,0.1309357254546951,3172,0.1305242366883384,19,0.0007557376397120242,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_048,0.0,821.2573,0.0,824.4753557528848,0,0.0,0,0.0,0,0.0,3708,0.13332853906727554,4172,0.15001258494840172,12,0.00041708664975148585,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_049,0.0,605.591933,0.0,630.5131047991392,0,0.0,0,0.0,0,0.0,2099,0.12103563602813977,2375,0.136950755391535,25,0.0013934563290786467,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_050,3e-06,768.7192,0.0,773.0562184629853,0,0.0,0,0.0,0,0.0,3383,0.13904072993300728,3877,0.15934404668940857,394,0.015652933931905765,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_051,0.0,748.2712,0.0,749.3529560017244,0,0.0,0,0.0,0,0.0,2184,0.10474317778523812,2647,0.1269483478010647,10,0.0004635853692457466,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_052,0.0,560.722,0.0,560.722,0,0.0,0,0.0,0,0.0,1633,0.11755813116406306,1469,0.10575192570729249,0,0.0,local endpoint overshoot present
cubic_spline_1s_natural_clipped,voyage_053,3e-06,846.873733,0.0,846.873733,0,0.0,0,0.0,0,0.0,3244,0.11664449318614936,3590,0.12908561360612708,428,0.014876090507802996,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_054,4e-06,838.8424,0.0,843.3723426026357,0,0.0,0,0.0,0,0.0,2933,0.10691113217175767,3019,0.11004592841000219,360,0.012684542475599874,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_055,6e-06,734.8182,0.0,734.8182,0,0.0,0,0.0,0,0.0,4330,0.12463300903805193,4999,0.14388924068850384,118,0.003283158509779917,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_056,4e-06,905.0483,0.0,935.1651365638248,0,0.0,0,0.0,0,0.0,15021,0.1542022974818039,17514,0.1797948896941824,244,0.002421331533873833,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_057,2e-06,740.805833,0.0,757.6017970070782,0,0.0,0,0.0,0,0.0,846,0.12257316719791365,923,0.13372935381048973,267,0.03738972132754516,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_058,0.0,520.162667,0.0,522.2195404831082,0,0.0,0,0.0,0,0.0,2401,0.1728457274494277,2138,0.15391260528399683,28,0.001948368241597662,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_059,0.0,514.733733,0.0,531.6261375985735,0,0.0,0,0.0,0,0.0,1343,0.19458128078817735,894,0.1295276731382208,58,0.008122111749054754,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_060,0.0,459.1996,0.0,471.71052598809024,0,0.0,0,0.0,0,0.0,1763,0.17124817872753764,1821,0.17688198154443904,17,0.0015960942634494415,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_061,6e-06,350.9932,0.0,351.7867637458453,0,0.0,0,0.0,0,0.0,1027,0.09892120978616836,1346,0.12964746676940858,255,0.023740806256400706,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_062,0.0,491.5851,0.0,510.9897631432192,0,0.0,0,0.0,0,0.0,1509,0.14657600777076252,1647,0.1599805730937348,16,0.0015022063655994742,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_063,0.0,773.901333,0.0,820.1348234744761,0,0.0,0,0.0,0,0.0,3877,0.12390144130900259,4713,0.15061838867405963,23,0.000710512495752371,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_064,0.0,467.890333,0.0,470.0681657017155,0,0.0,0,0.0,0,0.0,506,0.07331208345407128,606,0.08780063749637786,15,0.002100546141996919,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_065,0.0,656.1904,0.0,657.6199120133929,0,0.0,0,0.0,0,0.0,1493,0.14380658832594875,1538,0.14814101329223656,18,0.0016758216180988734,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_natural_clipped,voyage_066,1e-06,507.9851,0.0,509.3724602181044,0,0.0,0,0.0,0,0.0,1269,0.12223078404931613,1277,0.1230013484877673,167,0.015547900567917326,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_001,0.0,634.152333,-33.144481555567815,655.6893243071898,321,0.029802246773744313,0,0.0,321,0.030832773028527518,1271,0.12208241283258092,1557,0.14955335702622227,347,0.03221613592052734,negative load introduced in reconstructed 1s interior; clipped version required; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_002,-70.85819999999998,490.8397,-71.25525914132763,493.5177016096948,111,0.015544041450777202,4,0.016736401673640166,107,0.015502752825268038,1001,0.14503042596348883,1125,0.162996232975949,27,0.0037809830555944547,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_003,-107.153667,812.5562,-107.90511659701598,844.5642442032121,524,0.036538595634892965,12,0.025052192066805846,512,0.03693550714182658,2190,0.15798586062617226,2364,0.1705381618814024,76,0.005299490969946308,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_004,0.0,723.015433,-49.3116845011073,732.5640114750466,170,0.015827204170933806,0,0.0,170,0.016374494317087266,1569,0.15112695049123484,1842,0.17742246195338085,179,0.016665114979983242,negative load introduced in reconstructed 1s interior; clipped version required; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_005,-108.273,659.281467,-108.3698712659272,659.7896879678441,1568,0.06229390965793969,49,0.058333333333333334,1519,0.06243064403435946,3424,0.1407258230241256,3779,0.15531626320332087,69,0.00274124985101903,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_006,-107.5032,500.3436,-109.04740624164376,503.0506739177802,2329,0.21622876241760283,75,0.20833333333333334,2254,0.21650177696666986,1346,0.12928633176447987,1268,0.12179425607530496,48,0.004456410732522514,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_007,-108.203733,628.200933,-108.26672661318324,633.6271330978536,351,0.03267852155292803,9,0.025069637883008356,342,0.03294162974378732,1411,0.1359083028318243,1525,0.14688884607975342,37,0.0034447444372032398,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_008,2e-06,815.424,-0.0144716211722869,815.6703448593581,98,0.006847879253720914,0,0.0,98,0.007084508060435191,2246,0.16236535820140244,2202,0.1591845586640642,259,0.01809796659911956,negative load introduced in reconstructed 1s interior; clipped version required; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_009,-107.915,418.7092,-108.11086759163751,424.1821580717892,1661,0.11582176975106338,50,0.10438413361169102,1611,0.11621699610445824,2100,0.15149329101139808,2394,0.17270235175299378,47,0.003277316784045743,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_010,-54.56124,503.780067,-54.7351430002377,522.7970916305379,1536,0.14260514344072045,49,0.1361111111111111,1487,0.1428296993564499,1482,0.14234943809432332,1833,0.1760637786956104,98,0.0090985052455668,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_011,-109.395,850.99286,-109.51525116399492,856.2158684719548,2943,0.1022905008515519,92,0.09583333333333334,2851,0.10251339398079896,4133,0.14861026212649672,4529,0.1628492323181475,31,0.0010774738451913386,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_012,-111.719998,401.428267,-111.90475469957714,405.6619801678165,14448,0.4463254147230546,480,0.4444444444444444,13968,0.4463903358793263,3735,0.11936339522546419,3876,0.12386948323799175,37,0.001142998362732075,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_013,-110.765333,705.286667,-110.80216894710269,706.3103941966929,10868,0.2748539490655269,360,0.27293404094010615,10508,0.2749202030244362,4506,0.11789022029197845,4725,0.12361990476688818,30,0.0007587061531069017,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_014,-110.759998,703.746033,-111.41037267626056,714.8816358863353,4281,0.1489509759576911,144,0.15015641293013557,4137,0.148909365776402,3144,0.11316679864660571,3337,0.12011374271110792,43,0.0014961205246859888,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_015,-108.5909,785.682467,-108.61607217636686,806.0846477484042,3081,0.14283065226461453,98,0.1361111111111111,2983,0.1430626828449475,2552,0.12239221140472879,2563,0.122919764040094,44,0.002039775624681285,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_016,-6.4e-05,841.6076,-0.1278118384976151,843.047455666382,465,0.016178977766953134,11,0.011470281543274244,454,0.01634151608955439,3252,0.11705420776042041,3743,0.13472752141674466,212,0.007376222121707665,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_017,-105.645641,381.636667,-105.70101772572052,381.963144637211,461,0.04291965366353226,11,0.03064066852367688,450,0.04334424966287806,1162,0.11192448468503179,1229,0.1183779618570603,38,0.003537845638208733,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_018,41.03338000000001,770.075733,40.834923706258216,792.8451677296626,0,0.0,0,0.0,0,0.0,2078,0.12186253811869575,2048,0.1201032136992728,67,0.0037979706365852276,local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_019,0.0,701.068267,-0.0434940739590179,703.5577549255304,118,0.0032804203386060994,0,0.0,118,0.0033936326248885564,4350,0.12510425354462051,4783,0.13755715970205057,134,0.0037252230963831976,negative load introduced in reconstructed 1s interior; clipped version required; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_020,-109.806399,733.8372,-111.55447414622486,758.1825512634994,4209,0.1170109254677379,137,0.11416666666666667,4072,0.11710908515717121,4690,0.13488251704006213,5586,0.16065111731040235,98,0.002724416891384727,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_021,-108.08,650.2504,-108.19531935944264,673.6897792132111,1403,0.09762716582005428,45,0.09375,1358,0.09776114030667339,2256,0.1624073140882586,2211,0.159167806493413,41,0.0028529677823394338,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_022,-107.3331,727.0949,-107.33689694403688,727.8522518081494,1601,0.04461971516958836,50,0.04177109440267335,1551,0.044718025602583325,4656,0.13424057202168146,4349,0.12538922846269174,9,0.0002508291296229202,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_023,-108.64,826.136333,-108.64084550075086,835.4006480536092,3094,0.12291923245004172,100,0.11904761904761904,2994,0.12305289548312852,2715,0.11158604249722576,3101,0.12745057745263244,43,0.001708315124548091,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_024,-109.3763,859.8098,-109.472990429115,869.3638270401565,3468,0.09649147213488773,108,0.09007506255212677,3360,0.0967129123251396,5727,0.1648437050256174,5862,0.1687294916815382,64,0.0017806961408975822,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_025,-108.1982,679.946267,-108.20728755829538,680.3316491673226,3116,0.09625899725062556,93,0.08611111111111111,3023,0.09660924866575053,4516,0.14432264868492536,5025,0.16058930682943978,9,0.0002780266287726669,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_026,-110.386,613.169067,-110.47504248318272,625.3766207887704,12335,0.3810509406567607,407,0.3768518518518518,11928,0.3811958710172254,4104,0.13115592342846186,4577,0.14627209101658623,40,0.0012356739056562972,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_027,-107.5221,395.6248,-107.5244561738333,405.090622371176,2325,0.32422256310138053,74,0.30833333333333335,2251,0.3247727600634829,893,0.12884143702207473,860,0.12408021930457365,21,0.002928461860270534,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_028,-107.514667,475.434,-107.75079272352662,475.9775852556114,2488,0.23163578810166652,80,0.22284122562674094,2408,0.2319398959738008,1616,0.15565401656713543,1541,0.14842997495665575,30,0.002793036030164789,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_029,1e-06,497.218667,-0.0923393924005047,500.05014723657047,138,0.012812180856002229,0,0.0,138,0.013255210834694074,1751,0.16818749399673422,1737,0.16684276246277976,155,0.014390492990437286,negative load introduced in reconstructed 1s interior; clipped version required; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_030,-121.169433,603.947433,-121.69303937554577,608.7516510000058,2321,0.09231931904061096,75,0.08939213349225268,2246,0.09242037692370998,2892,0.11900255123035142,2998,0.1233643321537322,24,0.0009546159659520305,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_031,-108.65,664.7186,-109.92734930910092,688.1186703039766,6485,0.2003336319545272,212,0.1962962962962963,6273,0.20047297945096035,3927,0.12549934485954428,4172,0.13332907225719856,104,0.003212752154706373,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_032,-46.433733,646.6682,-75.07256357244395,662.7557441617236,1720,0.047816296461038056,16,0.013333333333333334,1704,0.049006355871272035,5725,0.164648701504127,6593,0.1896120330160191,93,0.0025854160295793833,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_033,-109.238,558.5223,-114.53510863216177,576.3915868131405,6434,0.17886630897111563,197,0.16416666666666666,6237,0.1793736159443214,5065,0.14566736648356388,5425,0.1560208219493256,51,0.0014178087904145006,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_034,-98.241167,672.092833,-100.31104763639718,696.7910821128764,612,0.02841093728239172,16,0.022253129346314324,596,0.028623571222745173,2611,0.12539621554125444,2891,0.13884353088079915,55,0.0025532705074044846,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_035,-80.8234,669.986,-91.01241566587612,683.4979366984147,6205,0.19168391461493312,203,0.18796296296296297,6002,0.1918123422070244,3263,0.10427918570835064,3653,0.11674283340257582,47,0.0014519168391461494,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_036,-64.339667,448.092667,-64.82018328599602,452.6137139157975,3974,0.10042708043769427,122,0.09242424242424242,3852,0.10070324958824606,5478,0.1432119421714465,5989,0.15657107003738463,40,0.0010108412726491623,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_037,-31.6157,503.5642,-31.889239249827003,504.2280831913769,687,0.06378237860922849,18,0.05,669,0.06425895687253866,1169,0.11228508308519834,1175,0.11286139659975027,7,0.0006498932318262,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_038,-138.301667,539.792267,-139.7442366429499,572.2793054652853,7243,0.16789133307062887,237,0.1646977067407922,7006,0.1680015346985756,5617,0.13469377967483573,6423,0.15402138986139755,140,0.0032451728054518902,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_039,1e-06,392.301348,-0.0979433073839524,396.7602840297732,118,0.008228157032285056,0,0.0,118,0.008512480161592844,1708,0.1232145433559371,1687,0.12169961044582311,197,0.01373683843525556,negative load introduced in reconstructed 1s interior; clipped version required; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_040,-1.0000000000000002e-06,549.523067,-0.0815288886163631,551.2549923509608,1185,0.029946172702231433,6,0.004545454545454545,1179,0.03082272358892578,5555,0.14522496143891664,5763,0.15066272777182296,332,0.008389982562988047,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_041,-1e-06,848.252533,-9.761930184173057,864.8603855368234,1931,0.04924638494300069,31,0.023700305810397553,1900,0.050127958209112734,4580,0.12083476241986123,4697,0.12392158932010659,562,0.01433271275917472,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_042,-106.960001,340.30176,-107.09733718147986,341.58009813559534,8937,0.10347223026247236,232,0.08055555555555556,8705,0.10426273490555868,19275,0.23086320681271036,20313,0.24329568456480338,32,0.0003704947262391312,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_043,1e-06,697.115133,-0.219982110034283,721.8329068818662,180,0.016758216180988734,0,0.0,180,0.017337699865151223,1425,0.13725679059911386,1515,0.14592564053168947,353,0.03286472395493902,negative load introduced in reconstructed 1s interior; clipped version required; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_044,-1e-06,752.612167,-0.1488302196217724,762.5495252481907,592,0.05496239903444434,3,0.008333333333333333,589,0.056574776678513114,1568,0.15060993180290078,1540,0.14792046873499184,150,0.013926283539132858,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_045,0.0,761.2522,-40.26425011006593,761.6133981472731,163,0.007556441518705669,0,0.0,163,0.007817370869502661,2606,0.1249820152510671,2395,0.1148625965181526,172,0.007973668351026841,negative load introduced in reconstructed 1s interior; clipped version required; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_046,-109.4688,653.711133,-109.4908494720077,656.5738450675636,59031,0.4823937043907462,1949,0.4776960784313726,57082,0.4825557312052481,14799,0.12510672832252664,15145,0.12803171838939564,43,0.0003513904438143024,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_047,-1.606156,683.936533,-1.6176250920384925,695.7093425530293,190,0.007557376397120241,2,0.0023837902264600714,188,0.007735988807505555,3182,0.1309357254546951,3204,0.13184100074067978,22,0.000875064635456028,negative load present in original 30s nodes and reconstructed 1s interior; clipped version required for nonnegative-only diagnostics; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_048,0.0,821.2573,-0.1570367951188746,824.4753557528848,472,0.016405408223558446,0,0.0,472,0.016971701844593866,3710,0.13340045305814247,4539,0.1632088022724821,484,0.01682249487330993,negative load introduced in reconstructed 1s interior; clipped version required; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_049,0.0,605.591933,-0.832579405125803,630.5131047991392,192,0.010701744607324006,0,0.0,192,0.01107138738323146,2099,0.12103563602813977,2379,0.13718140929535233,217,0.012095200936402654,negative load introduced in reconstructed 1s interior; clipped version required; local endpoint overshoot present; global original-range overshoot present
cubic_spline_1s_not_a_knot,voyage_050,3e-06,768.7192,-0.3531347268583944,773.0562184629853,182,0.007230543085296572,0,0.0,182,0.007480169331305742,3372,0.13858863178660968,3898,0.16020714315071308,406,0.016129673036430814,negative load introduced in reconstructed 1s interior; clipped version required; local endpoint overshoot present; global original-range overshoot present
