candidate,loss,beta_under,under_weight,asym_under_weight,asym_high_load_threshold_kw,asym_ramp_threshold_kw,huber_delta_kw,huber_delta_norm,peak_underprediction_lambda,ramp_underprediction_lambda,high_load_threshold_kw,high_p80_kw,high_p90_kw,ramp_p80_kw,peak_quantile,ramp_under_threshold_kw,h1_h6_average_MAPE,h1_h6_average_MAE,h1_h6_average_RMSE,h1_h6_average_WAPE,h1_h6_average_Bias,full24_MAE,full24_RMSE,full24_WAPE,full24_Bias,early_0_3h_MAE,early_0_3h_RMSE,early_0_3h_WAPE,early_0_3h_Bias,early_0_3h_underestimation_ratio,peak_underestimation_percent,low_load_bias,low_load_overprediction_percent,epochs_ran,best_epoch,early_stop_triggered,selection_metric,nonnegative_projection_applied,projection_min_load_kw,pred_raw_min_kw,pred_min_kw,projection_changed_points_h1_h6,projection_changed_points_h1,projection_max_adjustment_kw,checkpoint,low_load_overprediction_obvious,peak_under_ratio_unchanged,recommendation_flag,recommendation_reason
candidate_asym_weighted_huber_delta10,asym_weighted_huber,0.0,1.0,3.0,66.5,3.3999999999999986,10.0,0.39246278846735183,0.0,0.0,75.0,66.1,75.0,3.3999999999999986,0.9,8.0,8.643939533828068,4.29332758326968,5.807713738731039,6.723795025709083,1.7479043330201889,2.9729268444858863,3.8750385138369303,4.655910908509773,1.0843958281748907,2.7546454838344028,3.522005691576989,4.263599087741071,0.4886233660639549,0.4489795918367347,67.58620689655173,-1.095229148864746,67.5,13,8,True,validation_MAE,True,0.0,-3.9461746215820312,0.0,70,23,3.9461746215820312,C:\Users\20883\OneDrive\Desktop\microgrid-mpc-master\outputs\lstm_721\candidate_asym_weighted_huber_delta10\checkpoints\candidate_asym_weighted_huber_delta10\best_lstm_load_predictor.pt,False,False,recommended,Single retained control-forecast version selected by explicit delta10 decision.
