timestamp,time_s,load_total_kw
2024-04-15 11:07:38,0.0,-107.46965
2024-04-15 11:07:39,1.0,-107.52616886561113
2024-04-15 11:07:40,2.0,-107.5803240471111
2024-04-15 11:07:41,3.0,-107.6321469715
2024-04-15 11:07:42,4.0,-107.68166906577778
2024-04-15 11:07:43,5.0,-107.72892175694444
2024-04-15 11:07:44,6.0,-107.773936472
2024-04-15 11:07:45,7.0,-107.81674463794445
2024-04-15 11:07:46,8.0,-107.85737768177778
2024-04-15 11:07:47,9.0,-107.8958670305
2024-04-15 11:07:48,10.0,-107.93224411111113
2024-04-15 11:07:49,11.0,-107.96654035061111
2024-04-15 11:07:50,12.0,-107.99878717600001
2024-04-15 11:07:51,13.0,-108.02901601427779
2024-04-15 11:07:52,14.0,-108.05725829244444
2024-04-15 11:07:53,15.0,-108.0835454375
2024-04-15 11:07:54,16.0,-108.10790887644447
2024-04-15 11:07:55,17.0,-108.13038003627778
2024-04-15 11:07:56,18.0,-108.15099034400001
2024-04-15 11:07:57,19.0,-108.16977122661112
2024-04-15 11:07:58,20.0,-108.18675411111113
2024-04-15 11:07:59,21.0,-108.20197042450002
2024-04-15 11:08:00,22.0,-108.21545159377779
2024-04-15 11:08:01,23.0,-108.22722904594445
2024-04-15 11:08:02,24.0,-108.23733420800002
2024-04-15 11:08:03,25.0,-108.24579850694447
2024-04-15 11:08:04,26.0,-108.25265336977779
2024-04-15 11:08:05,27.0,-108.25793022350001
2024-04-15 11:08:06,28.0,-108.26166049511113
2024-04-15 11:08:07,29.0,-108.26387561161111
2024-04-15 11:08:08,30.0,-108.26460700000001
2024-04-15 11:08:09,31.0,-108.261618571474
2024-04-15 11:08:10,32.0,-108.2529003028574
2024-04-15 11:08:11,33.0,-108.23882271959238
2024-04-15 11:08:12,34.0,-108.2197563471211
2024-04-15 11:08:13,35.0,-108.19607171088572
2024-04-15 11:08:14,36.0,-108.16813933632841
2024-04-15 11:08:15,37.0,-108.13632974889134
2024-04-15 11:08:16,38.0,-108.10101347401667
2024-04-15 11:08:17,39.0,-108.06256103714655
2024-04-15 11:08:18,40.0,-108.02134296372316
2024-04-15 11:08:19,41.0,-107.97772977918866
2024-04-15 11:08:20,42.0,-107.93209200898522
2024-04-15 11:08:21,43.0,-107.884800178555
2024-04-15 11:08:22,44.0,-107.83622481334014
2024-04-15 11:08:23,45.0,-107.78673643878282
2024-04-15 11:08:24,46.0,-107.73670558032524
2024-04-15 11:08:25,47.0,-107.68650276340951
2024-04-15 11:08:26,48.0,-107.63649851347782
2024-04-15 11:08:27,49.0,-107.58706335597233
2024-04-15 11:08:28,50.0,-107.5385678163352
2024-04-15 11:08:29,51.0,-107.49138242000859
2024-04-15 11:08:30,52.0,-107.44587769243469
2024-04-15 11:08:31,53.0,-107.40242415905564
2024-04-15 11:08:32,54.0,-107.3613923453136
2024-04-15 11:08:33,55.0,-107.32315277665076
2024-04-15 11:08:34,56.0,-107.28807597850926
2024-04-15 11:08:35,57.0,-107.25653247633127
2024-04-15 11:08:36,58.0,-107.22889279555895
2024-04-15 11:08:37,59.0,-107.20552746163446
2024-04-15 11:08:38,60.0,-107.18680699999999
2024-04-15 11:08:39,61.0,-107.17101290369422
2024-04-15 11:08:40,62.0,-107.1561398414193
2024-04-15 11:08:41,63.0,-107.14212810211262
2024-04-15 11:08:42,64.0,-107.12891797471156
2024-04-15 11:08:43,65.0,-107.1164497481535
2024-04-15 11:08:44,66.0,-107.1046637113758
2024-04-15 11:08:45,67.0,-107.09350015331586
2024-04-15 11:08:46,68.0,-107.08289936291105
2024-04-15 11:08:47,69.0,-107.07280162909872
2024-04-15 11:08:48,70.0,-107.06314724081628
2024-04-15 11:08:49,71.0,-107.05387648700106
2024-04-15 11:08:50,72.0,-107.04492965659048
2024-04-15 11:08:51,73.0,-107.03624703852192
2024-04-15 11:08:52,74.0,-107.02776892173273
2024-04-15 11:08:53,75.0,-107.01943559516029
2024-04-15 11:08:54,76.0,-107.01118734774198
2024-04-15 11:08:55,77.0,-107.00296446841519
2024-04-15 11:08:56,78.0,-106.99470724611727
2024-04-15 11:08:57,79.0,-106.9863559697856
2024-04-15 11:08:58,80.0,-106.97785092835758
2024-04-15 11:08:59,81.0,-106.96913241077057
2024-04-15 11:09:00,82.0,-106.96014070596195
2024-04-15 11:09:01,83.0,-106.95081610286908
2024-04-15 11:09:02,84.0,-106.94109889042936
2024-04-15 11:09:03,85.0,-106.93092935758015
2024-04-15 11:09:04,86.0,-106.92024779325884
2024-04-15 11:09:05,87.0,-106.90899448640279
2024-04-15 11:09:06,88.0,-106.89710972594938
2024-04-15 11:09:07,89.0,-106.88453380083598
2024-04-15 11:09:08,90.0,-106.871207
2024-04-15 11:09:09,91.0,-106.85645559065298
2024-04-15 11:09:10,92.0,-106.83976000823027
2024-04-15 11:09:11,93.0,-106.82129179400485
2024-04-15 11:09:12,94.0,-106.80122248924971
2024-04-15 11:09:13,95.0,-106.77972363523784
