timestamp,fc_total_kw,battery_total_kw,load_total_kw,speed_aligned_kn,speed_source,soc_mean_pct,propulsion_inverter_kw,aligned,is_shore,is_external_charging,is_abnormal,is_physical_inconsistency,parent_voyage
2024-05-13 08:00:20,0.0,-0.028815999999999974,-0.028815999999999974,0.0,linear,97.23333333333333,0.0,True,False,True,False,False,5月13日08_00_5月13日11_00
2024-05-13 08:00:50,0.0,-0.029377999999999974,-0.029377999999999974,0.0,linear,97.23333333333333,0.0,True,False,True,False,False,5月13日08_00_5月13日11_00
2024-05-13 08:01:20,0.0,-0.027128999999999973,-0.027128999999999973,0.0,linear,97.23333333333333,0.0,True,False,True,False,False,5月13日08_00_5月13日11_00
2024-05-13 08:01:50,0.0,-0.027691999999999974,-0.027691999999999974,0.0,linear,97.23333333333333,0.0,True,False,True,False,False,5月13日08_00_5月13日11_00
2024-05-13 08:02:20,0.0,-0.027691999999999974,-0.027691999999999974,0.0,linear,97.23333333333333,0.0,True,False,True,False,False,5月13日08_00_5月13日11_00
2024-05-13 08:02:50,0.0,-0.027691999999999974,-0.027691999999999974,0.0,linear,97.23333333333333,0.0,True,False,True,False,False,5月13日08_00_5月13日11_00
2024-05-13 08:03:20,0.0,-0.027691999999999974,-0.027691999999999974,0.0,linear,97.23333333333333,0.0,True,False,True,False,False,5月13日08_00_5月13日11_00
2024-05-13 08:03:50,0.0,-0.027691999999999974,-0.027691999999999974,0.0,linear,97.23333333333333,0.0,True,False,True,False,False,5月13日08_00_5月13日11_00
2024-05-13 08:04:20,0.0,-0.027691999999999974,-0.027691999999999974,0.0,linear,97.23333333333333,0.0,True,False,True,False,False,5月13日08_00_5月13日11_00
2024-05-13 08:04:50,0.0,-0.02656799999999996,-0.02656799999999996,0.0,linear,97.23333333333333,0.0,True,False,True,False,False,5月13日08_00_5月13日11_00
2024-05-13 08:05:20,0.0,-0.027129999999999967,-0.027129999999999967,0.0,linear,97.23333333333333,0.0,True,False,True,False,False,5月13日08_00_5月13日11_00
2024-05-13 08:05:50,0.0,-0.026005999999999953,-0.026005999999999953,0.0,linear,97.23333333333333,0.0,True,False,True,False,False,5月13日08_00_5月13日11_00
2024-05-13 08:06:20,0.0,-0.026005999999999953,-0.026005999999999953,0.0,linear,97.23333333333333,0.0,True,False,True,False,False,5月13日08_00_5月13日11_00
2024-05-13 08:06:50,0.0,-0.027692999999999968,-0.027692999999999968,0.0,linear,97.23333333333333,0.0,True,False,True,False,False,5月13日08_00_5月13日11_00
