action_id,action_name,battery_charge_energy_kwh,battery_discharge_energy_kwh,battery_throughput_kwh,completed,episode_reward,expected_steps,fc_max_step_kw,fc_variation_rms_kw,final_soc,first_failure_decision_index,first_failure_solve_ms,mean_reward_per_step,mean_solve_ms,minimum_soc,p99_solve_ms,q_batt,q_fc_var,q_h2,q_soc,solved_inaccurate_steps,solver_status,solver_status_class,split,successful_steps,total_h2_kg,voyage_id,weighted_batt,weighted_fc_var,weighted_h2,weighted_soc
0,candidate_C,352.705477807689,349.3297348226423,702.0352126303314,True,-984483.255246842,14369,0.8307854502991177,0.26654030493245595,0.5554098445273166,,,-68.51438897952829,0.05088909504844016,0.21601829050082996,0.08510006591677666,0.4,20.0,0.25,12.0,0,solved,solved,train,14369,53.353885955138345,voyage_003,825.7235996366628,8.861349097668825,1508.9702427763743,982139.7000553429
1,hydrogen_economy,300.5241545715567,332.034557768758,632.5587123403147,True,-1090038.033773704,14369,0.9931573406707344,0.3003828467704373,0.49950255897884327,,,-75.86039625399847,0.049340399069667105,0.20996491626727948,0.09825604967772937,0.25,8.0,0.4,8.0,0,solved,solved,train,14369,51.38625821775138,voyage_003,680.530220875991,11.2544512259955,1453.3212183159233,1087892.9278832802
2,soc_regulation,268.39527079528574,259.0270796655646,527.4223504608505,True,-406619.743529837,14369,1.116582781545901,0.3559090613219194,0.5650131268104508,,,-28.298402361322083,0.057148298190833925,0.2982942505249193,0.09799981489777565,0.45,15.0,0.25,36.0,0,solved,solved,train,14369,53.70126590706934,voyage_003,532.7794818039183,15.799820607198408,1518.794944408039,404552.3692830181
3,fast_fc_response,142.97670109977514,152.0531082271551,295.0298093269302,True,-297974.424935696,14369,5.856683799699454,0.6630910451708687,0.5354544757574051,,,-20.737311221079825,0.04871352940302103,0.32590502238299845,0.08609599433839313,0.8,1.0,0.15,12.0,0,solved,solved,train,14369,51.99746259240049,voyage_003,266.4643402255609,54.84289748711534,1470.6074796085607,296182.5102183755
4,fc_smoothing,5.423129746910895e-26,218.06346695569434,218.06346695569434,False,-482069.35952231794,14369,0.710933687160491,0.2400272883457002,0.2005393157761304,4929,0.07090019062161446,-97.80266981584865,0.05792821926603479,0.2005393157761304,0.10417189449071887,0.1,40.0,0.25,12.0,0,primal infeasible,primal_infeasible,train,4929,8.359554388552654,voyage_003,314.25636574909055,2.4650604662609226,236.42736774231358,481516.2107283605
0,candidate_C,242.1610149991121,244.02760153442048,486.1886165335326,True,-210727.58419607382,10770,0.62804221393381,0.24685178464167992,0.5470086754241855,,,-19.56616380650639,0.05031664749415472,0.4015630702570461,0.10216196300461879,0.4,20.0,0.25,12.0,0,solved,solved,train,10770,47.71124052757667,voyage_004,502.7445338071154,5.696862886849193,1349.383290705277,208869.7595086749
1,hydrogen_economy,223.55062234724943,251.8798759492768,475.43049829652625,True,-372065.2748346335,10770,0.7216311751610505,0.3237516253022251,0.5046005551249576,,,-34.54645077387498,0.050469369263480744,0.3785511645580051,0.10276196757331481,0.25,8.0,0.4,8.0,0,solved,solved,train,10770,46.291799559505606,voyage_004,473.01956900401933,9.79912141771198,1309.2382451504516,370273.21789906156
2,soc_regulation,250.48321098376957,233.99735728000084,484.48056826377035,True,-59963.94228458188,10770,1.408422010612128,0.5262563868853838,0.5764196373457814,,,-5.567682663378076,0.05714141146756342,0.4713428281379257,0.11123095173388714,0.45,15.0,0.25,36.0,0,solved,solved,train,10770,49.106976305224386,voyage_004,512.3703137350627,25.891546021046743,1388.857899115678,58036.82252571002
3,fast_fc_response,57.410862645133705,66.77387620939267,124.18473885452637,True,-46057.69462177828,10770,6.069924149625535,1.061564083557994,0.5349951705700992,,,-4.276480466274678,0.049043797668218335,0.4769662494607067,0.08779997006058693,0.8,1.0,0.15,12.0,0,solved,solved,train,10770,47.389111375455165,voyage_004,46.85024795986137,105.35512264495236,1340.2727395594522,44565.216511614366
4,fc_smoothing,231.49252513752714,223.0357344902511,454.52825962777825,True,-557356.8824777574,10770,0.5125092076634701,0.15839410640253906,0.5635525491142283,,,-51.7508711678512,0.054276184033612854,0.3040418996420312,0.09283097228035325,0.1,40.0,0.25,12.0,0,solved,solved,train,10770,48.45149930236474,voyage_004,534.6304661946143,2.3455314496245125,1370.319506373763,555449.586973738
0,candidate_C,316.33372627046236,301.1926081754926,617.5263344459548,True,-1253972.1491224018,25169,0.6545344220538709,0.1825207771263893,0.5742646123316814,,,-49.82208864565147,0.05001196190534263,0.2815758819611516,0.09930001571774483,0.4,20.0,0.25,12.0,0,solved,solved,train,25169,99.00765248612223,voyage_005,558.0476416962316,7.278436545403848,2800.1634507808753,1250606.6595934355
1,hydrogen_economy,251.5394526283848,273.9807983616928,525.5202509900776,True,-1476609.7660108178,25169,0.7441266355034486,0.19250231070382692,0.5140363049145698,,,-58.66779633719329,0.05090595222454545,0.27620765919575874,0.10353193618357179,0.25,8.0,0.4,8.0,0,solved,solved,train,25169,96.66020001144635,voyage_005,446.71642050462066,8.096277319918956,2733.772111758345,1473421.1812012459
