action_id,action_name,current_load_kw,current_soc,decision_index,delta_p_fc_kw,dual_residual,future_load_kw,h2_kg,load_delta_regime,load_regime,p_batt_first_kw,p_batt_horizon_kw,p_fc_first_kw,p_fc_horizon_kw,previous_batt_kw,previous_fc_kw,previous_fc_regime,previous_load_kw,primal_residual,q_batt,q_fc_var,q_h2,q_soc,reward,soc_horizon,soc_next,soc_predicted,soc_regime,solution_validation_error,solve_ms,solver_iterations,solver_status,solver_status_class,source_split,source_voyage_id,state_id,weighted_batt,weighted_fc_var,weighted_h2,weighted_soc
4,fc_smoothing,0.0,0.75,1,-0.6576394721365659,3.067758350281024e-12,"[0.0,0.0,0.0,0.0,0.0,0.0]",0.008827557471688577,near_steady,low,-559.3423605278634,"[-559.3423605278065,-558.8560616874589,-558.5164469925602,-558.2988324918217,-558.1785062568599,-558.1307278627747]",559.3423605278634,"[559.3423605278634,558.8560616875063,558.5164469925982,558.2988324918501,558.1785062568789,558.1307278627844]",-560.0,560.0,high,0.0,1.837463514675619e-11,0.1,40.0,0.25,12.0,-193.0531860726203,"[0.7499999999990813,0.7502489949948363,0.7504977735123184,0.7507464008480467,0.7509949313112244,0.7512434082103744,0.7514918638406538]",0.7502489949966737,0.7502489949948363,high,,0.09050010703504086,125,solved,solved,train,voyage_002,probe_018,0.3214002673825632,0.00375425065375053,0.24966356813028898,192.4783679864537
0,candidate_C,0.4274049447816885,0.25,4532,1.4182670479202755,1.4279302959575393e-13,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",1.912453258226491e-05,rapidly_rising,low,-0.48986482348870686,"[-0.4898648234896265,-0.980030601555869,-1.1169824707481237,-0.9745639470912827,-0.6265816963239669,-0.14681527467439334]",1.4182670479202755,"[1.4182670479202755,2.4154934399529493,3.065596664130479,3.442447643180231,3.6198804495432366,3.6717020461501217]",0.4274049447816885,0.0,low,0.0,3.659295089164516e-13,0.4,20.0,0.25,12.0,-432.01737387676354,"[0.25000000000001826,0.25000021806664235,0.2500006543338265,0.250001151566052,0.2500015853997181,0.2500018643267555,0.250001929682558]",0.2500002180666059,0.25000021806664235,low,,0.08549983613193035,50,solved,solved,validation,voyage_048,probe_019,2.4651498324665305e-07,0.0174607762084765,0.0005408856366696528,431.99937196840347
1,hydrogen_economy,0.4274049447816885,0.25,4532,2.054173458420006,1.4532472666437055e-13,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",2.7704751808761192e-05,rapidly_rising,low,-1.1257712339884374,"[-1.1257712339893167,-2.022577841651626,-2.3863053630051247,-2.340117058121633,-2.0070782817321837,-1.5101858541170827]",2.054173458420006,"[2.054173458420006,3.4580406800487413,4.334919556387509,4.808000754210604,5.000377034951469,5.035072625592815]",0.4274049447816885,0.0,low,0.0,3.1796787425264483e-13,0.25,8.0,0.4,8.0,-432.0359702810667,"[0.2500000000000159,0.25000050114463385,0.25000140150870187,0.2500024637885112,0.2500035055072872,0.2500043989716222,0.2500050712409661]",0.25000050114460204,0.25000050114463385,low,,0.07129996083676815,50,solved,solved,validation,voyage_048,probe_019,1.3019404085263078e-06,0.03662872046247577,0.0007835539120445178,431.99855670475176
2,soc_regulation,0.4274049447816885,0.25,4532,6.014599546173868,4.005492957955915e-12,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",8.121733387828447e-05,rapidly_rising,low,-5.0861973217423,"[-5.086197321794514,-8.851800659532408,-11.16550493493345,-12.32312253594653,-12.620235161481059,-12.352251072503552]",6.014599546173868,"[6.014599546173868,10.287263497886718,13.114119128281583,14.791006232009819,15.613533914683245,15.877137843970775]",0.4274049447816885,0.0,low,0.0,2.1879387190892885e-11,0.45,15.0,0.25,36.0,-432.3098254827881,"[0.25000000000109396,0.2500022641569786,0.2500062045953143,0.2500111749945972,0.25001666071510414,0.2500222786972839,0.2500277773845507]",0.25000226415479065,0.2500022641569786,low,,0.09440002031624317,125,solved,solved,validation,voyage_048,probe_019,2.6575241612938185e-05,0.31402263629196964,0.002297012444848215,431.99347925880966
3,fast_fc_response,0.4274049447816885,0.25,4532,27.81284004526596,1.292765643575174e-13,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.00037806362487285603,rapidly_rising,low,-26.884437820834393,"[-26.88443782083466,-45.726133249263455,-57.66682484545737,-64.24177829699975,-66.95987002922493,-67.31095835111712]",27.81284004526596,"[27.81284004526596,47.16159608766108,59.61543903884018,66.70966199308904,69.95316878244445,70.83584512259297]",0.4274049447816885,0.0,low,0.0,1.9095836023552692e-13,0.8,1.0,0.15,12.0,-438.6918475512821,"[0.2500000000000095,0.2500119677875105,0.25003232308187023,0.2500579938550388,0.25008659151275664,0.2501163991472071,0.2501463630709745]",0.25001196778749146,0.2500119677875105,low,,0.06310013122856617,50,solved,solved,validation,voyage_048,probe_019,0.0007424936276938598,6.714879091871094,0.010692506264473314,431.96553345951884
4,fc_smoothing,0.4274049447816885,0.25,4532,0.7095220960098859,1.5189725266372374e-12,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",9.565435092096766e-06,rapidly_rising,low,0.2188801284216827,"[0.21888012833626408,0.22697743365880174,0.41479795085124654,0.7454465811456884,1.182031233028809,1.687662010705316]",0.7095220960098859,"[0.7095220960098859,1.2084854046677715,1.5338162424746435,1.7224371149008784,1.8112675201621937,1.8372247607562777]",0.4274049447816885,0.0,low,0.0,2.744116045505507e-11,0.1,40.0,0.25,12.0,-432.00492117645763,"[0.250000000001372,0.2499999025667895,0.2499998015262756,0.24999961687619893,0.2499992850356687,0.2499987588465556,0.2499980075725145]",0.2499999025640454,0.2499999025667895,low,,0.10149995796382427,150,solved,solved,validation,voyage_048,probe_019,4.9215679053554726e-08,0.004369979207693244,0.0002705324392926034,432.000280615595
0,candidate_C,0.4274049447816885,0.25,4532,1.1945687550925754,1.035012334572852e-12,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.004115728563947782,rapidly_rising,low,-280.266166530661,"[-280.2661665306622,-280.57014070589025,-280.55835247247984,-280.3045644546757,-279.8824767300496,-279.3657365684357]",281.1945687550926,"[281.1945687550926,282.00560354428717,282.50696666586214,282.7724481507645,282.8757754832687,282.8906233399115]",-279.5725950552183,280.0,medium,0.0,3.6504133049675147e-13,0.4,20.0,0.25,12.0,-431.8502407757537,"[0.25000000000001826,0.2501247623604935,0.2502496600370902,0.25037455246607576,0.2504993319196259,0.25062392347799956,0.25074828500603036]",0.250124762360457,0.2501247623604935,low,,0.08490006439387798,50,solved,solved,validation,voyage_048,probe_020,0.080692311906016,0.012387105127113069,0.11640224173294442,431.6407591169876
1,hydrogen_economy,0.4274049447816885,0.25,4532,1.6501795110497142,3.5800005803194835e-13,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.004122925597577973,rapidly_rising,low,-280.72177728661813,"[-280.72177728661893,-281.2823666674033,-281.3775224053565,-281.130241621649,-280.6633886796349,-280.0997245445148]",281.6501795110497,"[281.6501795110497,282.71782950580047,283.32613659873897,283.59812531773804,283.65668743285426,283.6246113159905]",-279.5725950552183,280.0,medium,0.0,3.1796787425264483e-13,0.25,8.0,0.4,8.0,-431.86137386691865,"[0.2500000000000159,0.25012496517866717,0.25025017990741905,0.2503754369953846,0.25050058400465375,0.25062552319121,0.2507502114589026]",0.2501249651786354,0.25012496517866717,low,,0.07129996083676815,50,solved,solved,validation,voyage_048,probe_020,0.08095487779725268,0.023637955023335707,0.11660579034781667,431.64017524375026
2,soc_regulation,0.4274049447816885,0.25,4532,5.676181269859512,4.261162721229697e-12,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.0041865964457774105,rapidly_rising,low,-284.74777904542793,"[-284.74777904548,-288.23218193866813,-290.32172607550103,-291.3119350093861,-291.4979903377435,-291.17478894829827]",285.6761812698595,"[285.6761812698595,289.6676447770225,292.27034026884917,293.7798187054494,294.49128909094577,294.6996757197655]",-279.5725950552183,280.0,medium,0.0,2.184741276778368e-11,0.45,15.0,0.25,36.0,-432.11639510437857,"[0.25000000000109235,0.2501267573824578,0.25025506586801544,0.2503843045281336,0.25051398398638686,0.2506437462684136,0.25077336467517636]",0.25012675738027307,0.2501267573824578,low,,0.09569991379976273,125,solved,solved,validation,voyage_048,probe_020,0.08329357502393969,0.2796791129193051,0.11840654794110742,431.6350158684942
3,fast_fc_response,0.4274049447816885,0.25,4532,20.104094952472792,2.0684250297202787e-13,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.00441586902879035,rapidly_rising,low,-299.1756927280412,"[-299.17569272804144,-311.65357966996777,-318.5436534902951,-321.35527891112224,-321.5771606127333,-320.68462389162875]",300.1040949524728,"[300.1040949524728,313.0890425083655,320.49226768367794,323.8231626072116,324.57045936595284,324.20951066310465]",-279.5725950552183,280.0,medium,0.0,1.900701818158268e-13,0.8,1.0,0.15,12.0,-435.3418260629171,"[0.2500000000000095,0.25013318006266494,0.25027191474022487,0.25041371658027584,0.2505567700342072,0.25069992226026355,0.2508426771676228]",0.250133180062646,0.25013318006266494,low,,0.06609992124140263,50,solved,solved,validation,voyage_048,probe_020,0.09194824038389972,3.5084603633510585,0.12489090234299487,431.6165265568392
4,fc_smoothing,0.4274049447816885,0.25,4532,0.6720160886592907,1.6018255735447233e-12,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.004107476190551711,rapidly_rising,low,-279.7436138642277,"[-279.74361386431315,-279.7043522438728,-279.4916930949845,-279.1425003065954,-278.69361956007737,-278.1818791407819]",280.6720160886593,"[280.6720160886593,281.13981508219933,281.4403072883104,281.6103840026419,281.6869183132683,281.7067659122436]",-279.5725950552183,280.0,medium,0.0,2.7400304247748863e-11,0.1,40.0,0.25,12.0,-431.8419095042054,"[0.25000000000136996,0.25012452974537897,0.2502490420104552,0.25037345960888546,0.25049772176180596,0.2506217840924548,0.2507456186184276]",0.250124529742639,0.25012452974537897,low,,0.0934000127017498,125,solved,solved,validation,voyage_048,probe_020,0.08039169286018465,0.003920187703271977,0.11616884568945063,431.64142877795246
0,candidate_C,0.4274049447816885,0.25,4532,0.0,7.705353097035246e-13,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.00883945296644347,rapidly_rising,low,-559.0715977755684,"[-559.0715977755697,-558.5645371616032,-558.051385806618,-557.5321163039114,-557.0067012467812,-556.4532693702389]",560.0,"[560.0,560.0,560.0,560.0,560.0,559.9781561417147]",-559.5725950552184,560.0,high,0.0,3.6504133049675147e-13,0.4,20.0,0.25,12.0,-431.85462802617155,"[0.2500000000000182,0.25024887446485816,0.25049752320825314,0.25074594351888674,0.25099413267322457,0.2512420879355319,0.25148979683393397]",0.25024887446482175,0.25024887446485816,low,,0.08659996092319489,50,solved,solved,validation,voyage_048,probe_021,0.32108918006176757,0.0,0.25,431.28353884610976
1,hydrogen_economy,0.4274049447816885,0.25,4532,1.1368683772161603e-13,1.9493571473868988e-13,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.008839452966443472,rapidly_rising,low,-559.0715977755685,"[-559.0715977755692,-558.5645371616029,-558.0513858066176,-557.532116303911,-556.9325946166033,-556.3027304739016]",560.0000000000001,"[560.0000000000001,560.0000000000001,560.0000000000001,560.0000000000001,559.9258933698229,559.8276172453774]",-559.5725950552184,560.0,high,0.0,3.1796787425264483e-13,0.25,8.0,0.4,8.0,-431.85462802617155,"[0.2500000000000158,0.2502488744648535,0.2504975232082484,0.25074594351888196,0.25099413267321974,0.25124205494646445,0.2514896968314689]",0.25024887446482175,0.2502488744648535,low,,0.0746001023799181,50,solved,solved,validation,voyage_048,probe_021,0.3210891800617676,1.1219355096476613e-28,0.25,431.28353884610976
2,soc_regulation,0.4274049447816885,0.25,4532,0.0,4.261162721229697e-12,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.00883945296644347,rapidly_rising,low,-559.0715977755684,"[-559.0715977756206,-558.5645371616456,-558.0513858066518,-557.5321163039367,-557.0067012467978,-556.4751132285328]",560.0,"[560.0,560.0,560.0,560.0000000000001,560.0,559.9999999999999]",-559.5725950552184,560.0,high,0.0,2.1820767415192677e-11,0.45,15.0,0.25,36.0,-431.85462802617155,"[0.250000000001091,0.25024887446700383,0.25049752321040636,0.250745943521046,0.25099413267538834,0.25124208793769864,0.25148980656004205]",0.25024887446482175,0.25024887446700383,low,,0.09929994121193886,125,solved,solved,validation,voyage_048,probe_021,0.32108918006176757,0.0,0.25,431.28353884610976
3,fast_fc_response,0.4274049447816885,0.25,4532,0.0,1.8098719010052436e-13,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.00883945296644347,rapidly_rising,low,-559.0715977755684,"[-559.0715977755688,-558.5645371616023,-558.0513858066171,-557.4077837957161,-555.3378456817055,-553.3035260122045]",560.0,"[560.0,559.9999999999999,559.9999999999999,559.8756674918054,558.3311444349251,556.8284127836806]",-559.5725950552184,560.0,high,0.0,1.9095836023552692e-13,0.8,1.0,0.15,12.0,-431.85462802617155,"[0.25000000000000944,0.25024887446484073,0.2504975232082356,0.250745943518869,0.2509940773257582,0.2512412896858374,0.2514875964548956]",0.25024887446482175,0.25024887446484073,low,,0.06720004603266716,50,solved,solved,validation,voyage_048,probe_021,0.32108918006176757,0.0,0.25,431.28353884610976
4,fc_smoothing,0.4274049447816885,0.25,4532,-4.547473508864641e-13,2.5291132797735238e-12,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.008839452966443461,rapidly_rising,low,-559.071597775568,"[-559.0715977756536,-558.5645371616731,-558.0513858066739,-557.5321163039532,-557.0067012468088,-556.4751132285385]",559.9999999999995,"[559.9999999999995,559.9999999999997,559.9999999999997,559.9999999999997,559.9999999999997,560.0000000000001]",-559.5725950552184,560.0,high,0.0,2.7361224397282058e-11,0.1,40.0,0.25,12.0,-431.85462802617155,"[0.2500000000013681,0.2502488744675579,0.25049752321096286,0.25074594352160445,0.2509941326759483,0.2512420879382596,0.25148980656060343]",0.25024887446482175,0.2502488744675579,low,,0.09439978748559952,125,solved,solved,validation,voyage_048,probe_021,0.321089180061767,1.795096815436258e-27,0.24999999999999975,431.28353884610976
0,candidate_C,0.4274049447816885,0.55,4532,5.177235255251099e-22,3.094022284386141e-17,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",6.978186431305789e-27,rapidly_rising,low,0.9284022244315686,"[0.9284022244315687,1.4354628383978503,1.9486141933829733,2.4678836960894133,2.993298753219581,3.5248867714758814]",5.177235255251099e-22,"[5.177235255251099e-22,4.323137646316291e-22,3.4717657595936262e-22,2.582256850497476e-22,1.7531501683999579e-22,1.7619451566510356e-22]",0.4274049447816885,0.0,low,0.0,3.4169309092238476e-18,0.4,20.0,0.25,12.0,-8.862680538111557e-07,"[0.55,0.5499995867155341,0.5499989477096409,0.5499980802709864,0.5499969816760363,0.5499956491890556,0.5499940800621096]",0.5499995867155341,0.5499995867155341,reference,,0.10020006448030472,50,solved,solved,validation,voyage_048,probe_022,8.854481943720052e-07,2.3267157021019892e-45,1.973591142403421e-25,8.198594391505308e-10
1,hydrogen_economy,0.4274049447816885,0.55,4532,7.851259256902714e-22,6.504361519475806e-17,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",1.0582395451242685e-26,rapidly_rising,low,0.9284022244315686,"[0.9284022244315685,1.43546283839785,1.9486141933829726,2.467883696089412,2.99329875321958,3.5248867714758805]",7.851259256902714e-22,"[7.851259256902714e-22,6.549747672196586e-22,5.263046593214505e-22,3.9180573081157653e-22,2.4467903507500865e-22,2.7078170967459326e-22]",0.4274049447816885,0.0,low,0.0,2.9748252731178902e-18,0.25,8.0,0.4,8.0,-8.862680538111557e-07,"[0.55,0.5499995867155341,0.5499989477096409,0.5499980802709864,0.5499969816760363,0.5499956491890556,0.5499940800621096]",0.5499995867155341,0.5499995867155341,reference,,0.08579995483160019,75,solved,solved,validation,voyage_048,probe_022,8.854481943720052e-07,5.3508916596441456e-45,2.9929441028239563e-25,8.198594391505308e-10
2,soc_regulation,0.4274049447816885,0.55,4532,4.394161252397767e-20,5.5398280414859965e-17,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",5.922712590151471e-25,rapidly_rising,low,0.9284022244315686,"[0.9284022244315683,1.43546283839785,1.9486141933829728,2.4678836960894133,2.99329875321958,3.524886771475881]",4.394161252397767e-20,"[4.394161252397767e-20,3.6648517292026734e-20,2.935547917500981e-20,2.203181520830767e-20,1.4694451798041325e-20,1.4681778865168538e-20]",0.4274049447816885,0.0,low,0.0,2.0335905810860144e-16,0.45,15.0,0.25,36.0,-8.862680538111557e-07,"[0.55,0.5499995867155341,0.5499989477096409,0.5499980802709864,0.5499969816760363,0.5499956491890556,0.5499940800621097]",0.5499995867155341,0.5499995867155341,reference,,0.06640003994107246,50,solved,solved,validation,voyage_048,probe_022,8.854481943720052e-07,1.6760983604230826e-41,1.6750789366252093e-23,8.198594391505308e-10
3,fast_fc_response,0.4274049447816885,0.55,4532,6.3385253459136044e-21,2.1260867241616555e-17,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",8.543442471245572e-26,rapidly_rising,low,0.9284022244315686,"[0.9284022244315686,1.43546283839785,1.948614193382973,2.4678836960894124,2.99329875321958,3.5248867714758814]",6.3385253459136044e-21,"[6.3385253459136044e-21,5.272064895108717e-21,4.252945506533251e-21,3.1939519760386696e-21,2.1426565224515565e-21,2.143964646406713e-21]",0.4274049447816885,0.0,low,0.0,1.7804632551285393e-18,0.8,1.0,0.15,12.0,-8.862680538111557e-07,"[0.55,0.5499995867155341,0.5499989477096409,0.5499980802709864,0.5499969816760363,0.5499956491890556,0.5499940800621096]",0.5499995867155341,0.5499995867155341,reference,,0.06429990753531456,50,solved,solved,validation,voyage_048,probe_022,8.854481943720052e-07,3.4875784340962837e-43,2.4162814440210218e-24,8.198594391505308e-10
4,fc_smoothing,0.4274049447816885,0.55,4532,7.23558770690564e-21,3.590499819028611e-17,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",9.752556619411927e-26,rapidly_rising,low,0.9284022244315686,"[0.928402224431568,1.4354628383978494,1.9486141933829726,2.4678836960894124,2.99329875321958,3.5248867714758805]",7.23558770690564e-21,"[7.23558770690564e-21,6.03343433242698e-21,4.833168302131714e-21,3.628452100801251e-21,2.4195391661019424e-21,2.4145727487263617e-21]",0.4274049447816885,0.0,low,0.0,2.5499763322397674e-16,0.1,40.0,0.25,12.0,-8.862680538111557e-07,"[0.55,0.5499995867155341,0.5499989477096409,0.5499980802709864,0.5499969816760363,0.5499956491890556,0.5499940800621097]",0.5499995867155341,0.5499995867155341,reference,,0.0654999166727066,50,solved,solved,validation,voyage_048,probe_022,8.854481943720052e-07,4.544594571555905e-43,2.758246651810582e-24,8.198594391505308e-10
0,candidate_C,0.4274049447816885,0.55,4532,-0.35358805026697837,1.2871132703046347e-12,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.004091285953604659,rapidly_rising,low,-278.71800972530144,"[-278.71800972530156,-277.9166934754372,-277.1684895793905,-276.47321793747085,-275.8306751351563,-275.2406344928438]",279.646411949733,"[279.646411949733,279.35215631383494,279.11710377277325,278.94110163356015,278.8239738883757,278.76552126431966]",-279.5725950552183,280.0,medium,0.0,5.506034584136418e-16,0.4,20.0,0.25,12.0,-0.19667342752818082,"[0.55,0.55012407318809,0.5502477896648864,0.5503711730737091,0.5504942469777054,0.5506170348494714,0.5507395600606951]",0.55012407318809,0.55012407318809,reference,,0.076299998909235,25,solved,solved,validation,voyage_048,probe_023,0.07980330471855812,0.0010852821987118338,0.1157109486620974,7.389194881344167e-05
1,hydrogen_economy,0.4274049447816885,0.55,4532,-0.9265731842426135,4.1075042995489713e-13,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.0040822445543957815,rapidly_rising,low,-278.1450245913258,"[-278.14502459132575,-276.8666898694912,-275.73723491372664,-274.7562890310088,-273.9234669305807,-273.23836881264816]",279.0734268157574,"[279.0734268157574,278.3021527078891,277.6858491071097,277.2241727270983,276.91676568380035,276.763255584124]",-279.5725950552183,280.0,medium,0.0,4.780352836640525e-16,0.25,8.0,0.4,8.0,-0.20245693588759625,"[0.55,0.5501238181199214,0.5502470671805826,0.5503698134568085,0.550492123058407,0.5506140619236717,0.5507356958129224]",0.5501238181199214,0.5501238181199214,reference,,0.0621001236140728,25,solved,solved,validation,voyage_048,probe_023,0.07947552463932986,0.007452585640256042,0.11545523715927021,7.358844874011557e-05
2,soc_regulation,0.4274049447816885,0.55,4532,-0.5111144842378508,4.383665929227869e-13,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.004088800001146632,rapidly_rising,low,-278.56048329133057,"[-278.56048329133046,-277.628584297283,-276.7765755449494,-276.0040285392139,-275.31040910817336,-274.6950776378621]",279.48888551576215,"[279.48888551576215,279.0640471356808,278.7251897383324,278.4719122353034,278.30370786139304,278.2199644093379]",-279.5725950552183,280.0,medium,0.0,3.199140152184567e-14,0.45,15.0,0.25,36.0,-0.19769526319388753,"[0.5499999999999985,0.5501240030641401,0.5502475912872069,0.5503708002328732,0.5504936652740676,0.5506162215459285,0.5507385038988656]",0.5501240030641432,0.5501240030641401,reference,,0.06780005060136318,50,solved,solved,validation,voyage_048,probe_023,0.07971312340924933,0.0022676911110913562,0.11564064022594576,7.38084476011019e-05
3,fast_fc_response,0.4274049447816885,0.55,4532,-9.12231818867349,3.283228679821471e-14,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.003953216031223545,rapidly_rising,low,-269.94927958689493,"[-269.949279586895,-261.91679500128953,-255.43528704128116,-250.471920049202,-247.00073045388436,-245.002510567684]",270.8776818113265,"[270.8776818113265,263.3522578396874,257.38390123466417,252.93980374529147,249.99402920710395,248.52739733915988]",-279.5725950552183,280.0,medium,0.0,2.682543781532423e-16,0.8,1.0,0.15,12.0,-0.9091033430722941,"[0.55,0.5501201697291609,0.5502367637440296,0.5503504724722353,0.550461971724394,0.5505719257532642,0.5506809902611736]",0.5501201697291609,0.5501201697291609,reference,,0.05679996684193611,25,solved,solved,validation,voyage_048,probe_023,0.0748609195733518,0.7223670931892636,0.11180601464340706,6.931566627163733e-05
4,fc_smoothing,0.4274049447816885,0.55,4532,-0.10314992363174724,9.10905786302947e-13,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.004095238582630314,rapidly_rising,low,-278.9684478519367,"[-278.9684478519367,-278.37554037141376,-277.7938205759425,-277.2232214574465,-276.6636610680941,-276.1150425499828]",279.89685007636825,"[279.89685007636825,279.8110032098116,279.7424347693254,279.69110515353583,279.65695982131365,279.63992932145874]",-279.5725950552183,280.0,medium,0.0,4.021675080122595e-14,0.1,40.0,0.25,12.0,-0.1959359045852884,"[0.549999999999998,0.5501241846722947,0.550248105407859,0.5503717671869615,0.5504951749600462,0.5506183336410772,0.5507412481009017]",0.5501241846722988,0.5501241846722947,reference,,0.07040007039904594,50,solved,solved,validation,voyage_048,probe_023,0.07994678141120021,9.23603016079452e-05,0.11582273807487722,7.40247976030089e-05
0,candidate_C,0.4274049447816885,0.55,4532,-0.5772863430948973,2.0791829751074868e-12,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.008829010721743465,rapidly_rising,low,-558.4943114324735,"[-558.4943114324739,-557.506803579771,-556.6098595811213,-555.8032184450544,-555.0865701688808,-554.4595557866039]",559.4227136569051,"[559.4227136569051,558.9422664181686,558.5584737745041,558.2711021411435,558.0798689221001,557.98444255808]",-559.5725950552184,560.0,high,0.0,1.1051609434244245e-15,0.4,20.0,0.25,12.0,-0.5733206599617637,"[0.55,0.550248617481941,0.55049679536815,0.5507445739737328,0.5509919934976132,0.5512390940007155,0.5514859153841675]",0.5502486174819411,0.550248617481941,reference,,0.07609999738633633,25,solved,solved,validation,voyage_048,probe_024,0.3204264216617694,0.0028928777944781207,0.24970466937434804,0.0002966911311681979
1,hydrogen_economy,0.4274049447816885,0.55,4532,-1.330567131612952,3.664557280072669e-13,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.008815389128851457,rapidly_rising,low,-557.7410306439555,"[-557.7410306439552,-556.1264786952427,-554.7284519560778,-553.546413594536,-552.5797773284833,-551.8279075030456]",558.669432868387,"[558.669432868387,557.5619415336406,556.6770661494611,556.0142972906256,555.5730760817029,555.3527942745214]",-559.5725950552184,560.0,high,0.0,9.610368056911511e-16,0.25,8.0,0.4,8.0,-0.5845460845750822,"[0.55,0.5502482821539547,0.5504958455792998,0.5507427866636819,0.5509892015557736,0.5512351861432595,0.5514808360308588]",0.5502482821539548,0.5502482821539547,reference,,0.06280001252889633,25,solved,solved,validation,voyage_048,probe_024,0.31956264100898024,0.015368132740700683,0.2493194194911336,0.000295891334267645
2,soc_regulation,0.4274049447816885,0.55,4532,-0.8495327605523926,1.0389393509002838e-12,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.008824087144544747,rapidly_rising,low,-558.222065015016,"[-558.2220650150159,-557.0089655764181,-555.9327966855162,-554.9928410126525,-554.1881642844348,-553.5176155136555]",559.1504672394476,"[559.1504672394476,558.4444284148161,557.8814108788993,557.460724708742,557.1814630376545,557.0425022851314]",-559.5725950552184,560.0,high,0.0,6.42282821389401e-14,0.45,15.0,0.25,36.0,-0.5762407340114476,"[0.5499999999999968,0.5502484962896192,0.5504964525599079,0.5507439297664096,0.5509909885453504,0.5512376891170582,0.5514840911894913]",0.5502484962896257,0.5502484962896192,reference,,0.06700004450976849,50,solved,solved,validation,voyage_048,probe_024,0.3201141044847436,0.006264808257393826,0.24956541932071316,0.0002964019485970167
3,fast_fc_response,0.4274049447816885,0.55,4532,-16.831063281466754,5.676497937273752e-14,"[0.9284022244315686,1.43546283839785,1.9486141933829728,2.4678836960894124,2.9932987532195803,3.524886771475881]",0.008536130842657481,rapidly_rising,low,-542.2405344941017,"[-542.2405344941016,-527.8442414219936,-516.3121156861187,-507.5854206633244,-501.6180210373924,-498.3761761081952]",543.1689367185332,"[543.1689367185332,529.2797042603916,518.2607298795017,510.0533043594138,504.61131979061213,501.90106287967114]",-559.5725950552184,560.0,high,0.0,5.41381465848404e-16,0.8,1.0,0.15,12.0,-3.0028166980381257,"[0.55,0.5502413820043154,0.5504763554023843,0.5507061951974724,0.5509321502458447,0.5511554488663207,0.5513773043578218]",0.5502413820043155,0.5502413820043154,reference,,0.056999968364834785,25,solved,solved,validation,voyage_048,probe_024,0.3020471700859314,2.459068499867521,0.24142135477903817,0.0002796733056352487
