soc_regime,load_regime,transition_regime,action_id,action_name,state_action_count,mean_p_fc0_kw,mean_p_batt0_kw,mean_soc1,mean_common_cost,mean_soc_deadband_component,winner_count
inside_soft_range,load_low,rapid_rise,3,fast_fc_response,9,14.675596810862423,88.9956903205847,0.549960382973834,0.013536353447391677,1.899303133875287e-05,0
inside_soft_range,load_low,stable,0,nominal,9,81.28301147984317,18.834909762961367,0.5499916155140836,0.030071338574942246,8.701774538568076e-07,9
inside_soft_range,load_low,stable,1,hydrogen_economy,9,80.906026562495,19.211894680309936,0.5499914476966067,0.031932646932517135,9.495518282407099e-07,0
inside_soft_range,load_low,stable,2,soc_regulation,9,81.11802084700655,18.99990035823024,0.5499915522779767,0.03058246984308389,9.003378007304804e-07,0
inside_soft_range,load_low,stable,3,fast_fc_response,9,81.27286913943509,18.84505210337004,0.5499916109991454,0.030089280824671598,8.721626243329805e-07,0
inside_soft_range,load_medium,rapid_fall,0,nominal,9,4.193862479937312,137.4002141074339,0.5499388353767188,0.02090232443277907,4.5431564783220875e-05,8
inside_soft_range,load_medium,rapid_fall,1,hydrogen_economy,9,3.8804068629492567,137.7136697244247,0.5499386958389614,0.02186926089799042,4.589921222468203e-05,0
inside_soft_range,load_medium,rapid_fall,2,soc_regulation,9,4.204386378246278,137.38969021008657,0.5499388398004241,0.02090594692229095,4.536855456867088e-05,1
inside_soft_range,load_medium,rapid_fall,3,fast_fc_response,9,4.520261628143974,137.07381495923156,0.5499389806754184,0.02170948730990062,4.494463612637083e-05,0
inside_soft_range,load_medium,rapid_rise,0,nominal,9,79.24064747747691,55.31667606726233,0.5499753754120779,0.03204632685791487,7.395912300432505e-06,0
inside_soft_range,load_medium,rapid_rise,1,hydrogen_economy,9,78.8786669657949,55.67865657894547,0.5499752142736747,0.033649437933586684,7.615029638920007e-06,0
inside_soft_range,load_medium,rapid_rise,2,soc_regulation,9,79.12738533079242,55.429938105750274,0.5499753543995176,0.032304498921331214,7.430112850431882e-06,0
inside_soft_range,load_medium,rapid_rise,3,fast_fc_response,9,79.33331021866127,55.22401332607973,0.5499754166614919,0.03200207465014206,7.339902952904537e-06,9
inside_soft_range,load_medium,stable,0,nominal,9,110.72597897781341,43.469282941138445,0.5499806493582802,0.04266674680756605,4.56970538736727e-06,0
inside_soft_range,load_medium,stable,1,hydrogen_economy,9,110.35266614647156,43.8425957724812,0.5499804831752965,0.044414284240528144,4.7478917318997595e-06,0
inside_soft_range,load_medium,stable,2,soc_regulation,9,110.59269948466081,43.602562349016175,0.5499806132049578,0.04301354511880863,4.611842507347146e-06,0
inside_soft_range,load_medium,stable,3,fast_fc_response,9,110.78419449108996,43.41106742786329,0.5499806752732859,0.04261234501050587,4.5420201027974995e-06,9
