timestamp,fc_total_kw,battery_total_kw,load_total_kw,ais_speed_kn,aligned,shore
2024-06-20 08:00:07,0.0,-0.097232,-0.097232,,True,False
2024-06-20 08:00:37,0.0,-0.098356,-0.098356,0.0,True,False
2024-06-20 08:01:07,0.0,-0.09779399999999999,-0.09779399999999999,,True,False
2024-06-20 08:01:37,0.0,-0.09891799999999999,-0.09891799999999999,0.0,True,False
2024-06-20 08:02:07,0.0,-0.09835599999999999,-0.09835599999999999,,True,False
2024-06-20 08:02:37,0.0,-0.09835599999999999,-0.09835599999999999,0.0,True,False
2024-06-20 08:03:07,0.0,-0.09779399999999999,-0.09779399999999999,,True,False
2024-06-20 08:03:37,0.0,-0.09891799999999999,-0.09891799999999999,0.0,True,False
2024-06-20 08:04:07,0.0,-0.097232,-0.097232,,True,False
2024-06-20 08:04:37,0.0,-0.097196,-0.097196,0.0,True,False
2024-06-20 08:05:07,0.0,-0.09947999999999999,-0.09947999999999999,,True,False
2024-06-20 08:05:37,0.0,-0.096108,-0.096108,0.0,True,False
2024-06-20 08:06:07,0.0,-0.097758,-0.097758,,True,False
2024-06-20 08:06:37,0.0,-0.09779399999999999,-0.09779399999999999,0.0,True,False
2024-06-20 08:07:07,0.0,-0.097232,-0.097232,,True,False
2024-06-20 08:07:37,0.0,-0.09779399999999999,-0.09779399999999999,0.0,True,False
2024-06-20 08:08:07,0.0,-0.09554599999999999,-0.09554599999999999,,True,False
2024-06-20 08:08:37,0.0,-0.09551,-0.09551,0.0,True,False
2024-06-20 08:09:07,0.0,-0.09835599999999999,-0.09835599999999999,,True,False
2024-06-20 08:09:37,0.0,-0.09554599999999999,-0.09554599999999999,0.0,True,False
2024-06-20 08:10:07,0.0,-0.099444,-0.099444,,True,False
2024-06-20 08:10:37,0.0,-0.098918,-0.098918,0.0,True,False
2024-06-20 08:11:07,0.0,-0.09779399999999999,-0.09779399999999999,,True,False
2024-06-20 08:11:37,0.0,-0.09779399999999999,-0.09779399999999999,0.0,True,False
2024-06-20 08:12:07,0.0,-0.09947999999999999,-0.09947999999999999,,True,False
2024-06-20 08:12:37,0.0,-0.09947999999999999,-0.09947999999999999,0.0,True,False
2024-06-20 08:13:07,0.0,-0.097232,-0.097232,,True,False
2024-06-20 08:13:37,0.0,-0.09779399999999999,-0.09779399999999999,0.0,True,False
2024-06-20 08:14:07,0.0,-0.097232,-0.097232,,True,False
2024-06-20 08:14:37,0.0,-0.097232,-0.097232,0.0,True,False
2024-06-20 08:15:07,0.0,-0.09779399999999999,-0.09779399999999999,,True,False
2024-06-20 08:15:37,0.0,-0.09779399999999999,-0.09779399999999999,0.0,True,False
2024-06-20 08:16:07,0.0,-0.09554599999999999,-0.09554599999999999,,True,False
2024-06-20 08:16:37,0.0,-0.097232,-0.097232,0.0,True,False
2024-06-20 08:17:07,0.0,-0.097232,-0.097232,,True,False
2024-06-20 08:17:37,0.0,-0.09779399999999999,-0.09779399999999999,0.0,True,False
2024-06-20 08:18:07,0.0,-0.09779399999999999,-0.09779399999999999,,True,False
2024-06-20 08:18:37,0.0,-0.098356,-0.098356,0.0,True,False
2024-06-20 08:19:07,0.0,-0.097232,-0.097232,,True,False
2024-06-20 08:19:37,0.0,-0.096108,-0.096108,0.0,True,False
2024-06-20 08:20:07,0.0,-0.097232,-0.097232,,True,False
2024-06-20 08:20:37,0.0,-0.09779399999999999,-0.09779399999999999,0.0,True,False
2024-06-20 08:21:07,0.0,-0.09666999999999999,-0.09666999999999999,,True,False
2024-06-20 08:21:37,0.0,-0.09667,-0.09667,0.0,True,False
2024-06-20 08:22:07,0.0,-0.09667,-0.09667,,True,False
2024-06-20 08:22:37,0.0,-0.097232,-0.097232,0.0,True,False
2024-06-20 08:23:07,0.0,-0.100006,-0.100006,,True,False
2024-06-20 08:23:37,0.0,-0.098918,-0.098918,0.0,True,False
2024-06-20 08:24:07,0.0,-0.097232,-0.097232,,True,False
2024-06-20 08:24:37,0.0,-0.09667,-0.09667,0.0,True,False
2024-06-20 08:25:07,0.0,-0.09891799999999999,-0.09891799999999999,,True,False
2024-06-20 08:25:37,0.0,-0.097232,-0.097232,0.0,True,False
2024-06-20 08:26:07,0.0,-0.09607199999999999,-0.09607199999999999,,True,False
2024-06-20 08:26:37,0.0,-0.097232,-0.097232,0.0,True,False
2024-06-20 08:27:07,0.0,-0.097232,-0.097232,,True,False
2024-06-20 08:27:37,0.0,-0.097232,-0.097232,0.0,True,False
2024-06-20 08:28:07,0.0,-0.097196,-0.097196,,True,False
2024-06-20 08:28:37,0.0,-0.097232,-0.097232,0.0,True,False
2024-06-20 08:29:07,0.0,-0.097232,-0.097232,,True,False
2024-06-20 08:29:37,0.0,-0.097232,-0.097232,0.0,True,False
2024-06-20 08:30:07,0.0,-0.096108,-0.096108,,True,False
2024-06-20 08:30:37,0.0,-0.09779399999999999,-0.09779399999999999,0.0,True,False
2024-06-20 08:31:07,0.0,-0.09891799999999999,-0.09891799999999999,,True,False
2024-06-20 08:31:37,0.0,-0.09779399999999999,-0.09779399999999999,0.0,True,False
2024-06-20 08:32:07,0.0,-0.098356,-0.098356,,True,False
2024-06-20 08:32:37,0.0,-0.097794,-0.097794,0.0,True,False
2024-06-20 08:33:07,0.0,-0.09554599999999999,-0.09554599999999999,,True,False
2024-06-20 08:33:37,0.0,-0.097232,-0.097232,0.0,True,False
2024-06-20 08:34:07,0.0,-0.09667,-0.09667,,True,False
2024-06-20 08:34:37,0.0,-0.098356,-0.098356,0.0,True,False
2024-06-20 08:35:07,0.0,-0.098356,-0.098356,,True,False
2024-06-20 08:35:37,0.0,-0.09667,-0.09667,0.0,True,False
2024-06-20 08:36:07,0.0,-0.097232,-0.097232,,True,False
2024-06-20 08:36:37,0.0,-0.098356,-0.098356,0.0,True,False
2024-06-20 08:37:07,0.0,-0.09779399999999999,-0.09779399999999999,,True,False
2024-06-20 08:37:37,0.0,-0.09779399999999999,-0.09779399999999999,0.0,True,False
2024-06-20 08:38:07,0.0,-0.09947999999999999,-0.09947999999999999,,True,False
2024-06-20 08:38:37,0.0,-0.097232,-0.097232,0.0,True,False
2024-06-20 08:39:07,0.0,-0.09554599999999999,-0.09554599999999999,,True,False
2024-06-20 08:39:37,0.0,-0.09779399999999999,-0.09779399999999999,0.0,True,False
2024-06-20 08:40:07,0.0,-0.098356,-0.098356,,True,False
