parent,sample_id,timestamp,soc,fc_power_kw,previous_fc_power_kw,battery_power_kw,load_power_kw,recent_load_mean_kw,recent_load_population_std_kw,recent_load_trend_kw_per_s,base_load_kw,recent_delta_soc,delta_load_kw,delta_fc_kw,measured_power_balance_residual_kw,history_sample_count,speed_kn
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 09:53:15+08:00,0.8204166666666667,338.0,337.0,-193.9892,144.0108,118.2728,26.2193667134938,-0.16627390476190484,133.4671570077004,0.004750000000000032,10.543642992299596,1.0,0.0,6,1.9
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 09:53:45+08:00,0.8215833333333333,335.0,338.0,-193.9349,141.0651,116.29261666666667,23.869257287245492,0.1734168571428571,135.62093595006263,0.004833333333333356,5.4441640499373705,-3.0,0.0,6,1.9
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 09:54:15+08:00,0.8221666666666666,336.0,335.0,-207.4892,128.5108,115.22716666666668,23.146477716106656,0.355671238095238,133.60543503065617,0.004666666666666597,-5.094635030656178,1.0,0.0,6,1.9
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 09:54:45+08:00,0.8231666666666667,336.0,336.0,-222.0188,113.9812,118.53433333333335,21.235741858453842,0.20914495238095235,128.04257884552413,0.0045000000000000595,-14.061378845524132,0.0,0.0,6,1.9
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 09:55:15+08:00,0.824,338.0,336.0,-214.1237,123.8763,124.01570000000002,17.29744560852844,0.05094133333333332,126.86156924139927,0.004249999999999976,-2.9852692413992656,2.0,2.842170943040401e-14,6,0.4
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 09:55:45+08:00,0.8249166666666667,338.0,338.0,-214.6185,123.38150000000002,129.13761666666667,10.443503870734931,-0.1611833333333332,125.87507857442736,0.0045000000000000595,-2.493578574427346,0.0,2.842170943040401e-14,6,0.4
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 09:56:15+08:00,0.8258333333333333,337.0,338.0,-206.042,130.958,126.96215000000001,8.247291679646514,-0.05336028571428566,127.31592764939086,0.004249999999999976,3.6420723506091406,-1.0,0.0,6,0.4
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 09:56:45+08:00,0.8266666666666667,335.0,337.0,-127.6303,207.3697,138.01291666666665,31.469220822544294,0.42355247619047626,150.00866558124227,0.0045000000000000595,57.361034418757725,-2.0,0.0,6,0.4
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 09:57:15+08:00,0.8275833333333334,339.0,335.0,-234.0179,104.9821,134.09146666666666,33.78941935718274,0.20291542857142852,137.2450440465642,0.004416666666666735,-32.2629440465642,4.0,0.0,6,0.4
6月5日08_00_6月5日19_00,zero_boundary_033,2024-06-05 09:57:45+08:00,0.8283333333333333,338.0,339.0,-210.8695,127.13049999999998,136.28301666666667,32.82672703273034,0.035699523809523674,134.37788750154095,0.0043333333333333,-7.24738750154097,-1.0,-2.842170943040401e-14,6,0.4
