decision_index,execution_index,current_load_kw,previous_load_kw,load_delta_kw,load_kw,p_fc_kw,p_batt_kw,soc_before,soc_after,action_id,q_A0,q_A1,q_A2,q_A3,q_best,q_second,q_gap,reward,solver_status
0,1,102.0752,102.0752,0.0,98.94086502111112,101.55654162527189,-2.615676604160768,0.55,0.5500011643859527,1,789.9348754882812,792.0185546875,791.9861450195312,791.4849243164062,792.0185546875,791.9861450195312,0.03240966796875,-0.039521559766590914,solved
1,2,98.94086502111112,102.0752,-3.134334978888873,95.84529575999998,101.22791236857478,-5.382616608574793,0.5500011643859527,0.5500035604937735,2,710.2097778320312,712.1821899414062,712.226318359375,711.8223876953125,712.226318359375,712.1821899414062,0.04412841796875,-0.038022959159005505,solved
2,3,95.84529575999998,98.94086502111112,-3.0955692611111374,92.79322833,100.8938448760262,-8.100616546026188,0.5500035604937735,0.5500071665374638,2,706.00341796875,707.96728515625,708.01611328125,707.5952758789062,708.01611328125,707.96728515625,0.048828125,-0.037966181180111115,solved
3,4,92.79322833,95.84529575999998,-3.0520674299999797,89.78939884444445,100.55443729778555,-10.765038453341106,0.5500071665374638,0.550011958666405,2,701.8399047851562,703.7953491210938,703.8489990234375,703.41162109375,703.8489990234375,703.7953491210938,0.05364990234375,-0.037921342154768424,solved
4,5,89.78939884444445,92.79322833,-3.0038294855555563,86.83854341666667,100.20979697855304,-13.371253561886377,0.550011958666405,0.5500179109694506,2,697.72265625,699.6696166992188,699.7284545898438,699.2745361328125,699.7284545898438,699.6696166992188,0.058837890625,-0.03788739416696669,solved
5,6,86.83854341666667,89.78939884444445,-2.950855427777782,83.94539816,99.86004043770488,-15.914642277704885,0.5500179109694506,0.5500249954790116,2,693.6544189453125,695.5930786132812,695.6572265625,695.18701171875,695.6572265625,695.5930786132812,0.06414794921875,-0.037863211062564406,solved
6,7,83.94539816,86.83854341666667,-2.8931452566666707,81.11469918777777,99.50529334947163,-18.390594161693855,0.5500249954790116,0.5500331821751306,2,689.63818359375,691.5687866210938,691.6383056640625,691.1520385742188,691.6383056640625,691.5687866210938,0.06951904296875,-0.03784759461268563,solved
7,8,81.11469918777777,83.94539816,-2.8306989722222227,78.35118261333334,99.14569052315889,-20.794507909825555,0.5500331821751306,0.5500424389895492,2,685.6769409179688,687.5994873046875,687.6746826171875,687.172607421875,687.6746826171875,687.5994873046875,0.0751953125,-0.03783928111022894,solved
8,9,78.35118261333334,81.11469918777777,-2.763516574444438,75.65958454999998,98.78137588341073,-23.121791333410755,0.5500424389895492,0.5500527318097652,2,681.773681640625,683.688232421875,683.7691650390625,683.2515258789062,683.7691650390625,683.688232421875,0.0809326171875,-0.037836948396409345,solved
9,10,75.65958454999998,78.35118261333334,-2.691598063333359,73.0446411111111,98.41250245051643,-25.367861339405323,0.5500527318097652,0.5500640244830822,2,677.9310913085938,679.837890625,679.9247436523438,679.391845703125,679.9247436523438,679.837890625,0.08685302734375,-0.037839223314274015,solved
