load_regime,transition_regime,A0_wins,A1_wins,A2_wins,A3_wins,A0_share,A1_share,A2_share,A3_share
load_high,rapid_fall,14,0,28,56,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714
load_high,rapid_rise,10,8,39,41,0.10204081632653061,0.08163265306122448,0.3979591836734694,0.41836734693877553
load_high,stable,14,0,34,50,0.14285714285714285,0.0,0.3469387755102041,0.5102040816326531
load_low,rapid_fall,0,0,91,0,0.0,0.0,1.0,0.0
load_low,rapid_rise,0,0,91,0,0.0,0.0,1.0,0.0
load_low,stable,0,13,78,0,0.0,0.14285714285714285,0.8571428571428571,0.0
load_medium,rapid_fall,7,13,71,0,0.07692307692307693,0.14285714285714285,0.7802197802197802,0.0
load_medium,rapid_rise,9,13,69,0,0.0989010989010989,0.14285714285714285,0.7582417582417582,0.0
load_medium,stable,13,0,78,0,0.14285714285714285,0.0,0.8571428571428571,0.0
