parent,split,side,boundary_kind,left_timestamp,left_load_kw,right_timestamp,right_load_kw,original_boundary_load_kw,canonical_boundary_load_kw,crossing_fraction,unrounded_boundary_timestamp,rounded_boundary_timestamp,rounding_adjustment_seconds,removed_point_count,removed_duration_s,sustained_block_start_timestamp,sustained_block_end_timestamp
4月8日08_00_4月8日12_00,train,start,OBSERVED_DEADBAND,2024-04-08T08:39:26+08:00,2.80913,2024-04-08T08:40:26+08:00,1.4420199999999999,0.7800319999999998,0.0,,2024-04-08T08:39:56+08:00,2024-04-08T08:39:56+08:00,0.0,79,2370.0,2024-04-08T08:40:26+08:00,2024-04-08T11:35:27+08:00
4月8日08_00_4月8日12_00,train,end,CONSTRUCTED_CROSSING,2024-04-08T11:35:27+08:00,7.696850765019777,2024-04-08T11:35:57+08:00,-4.729777677242535,,0.0,0.6193836727943993,2024-04-08T11:35:45.581510+08:00,2024-04-08T11:35:46+08:00,0.41849,49,1470.0,2024-04-08T08:40:26+08:00,2024-04-08T11:35:27+08:00
4月9日08_00_4月9日11_00,train,start,OBSERVED_DEADBAND,2024-04-09T08:09:59+08:00,-0.07884699999999997,2024-04-09T08:10:59+08:00,1.7329340000000009,-0.783055,0.0,,2024-04-09T08:10:29+08:00,2024-04-09T08:10:29+08:00,0.0,20,600.0,2024-04-09T08:10:59+08:00,2024-04-09T10:35:59+08:00
4月9日08_00_4月9日11_00,train,end,CONSTRUCTED_CROSSING,2024-04-09T10:35:59+08:00,18.25494,2024-04-09T10:36:29+08:00,-12.778696,,0.0,0.5882307828834494,2024-04-09T10:36:16.646923+08:00,2024-04-09T10:36:17+08:00,0.353077,48,1440.0,2024-04-09T08:10:59+08:00,2024-04-09T10:35:59+08:00
4月12日08_00_4月12日16_00,train,start,OBSERVED_DEADBAND,2024-04-12T08:53:03+08:00,-0.09098199999999998,2024-04-12T08:54:04+08:00,1.193,-0.09266799999999997,0.0,,2024-04-12T08:53:33+08:00,2024-04-12T08:53:33+08:00,0.0,107,3210.0,2024-04-12T08:54:04+08:00,2024-04-12T15:14:04+08:00
4月12日08_00_4月12日16_00,train,end,CONSTRUCTED_CROSSING,2024-04-12T15:14:04+08:00,12.135915582329922,2024-04-12T15:14:34+08:00,-2.145531121279012,,0.0,0.8497679425756752,2024-04-12T15:14:29.493038+08:00,2024-04-12T15:14:29+08:00,-0.493038,91,2730.0,2024-04-12T08:54:04+08:00,2024-04-12T15:14:04+08:00
4月15日08_00_4月15日17_00,validation,start,OBSERVED_DEADBAND,2024-04-15T08:10:38+08:00,-0.06448699999999996,2024-04-15T08:11:38+08:00,2.916227478251797,0.803470000000001,0.0,,2024-04-15T08:11:08+08:00,2024-04-15T08:11:08+08:00,0.0,22,660.0,2024-04-15T08:11:38+08:00,2024-04-15T16:45:39+08:00
4月15日08_00_4月15日17_00,validation,end,CONSTRUCTED_CROSSING,2024-04-15T16:45:39+08:00,10.134156999999998,2024-04-15T16:46:09+08:00,-11.809502,,0.0,0.4618262159469394,2024-04-15T16:45:52.854786+08:00,2024-04-15T16:45:53+08:00,0.145214,28,840.0,2024-04-15T08:11:38+08:00,2024-04-15T16:45:39+08:00
4月16日08_00_4月16日19_00,validation,start,OBSERVED_DEADBAND,2024-04-16T08:19:40+08:00,-0.042356999999999964,2024-04-16T08:20:40+08:00,1.2162210000000004,0.03140400000000047,0.0,,2024-04-16T08:20:10+08:00,2024-04-16T08:20:10+08:00,0.0,40,1200.0,2024-04-16T08:20:40+08:00,2024-04-16T18:49:41+08:00
4月16日08_00_4月16日19_00,validation,end,OBSERVED_DEADBAND,2024-04-16T18:49:41+08:00,25.420321,2024-04-16T18:50:41+08:00,-20.353446,-0.08930800000000001,0.0,,2024-04-16T18:50:11+08:00,2024-04-16T18:50:11+08:00,0.0,19,570.0,2024-04-16T08:20:40+08:00,2024-04-16T18:49:41+08:00
4月17日07_00_4月17日17_00,train,start,CONSTRUCTED_CROSSING,2024-04-17T09:15:41+08:00,-110.265282,2024-04-17T09:16:11+08:00,19.573858,,0.0,0.8492453200167531,2024-04-17T09:16:06.477359+08:00,2024-04-17T09:16:06+08:00,-0.477359,32,960.0,2024-04-17T09:16:11+08:00,2024-04-17T16:11:12+08:00
4月17日07_00_4月17日17_00,train,end,OBSERVED_DEADBAND,2024-04-17T16:11:12+08:00,26.2852,2024-04-17T16:12:12+08:00,-22.020397,-0.166908,0.0,,2024-04-17T16:11:42+08:00,2024-04-17T16:11:42+08:00,0.0,96,2880.0,2024-04-17T09:16:11+08:00,2024-04-17T16:11:12+08:00
4月18日12_00_4月18日18_00,test,start,OBSERVED_DEADBAND,2024-04-18T12:11:43+08:00,-0.05911399999999998,2024-04-18T12:12:43+08:00,4.12439984886478,0.02131400000000059,0.0,,2024-04-18T12:12:13+08:00,2024-04-18T12:12:13+08:00,0.0,24,720.0,2024-04-18T12:12:43+08:00,2024-04-18T17:09:44+08:00
4月18日12_00_4月18日18_00,test,end,CONSTRUCTED_CROSSING,2024-04-18T17:09:44+08:00,32.857158999999996,2024-04-18T17:10:14+08:00,-12.372764,,0.0,0.7264473786524023,2024-04-18T17:10:05.793421+08:00,2024-04-18T17:10:06+08:00,0.206579,100,3000.0,2024-04-18T12:12:43+08:00,2024-04-18T17:09:44+08:00
4月22日14_00_4月22日17_00,train,start,OBSERVED_DEADBAND,2024-04-22T14:02:20+08:00,-2.679588427913341,2024-04-22T14:03:20+08:00,3.7025980896870827,-0.48886662385334656,0.0,,2024-04-22T14:02:50+08:00,2024-04-22T14:02:50+08:00,0.0,5,150.0,2024-04-22T14:03:20+08:00,2024-04-22T16:54:21+08:00
4月22日14_00_4月22日17_00,train,end,CONSTRUCTED_CROSSING,2024-04-22T16:54:21+08:00,14.730182,2024-04-22T16:54:51+08:00,-11.950256,,0.0,0.5520967084573349,2024-04-22T16:54:37.562901+08:00,2024-04-22T16:54:38+08:00,0.437099,11,330.0,2024-04-22T14:03:20+08:00,2024-04-22T16:54:21+08:00
4月25日08_00_4月25日18_00,train,start,OBSERVED_DEADBAND,2024-04-25T08:44:26+08:00,1.3551200000000003,2024-04-25T08:45:26+08:00,2.1792344938087327,0.8626170000000002,0.0,,2024-04-25T08:44:56+08:00,2024-04-25T08:44:56+08:00,0.0,89,2670.0,2024-04-25T08:45:26+08:00,2024-04-25T17:22:27+08:00
4月25日08_00_4月25日18_00,train,end,CONSTRUCTED_CROSSING,2024-04-25T17:22:27+08:00,10.370193352211587,2024-04-25T17:22:57+08:00,-4.678626340620944,,0.0,0.6891034356103498,2024-04-25T17:22:47.673103+08:00,2024-04-25T17:22:48+08:00,0.326897,75,2250.0,2024-04-25T08:45:26+08:00,2024-04-25T17:22:27+08:00
4月28日08_00_4月28日12_00,train,start,OBSERVED_DEADBAND,2024-04-28T08:49:04+08:00,0.49609099999999995,2024-04-28T08:50:04+08:00,1.1170300000000006,0.48561800000000005,0.0,,2024-04-28T08:49:34+08:00,2024-04-28T08:49:34+08:00,0.0,99,2970.0,2024-04-28T08:50:04+08:00,2024-04-28T11:38:05+08:00
4月28日08_00_4月28日12_00,train,end,CONSTRUCTED_CROSSING,2024-04-28T11:38:05+08:00,1.9010065736131638,2024-04-28T11:38:35+08:00,-12.099391932047729,,0.0,0.13578231882789013,2024-04-28T11:38:09.073469+08:00,2024-04-28T11:38:09+08:00,-0.073469,43,1290.0,2024-04-28T08:50:04+08:00,2024-04-28T11:38:05+08:00
4月30日08_00_4月30日15_00,train,start,OBSERVED_DEADBAND,2024-04-30T08:18:40+08:00,-0.03899799999999998,2024-04-30T08:19:40+08:00,2.14794,0.15247300000000022,0.0,,2024-04-30T08:19:10+08:00,2024-04-30T08:19:10+08:00,0.0,38,1140.0,2024-04-30T08:19:40+08:00,2024-04-30T14:10:11+08:00
4月30日08_00_4月30日15_00,train,end,CONSTRUCTED_CROSSING,2024-04-30T14:10:11+08:00,14.288007,2024-04-30T14:10:41+08:00,-33.60745,,0.0,0.2983165397085573,2024-04-30T14:10:19.949496+08:00,2024-04-30T14:10:20+08:00,0.050504,99,2970.0,2024-04-30T08:19:40+08:00,2024-04-30T14:10:11+08:00
5月7日08_00_5月7日18_00,train,start,OBSERVED_DEADBAND,2024-05-07T08:49:31+08:00,-0.01486599999999999,2024-05-07T08:50:31+08:00,2.0698000000000008,-0.01486599999999999,0.0,,2024-05-07T08:50:01+08:00,2024-05-07T08:50:01+08:00,0.0,100,3001.0,2024-05-07T08:57:31+08:00,2024-05-07T17:06:02+08:00
5月7日08_00_5月7日18_00,train,end,CONSTRUCTED_CROSSING,2024-05-07T17:06:02+08:00,5.409801188013338,2024-05-07T17:06:32+08:00,-7.732495885826557,,0.0,0.41163284908402326,2024-05-07T17:06:14.348985+08:00,2024-05-07T17:06:14+08:00,-0.348985,107,3210.0,2024-05-07T08:57:31+08:00,2024-05-07T17:06:02+08:00
5月8日08_00_5月8日17_00,test,start,OBSERVED_DEADBAND,2024-05-08T08:38:34+08:00,-0.0034409999999999693,2024-05-08T08:39:34+08:00,2.951615999999999,-0.0017549999999999762,0.0,,2024-05-08T08:39:04+08:00,2024-05-08T08:39:04+08:00,0.0,78,2340.0,2024-05-08T08:39:34+08:00,2024-05-08T16:14:06+08:00
5月8日08_00_5月8日17_00,test,end,CONSTRUCTED_CROSSING,2024-05-08T16:14:06+08:00,2.370874714900812,2024-05-08T16:14:36+08:00,-6.59319638655842,,0.0,0.2644863799122326,2024-05-08T16:14:13.934591+08:00,2024-05-08T16:14:14+08:00,0.065409,91,2730.0,2024-05-08T08:39:34+08:00,2024-05-08T16:14:06+08:00
5月9日08_00_5月9日17_00,validation,start,OBSERVED_DEADBAND,2024-05-09T08:13:08+08:00,0.8321979999999992,2024-05-09T08:14:08+08:00,1.8238706788460495,0.8299400738014001,0.0,,2024-05-09T08:13:38+08:00,2024-05-09T08:13:38+08:00,0.0,27,810.0,2024-05-09T08:14:08+08:00,2024-05-09T16:10:38+08:00
5月9日08_00_5月9日17_00,validation,end,CONSTRUCTED_CROSSING,2024-05-09T16:10:38+08:00,21.167911,2024-05-09T16:11:08+08:00,-13.773729,,0.0,0.6058075980406186,2024-05-09T16:10:56.174227+08:00,2024-05-09T16:10:56+08:00,-0.17422700000000002,98,2941.0,2024-05-09T08:14:08+08:00,2024-05-09T16:10:38+08:00
5月10日08_00_5月10日10_00,train,start,OBSERVED_DEADBAND,2024-05-10T08:23:12+08:00,1.420781,2024-05-10T08:24:12+08:00,1.4519500000000003,0.7062080000000001,0.0,,2024-05-10T08:23:42+08:00,2024-05-10T08:23:42+08:00,0.0,47,1410.0,2024-05-10T08:24:12+08:00,2024-05-10T09:22:42+08:00
5月10日08_00_5月10日10_00,train,end,CONSTRUCTED_CROSSING,2024-05-10T09:22:42+08:00,21.294255,2024-05-10T09:23:12+08:00,-13.402485,,0.0,0.6137249493756474,2024-05-10T09:23:00.411748+08:00,2024-05-10T09:23:00+08:00,-0.411748,74,2220.0,2024-05-10T08:24:12+08:00,2024-05-10T09:22:42+08:00
5月11日08_00_5月11日11_00,train,start,OBSERVED_DEADBAND,2024-05-11T08:22:46+08:00,-0.01465399999999998,2024-05-11T08:23:46+08:00,1.7035657871331389,0.5345375427793975,0.0,,2024-05-11T08:23:16+08:00,2024-05-11T08:23:16+08:00,0.0,46,1380.0,2024-05-11T08:23:46+08:00,2024-05-11T10:19:46+08:00
5月11日08_00_5月11日11_00,train,end,CONSTRUCTED_CROSSING,2024-05-11T10:19:46+08:00,4.937378999999999,2024-05-11T10:20:16+08:00,-21.894357,,0.0,0.1840126557595826,2024-05-11T10:19:51.520379+08:00,2024-05-11T10:19:52+08:00,0.479621,80,2400.0,2024-05-11T08:23:46+08:00,2024-05-11T10:19:46+08:00
5月13日08_00_5月13日11_00,train,start,OBSERVED_DEADBAND,2024-05-13T08:51:51+08:00,0.2063089999999999,2024-05-13T08:52:51+08:00,2.198973320723793,0.4875765125091973,0.0,,2024-05-13T08:52:21+08:00,2024-05-13T08:52:21+08:00,0.0,104,3120.0,2024-05-13T08:52:51+08:00,2024-05-13T10:23:21+08:00
5月13日08_00_5月13日11_00,train,end,OBSERVED_DEADBAND,2024-05-13T10:23:21+08:00,2.0512441546464686,2024-05-13T10:24:21+08:00,-0.11550200000000001,0.5796388840284123,0.0,,2024-05-13T10:23:51+08:00,2024-05-13T10:23:51+08:00,0.0,72,2160.0,2024-05-13T08:52:51+08:00,2024-05-13T10:23:21+08:00
5月14日12_00_5月14日19_00,train,start,OBSERVED_DEADBAND,2024-05-14T12:23:53+08:00,1.283038,2024-05-14T12:24:53+08:00,1.4585339999999996,0.6862390000000004,0.0,,2024-05-14T12:24:23+08:00,2024-05-14T12:24:23+08:00,0.0,48,1440.0,2024-05-14T12:24:53+08:00,2024-05-14T18:34:53+08:00
5月14日12_00_5月14日19_00,train,end,OBSERVED_DEADBAND,2024-05-14T18:34:53+08:00,2.117055721125002,2024-05-14T18:35:53+08:00,-0.07312,0.6329085855163967,0.0,,2024-05-14T18:35:23+08:00,2024-05-14T18:35:23+08:00,0.0,49,1470.0,2024-05-14T12:24:53+08:00,2024-05-14T18:34:53+08:00
5月15日08_00_5月15日17_00,validation,start,OBSERVED_DEADBAND,2024-05-15T08:13:55+08:00,0.0011170000000000212,2024-05-15T08:14:55+08:00,1.304395,0.0011170000000000212,0.0,,2024-05-15T08:14:25+08:00,2024-05-15T08:14:25+08:00,0.0,28,840.0,2024-05-15T08:14:55+08:00,2024-05-15T16:49:26+08:00
5月15日08_00_5月15日17_00,validation,end,OBSERVED_DEADBAND,2024-05-15T16:49:26+08:00,1.9456586101457773,2024-05-15T16:50:26+08:00,-0.058715,0.5839407211661864,0.0,,2024-05-15T16:49:56+08:00,2024-05-15T16:49:56+08:00,0.0,20,600.0,2024-05-15T08:14:55+08:00,2024-05-15T16:49:26+08:00
5月17日08_00_5月17日18_00,train,start,OBSERVED_DEADBAND,2024-05-17T08:09:28+08:00,0.2784910000000001,2024-05-17T08:10:28+08:00,1.5029999999999992,-0.23302499999999948,0.0,,2024-05-17T08:09:58+08:00,2024-05-17T08:09:58+08:00,0.0,19,570.0,2024-05-17T08:10:28+08:00,2024-05-17T17:45:59+08:00
5月17日08_00_5月17日18_00,train,end,OBSERVED_DEADBAND,2024-05-17T17:45:59+08:00,1.1827354097815999,2024-05-17T17:46:59+08:00,-0.034956,-0.034956,0.0,,2024-05-17T17:46:29+08:00,2024-05-17T17:46:29+08:00,0.0,27,810.0,2024-05-17T08:10:28+08:00,2024-05-17T17:45:59+08:00
5月20日08_00_5月20日18_00,train,start,OBSERVED_DEADBAND,2024-05-20T08:22:04+08:00,5.152241438840328,2024-05-20T08:23:04+08:00,-10.087180410423603,-0.2736772531318592,0.0,,2024-05-20T08:22:34+08:00,2024-05-20T08:22:34+08:00,0.0,45,1350.0,2024-05-20T08:28:34+08:00,2024-05-20T17:33:34+08:00
5月20日08_00_5月20日18_00,train,end,CONSTRUCTED_CROSSING,2024-05-20T17:33:34+08:00,9.529617572736793,2024-05-20T17:34:04+08:00,-1.2863866858127793,,0.0,0.8810663665562125,2024-05-20T17:34:00.431990+08:00,2024-05-20T17:34:00+08:00,-0.43199,52,1561.0,2024-05-20T08:28:34+08:00,2024-05-20T17:33:34+08:00
5月21日05_00_5月21日11_00,validation,start,OBSERVED_DEADBAND,2024-05-21T05:33:35+08:00,-2.7484375551020364,2024-05-21T05:34:35+08:00,5.129797153469397,0.27644158367346705,0.0,,2024-05-21T05:34:05+08:00,2024-05-21T05:34:05+08:00,0.0,68,2040.0,2024-05-21T05:34:35+08:00,2024-05-21T10:40:06+08:00
5月21日05_00_5月21日11_00,validation,end,OBSERVED_DEADBAND,2024-05-21T10:40:06+08:00,1.0259246024650466,2024-05-21T10:41:06+08:00,-0.079144,-0.080782,0.0,,2024-05-21T10:40:36+08:00,2024-05-21T10:40:36+08:00,0.0,38,1140.0,2024-05-21T05:34:35+08:00,2024-05-21T10:40:06+08:00
5月24日08_00_5月24日19_00,train,start,OBSERVED_DEADBAND,2024-05-24T08:06:42+08:00,0.003927000000000034,2024-05-24T08:07:42+08:00,1.3758180000000002,0.004489000000000034,0.0,,2024-05-24T08:07:12+08:00,2024-05-24T08:07:12+08:00,0.0,14,420.0,2024-05-24T08:07:42+08:00,2024-05-24T16:34:13+08:00
5月24日08_00_5月24日19_00,train,end,CONSTRUCTED_CROSSING,2024-05-24T16:34:13+08:00,189.7055,2024-05-24T16:34:43+08:00,-26.896429999999995,,0.0,0.8758255293477765,2024-05-24T16:34:39.274765+08:00,2024-05-24T16:34:39+08:00,-0.27476500000000004,51,1530.0,2024-05-24T08:07:42+08:00,2024-05-24T16:34:13+08:00
5月27日08_00_5月27日19_00,train,start,OBSERVED_DEADBAND,2024-05-27T08:12:21+08:00,0.005005000000000028,2024-05-27T08:13:21+08:00,2.919400560146513,0.9397076718422084,0.0,,2024-05-27T08:12:51+08:00,2024-05-27T08:12:51+08:00,0.0,25,750.0,2024-05-27T08:13:21+08:00,2024-05-27T18:05:52+08:00
5月27日08_00_5月27日19_00,train,end,OBSERVED_DEADBAND,2024-05-27T18:05:52+08:00,2.7535785189979265,2024-05-27T18:06:52+08:00,-0.043251,0.8614887382266474,0.0,,2024-05-27T18:06:22+08:00,2024-05-27T18:06:22+08:00,0.0,107,3210.0,2024-05-27T08:13:21+08:00,2024-05-27T18:05:52+08:00
5月29日14_00_5月29日17_00,train,start,OBSERVED_DEADBAND,2024-05-29T14:04:57+08:00,0.006209000000000038,2024-05-29T14:05:57+08:00,1.2439607538545294,0.39919821466843486,0.0,,2024-05-29T14:05:27+08:00,2024-05-29T14:05:27+08:00,0.0,10,300.0,2024-05-29T14:05:57+08:00,2024-05-29T16:34:57+08:00
5月29日14_00_5月29日17_00,train,end,OBSERVED_DEADBAND,2024-05-29T16:34:57+08:00,1.7843074480890326,2024-05-29T16:35:57+08:00,-0.091978,0.5003831912853975,0.0,,2024-05-29T16:35:27+08:00,2024-05-29T16:35:27+08:00,0.0,49,1470.0,2024-05-29T14:05:57+08:00,2024-05-29T16:34:57+08:00
5月30日05_00_5月30日17_00,train,start,OBSERVED_DEADBAND,2024-05-30T05:17:58+08:00,0.535198,2024-05-30T05:18:58+08:00,1.6341083799152523,0.6104280000000004,0.0,,2024-05-30T05:18:28+08:00,2024-05-30T05:18:28+08:00,0.0,36,1080.0,2024-05-30T05:18:58+08:00,2024-05-30T16:04:30+08:00
5月30日05_00_5月30日17_00,train,end,OBSERVED_DEADBAND,2024-05-30T16:04:30+08:00,2.7684061595335194,2024-05-30T16:05:30+08:00,-0.053123000000000004,0.8553245076967997,0.0,,2024-05-30T16:05:00+08:00,2024-05-30T16:05:00+08:00,0.0,109,3270.0,2024-05-30T05:18:58+08:00,2024-05-30T16:04:30+08:00
6月4日08_00_6月4日12_00,validation,start,OBSERVED_DEADBAND,2024-06-04T08:36:42+08:00,0.004429000000000021,2024-06-04T08:37:42+08:00,1.9708700000000001,0.0049910000000000275,0.0,,2024-06-04T08:37:12+08:00,2024-06-04T08:37:12+08:00,0.0,74,2220.0,2024-06-04T08:37:42+08:00,2024-06-04T11:20:43+08:00
6月4日08_00_6月4日12_00,validation,end,OBSERVED_DEADBAND,2024-06-04T11:20:43+08:00,3.2076080479630704,2024-06-04T11:21:43+08:00,-0.087606,0.9859922097130323,0.0,,2024-06-04T11:21:13+08:00,2024-06-04T11:21:13+08:00,0.0,77,2310.0,2024-06-04T08:37:42+08:00,2024-06-04T11:20:43+08:00
6月5日08_00_6月5日19_00,train,start,OBSERVED_DEADBAND,2024-06-05T08:07:45+08:00,-0.012974999999999988,2024-06-05T08:08:45+08:00,1.178101,-0.014098999999999995,0.0,,2024-06-05T08:08:15+08:00,2024-06-05T08:08:15+08:00,0.0,16,480.0,2024-06-05T08:08:45+08:00,2024-06-05T18:04:45+08:00
6月5日08_00_6月5日19_00,train,end,OBSERVED_DEADBAND,2024-06-05T18:04:45+08:00,1.5494320357466123,2024-06-05T18:05:45+08:00,-0.10886,0.427355485841467,0.0,,2024-06-05T18:05:15+08:00,2024-06-05T18:05:15+08:00,0.0,109,3270.0,2024-06-05T08:08:45+08:00,2024-06-05T18:04:45+08:00
6月7日00_00_6月7日24_00,train,start,CONSTRUCTED_CROSSING,2024-06-07T01:49:48+08:00,-35.519538,2024-06-07T01:50:18+08:00,22.981542,,0.0,0.6071603806288703,2024-06-07T01:50:06.214811+08:00,2024-06-07T01:50:06+08:00,-0.21481099999999997,220,6600.0,2024-06-07T01:50:18+08:00,2024-06-07T15:33:19+08:00
6月7日00_00_6月7日24_00,train,end,OBSERVED_DEADBAND,2024-06-07T15:33:19+08:00,1.7147454569127802,2024-06-07T15:34:19+08:00,-0.09574500000000001,0.48241131546269855,0.0,,2024-06-07T15:33:49+08:00,2024-06-07T15:33:49+08:00,0.0,1012,30361.0,2024-06-07T01:50:18+08:00,2024-06-07T15:33:19+08:00
6月11日08_00_6月11日11_00,test,start,OBSERVED_DEADBAND,2024-06-11T08:10:31+08:00,-0.12155200000000001,2024-06-11T08:11:31+08:00,2.137372,-0.12042800000000001,0.0,,2024-06-11T08:11:01+08:00,2024-06-11T08:11:01+08:00,0.0,22,660.0,2024-06-11T08:11:31+08:00,2024-06-11T10:45:31+08:00
6月11日08_00_6月11日11_00,test,end,OBSERVED_DEADBAND,2024-06-11T10:45:31+08:00,1.8849795112147731,2024-06-11T10:46:31+08:00,-0.045135,0.5741413440038983,0.0,,2024-06-11T10:46:01+08:00,2024-06-11T10:46:01+08:00,0.0,27,810.0,2024-06-11T08:11:31+08:00,2024-06-11T10:45:31+08:00
6月12日14_00_6月12日17_00,validation,start,OBSERVED_DEADBAND,2024-06-12T14:30:05+08:00,-0.102671,2024-06-12T14:31:05+08:00,1.461028880263697,0.31221400000000005,0.0,,2024-06-12T14:30:35+08:00,2024-06-12T14:30:35+08:00,0.0,61,1830.0,2024-06-12T14:31:05+08:00,2024-06-12T16:21:06+08:00
6月12日14_00_6月12日17_00,validation,end,OBSERVED_DEADBAND,2024-06-12T16:21:06+08:00,1.393332127010047,2024-06-12T16:22:06+08:00,-0.6644846096329555,0.04892947421695126,0.0,,2024-06-12T16:21:36+08:00,2024-06-12T16:21:36+08:00,0.0,76,2280.0,2024-06-12T14:31:05+08:00,2024-06-12T16:21:06+08:00
6月14日08_00_6月15日18_00,train,start,OBSERVED_DEADBAND,2024-06-14T09:04:14+08:00,-0.017432999999999924,2024-06-14T09:05:14+08:00,1.6202045403304155,0.5269398940719139,0.0,,2024-06-14T09:04:44+08:00,2024-06-14T09:04:44+08:00,0.0,129,3870.0,2024-06-14T09:05:14+08:00,2024-06-15T17:05:49+08:00
6月14日08_00_6月15日18_00,train,end,OBSERVED_DEADBAND,2024-06-15T17:05:49+08:00,1.1932224460189822,2024-06-15T17:06:49+08:00,-0.028111999999999998,0.363279386140114,0.0,,2024-06-15T17:06:19+08:00,2024-06-15T17:06:19+08:00,0.0,107,3211.0,2024-06-14T09:05:14+08:00,2024-06-15T17:05:49+08:00
6月17日09_00_6月17日16_00,train,start,OBSERVED_DEADBAND,2024-06-17T09:25:26+08:00,-0.10682900000000001,2024-06-17T09:26:26+08:00,2.3280230483248054,0.6063780000000004,0.0,,2024-06-17T09:25:56+08:00,2024-06-17T09:25:56+08:00,0.0,51,1530.0,2024-06-17T09:26:26+08:00,2024-06-17T15:16:57+08:00
6月17日09_00_6月17日16_00,train,end,OBSERVED_DEADBAND,2024-06-17T15:16:57+08:00,2.3118010871964714,2024-06-17T15:17:57+08:00,-0.05425,0.6969759999999989,0.0,,2024-06-17T15:17:27+08:00,2024-06-17T15:17:27+08:00,0.0,85,2550.0,2024-06-17T09:26:26+08:00,2024-06-17T15:16:57+08:00
