timestamp,fc_total_kw,battery_total_kw,load_total_kw,speed_aligned_kn,speed_source,soc_mean_pct,propulsion_inverter_kw,battery_state,aligned,is_shore,is_external_charging,is_abnormal,is_physical_inconsistency,parent_voyage
2024-06-14 08:00:14,0.0,-0.08540700000000001,-0.08540700000000001,0.0,linear,97.38333333333334,0.0,neutral,True,False,False,False,True,6月14日08_00_6月15日18_00
2024-06-14 08:00:44,0.0,-0.084845,-0.084845,0.0,linear,97.38333333333334,0.0,neutral,True,False,False,False,True,6月14日08_00_6月15日18_00
2024-06-14 08:01:14,0.0,-0.084845,-0.084845,0.0,linear,97.38333333333334,0.0,neutral,True,False,False,False,True,6月14日08_00_6月15日18_00
2024-06-14 08:01:44,0.0,-0.08540700000000001,-0.08540700000000001,0.0,exact,97.38333333333334,0.0,neutral,True,False,False,False,True,6月14日08_00_6月15日18_00
2024-06-14 08:02:14,0.0,-0.08540700000000001,-0.08540700000000001,0.0,linear,97.38333333333334,0.0,neutral,True,False,False,False,True,6月14日08_00_6月15日18_00
2024-06-14 08:02:44,0.0,-0.085968,-0.085968,0.0,linear,97.38333333333334,0.0,neutral,True,False,False,False,True,6月14日08_00_6月15日18_00
2024-06-14 08:03:14,0.0,-0.08540700000000001,-0.08540700000000001,0.0,linear,97.38333333333334,0.0,neutral,True,False,False,False,True,6月14日08_00_6月15日18_00
2024-06-14 08:03:44,0.0,-0.084845,-0.084845,0.0,exact,97.38333333333334,0.0,neutral,True,False,False,False,True,6月14日08_00_6月15日18_00
2024-06-14 08:04:14,0.0,-0.08540700000000001,-0.08540700000000001,0.0,linear,97.38333333333334,0.0,neutral,True,False,False,False,True,6月14日08_00_6月15日18_00
2024-06-14 08:04:44,0.0,-0.08540700000000001,-0.08540700000000001,0.0,linear,97.38333333333334,0.0,neutral,True,False,False,False,True,6月14日08_00_6月15日18_00
2024-06-14 08:05:14,0.0,-0.084845,-0.084845,0.0,linear,97.38333333333334,0.0,neutral,True,False,False,False,True,6月14日08_00_6月15日18_00
2024-06-14 08:05:44,0.0,-0.08540700000000001,-0.08540700000000001,0.0,exact,97.38333333333334,0.0,neutral,True,False,False,False,True,6月14日08_00_6月15日18_00
