parent,start_time,end_time,duration_s,point_count,reason,mean_fc_kw,mean_battery_kw,all_FC_stopped_status_fraction,mean_load_kw,start_soc_pct,end_soc_pct,speed_min_kn,speed_max_kn,overlapping_sample_ids
5月8日08_00_5月8日17_00,2024-05-08 16:20:35,2024-05-08 16:59:36,2371,79,sustained_static_net_charge_FC_total_at_empirical_shutdown_noise_floor,0,-107.178966316,0,-107.178966316,39.8833333333,43.5666666667,0,0,
5月9日08_00_5月9日17_00,2024-05-09 11:08:38,2024-05-09 13:42:38,9270,309,sustained_static_net_charge_FC_total_at_empirical_shutdown_noise_floor,0,-97.2773689903,0,-97.2773689903,67.2416666667,85.2833333333,0,0,
5月9日08_00_5月9日17_00,2024-05-09 16:11:08,2024-05-09 16:59:38,2940,98,sustained_static_net_charge_FC_total_at_empirical_shutdown_noise_floor,0,-35.8997701531,0,-35.8997701531,57.9083333333,59.4666666667,0,0,
5月10日08_00_5月10日10_00,2024-05-10 09:23:12,2024-05-10 09:59:42,2220,74,sustained_static_net_charge_FC_total_at_empirical_shutdown_noise_floor,0,-103.431064878,0,-103.431064878,72.8,76.1333333333,0,0,
5月11日08_00_5月11日11_00,2024-05-11 10:21:16,2024-05-11 10:59:46,2340,78,sustained_static_net_charge_FC_total_at_empirical_shutdown_noise_floor,0,-105.707679449,0,-105.707679449,67.8,71.3583333333,0,0,
5月20日08_00_5月20日18_00,2024-05-20 14:09:34,2024-05-20 14:41:34,1950,65,sustained_static_net_charge_FC_total_at_empirical_shutdown_noise_floor,0,-107.592034169,0,-107.592034169,67.1666666667,70.1916666667,0,0,
5月20日08_00_5月20日18_00,2024-05-20 17:38:34,2024-05-20 17:59:34,1290,43,sustained_static_net_charge_FC_total_at_empirical_shutdown_noise_floor,0,-89.7133058372,0,-89.7133058372,62.7666666667,64.4333333333,0,0,
5月30日05_00_5月30日17_00,2024-05-30 15:48:30,2024-05-30 15:51:30,210,7,sustained_static_net_charge_FC_total_at_empirical_shutdown_noise_floor,0,-26.8008114286,0,-26.8008114286,49.3583333333,49.4416666667,0,0,
6月7日00_00_6月7日24_00,2024-06-07 00:00:18,2024-06-07 01:49:48,6600,220,sustained_static_net_charge_FC_total_at_empirical_shutdown_noise_floor,0,-105.427623573,0,-105.427623573,53,63.225,0,0,
6月14日08_00_6月15日18_00,2024-06-14 19:16:16,2024-06-14 19:37:16,1290,43,sustained_static_net_charge_FC_total_at_empirical_shutdown_noise_floor,0,-70.4944227442,0,-70.4944227442,56.825,58.1666666667,0,0,
6月14日08_00_6月15日18_00,2024-06-15 00:34:16,2024-06-15 09:17:18,31412,1047,sustained_static_net_charge_FC_total_at_empirical_shutdown_noise_floor,0,-57.3240335616,0,-57.3240335616,45.825,75.65,0,0,
6月14日08_00_6月15日18_00,2024-06-15 09:34:48,2024-06-15 16:27:49,24811,827,sustained_static_net_charge_FC_total_at_empirical_shutdown_noise_floor,0,-58.1597062237,0,-58.1597062237,74.7166666667,96.0333333333,0,0,
6月14日08_00_6月15日18_00,2024-06-15 16:55:49,2024-06-15 16:58:19,180,6,sustained_static_net_charge_FC_total_at_empirical_shutdown_noise_floor,0,-57.0820318333,0,-57.0820318333,95.8166666667,96.0916666667,0,0,
6月30日05_00_6月30日11_00,2024-06-30 10:35:40,2024-06-30 10:59:40,1470,49,sustained_static_net_charge_FC_total_at_empirical_shutdown_noise_floor,0,-107.73008051,0,-107.73008051,42.025,44.3333333333,0,0,
