parent,start_time,end_time,duration_s,point_count,exclusion_reason
5月13日08_00_5月13日11_00,2024-05-13 08:00:20,2024-05-13 08:51:50,3120,104,stationary_only_without_sailing_task
5月13日08_00_5月13日11_00,2024-05-13 10:24:21,2024-05-13 10:59:51,2160,72,stationary_only_without_sailing_task
5月14日12_00_5月14日19_00,2024-05-14 12:00:23,2024-05-14 12:24:53,1500,50,stationary_only_without_sailing_task
5月14日12_00_5月14日19_00,2024-05-14 12:31:53,2024-05-14 12:39:53,510,17,stationary_only_without_sailing_task
5月14日12_00_5月14日19_00,2024-05-14 12:40:23,2024-05-14 13:09:53,1800,60,ambiguous_external_supply
5月14日12_00_5月14日19_00,2024-05-14 13:10:23,2024-05-14 13:10:23,30,1,stationary_only_without_sailing_task
5月14日12_00_5月14日19_00,2024-05-14 13:10:53,2024-05-14 13:10:53,30,1,ambiguous_external_supply
5月14日12_00_5月14日19_00,2024-05-14 13:11:23,2024-05-14 15:05:53,6900,230,quality_cut_without_natural_transition
5月14日12_00_5月14日19_00,2024-05-14 15:06:23,2024-05-14 15:11:23,330,11,physical_inconsistency_negative_balance
5月14日12_00_5月14日19_00,2024-05-14 15:11:53,2024-05-14 15:17:23,360,12,ambiguous_external_supply
5月14日12_00_5月14日19_00,2024-05-14 15:17:53,2024-05-14 15:23:23,360,12,insufficient_continuous_operation_duration
5月14日12_00_5月14日19_00,2024-05-14 15:23:53,2024-05-14 15:26:53,210,7,physical_inconsistency_negative_balance
5月14日12_00_5月14日19_00,2024-05-14 15:27:23,2024-05-14 15:38:23,690,23,ambiguous_external_supply
5月14日12_00_5月14日19_00,2024-05-14 15:38:53,2024-05-14 16:41:53,3810,127,long_stop_dwell_core
5月14日12_00_5月14日19_00,2024-05-14 18:29:53,2024-05-14 18:29:53,30,1,invalid_power_alignment
5月14日12_00_5月14日19_00,2024-05-14 18:35:53,2024-05-14 18:59:53,1470,49,stationary_only_without_sailing_task
5月15日08_00_5月15日17_00,2024-05-15 08:00:24,2024-05-15 08:14:54,900,30,stationary_only_without_sailing_task
5月15日08_00_5月15日17_00,2024-05-15 08:33:24,2024-05-15 08:54:54,1320,44,long_stop_dwell_core
5月15日08_00_5月15日17_00,2024-05-15 08:55:24,2024-05-15 09:00:55,361,12,ambiguous_external_supply
5月15日08_00_5月15日17_00,2024-05-15 09:01:24,2024-05-15 11:07:55,7621,254,quality_cut_without_natural_transition
5月15日08_00_5月15日17_00,2024-05-15 11:08:25,2024-05-15 11:22:25,870,29,physical_inconsistency_negative_balance
5月15日08_00_5月15日17_00,2024-05-15 11:22:55,2024-05-15 11:55:25,1980,66,ambiguous_external_supply
5月15日08_00_5月15日17_00,2024-05-15 11:55:55,2024-05-15 11:57:25,120,4,physical_inconsistency_negative_balance
5月15日08_00_5月15日17_00,2024-05-15 11:57:55,2024-05-15 12:00:55,210,7,insufficient_continuous_operation_duration
5月15日08_00_5月15日17_00,2024-05-15 12:01:25,2024-05-15 12:06:25,330,11,physical_inconsistency_negative_balance
5月15日08_00_5月15日17_00,2024-05-15 12:06:55,2024-05-15 12:35:25,1740,58,ambiguous_external_supply
5月15日08_00_5月15日17_00,2024-05-15 12:35:55,2024-05-15 12:36:55,90,3,physical_inconsistency_negative_balance
5月15日08_00_5月15日17_00,2024-05-15 12:37:25,2024-05-15 12:54:25,1050,35,quality_cut_without_natural_transition
5月15日08_00_5月15日17_00,2024-05-15 12:54:55,2024-05-15 12:56:55,150,5,physical_inconsistency_negative_balance
5月15日08_00_5月15日17_00,2024-05-15 12:57:25,2024-05-15 12:58:55,120,4,ambiguous_external_supply
5月15日08_00_5月15日17_00,2024-05-15 12:59:25,2024-05-15 13:51:55,3180,106,long_stop_dwell_core
5月15日08_00_5月15日17_00,2024-05-15 13:52:25,2024-05-15 14:04:25,750,25,quality_cut_without_natural_transition
5月15日08_00_5月15日17_00,2024-05-15 14:04:55,2024-05-15 14:07:55,210,7,physical_inconsistency_negative_balance
5月15日08_00_5月15日17_00,2024-05-15 14:08:25,2024-05-15 14:31:25,1410,47,ambiguous_external_supply
5月15日08_00_5月15日17_00,2024-05-15 14:31:55,2024-05-15 16:43:25,7920,264,quality_cut_without_natural_transition
5月15日08_00_5月15日17_00,2024-05-15 16:50:25,2024-05-15 16:59:55,600,20,stationary_only_without_sailing_task
5月17日08_00_5月17日18_00,2024-05-17 08:00:28,2024-05-17 08:10:28,630,21,stationary_only_without_sailing_task
5月17日08_00_5月17日18_00,2024-05-17 08:16:28,2024-05-17 08:29:58,840,28,long_stop_dwell_core
5月17日08_00_5月17日18_00,2024-05-17 08:30:28,2024-05-17 09:22:58,3180,106,quality_cut_without_natural_transition
5月17日08_00_5月17日18_00,2024-05-17 09:23:28,2024-05-17 09:23:58,60,2,physical_inconsistency_negative_balance
5月17日08_00_5月17日18_00,2024-05-17 09:24:28,2024-05-17 09:46:58,1380,46,quality_cut_without_natural_transition
5月17日08_00_5月17日18_00,2024-05-17 09:47:28,2024-05-17 09:48:29,91,3,physical_inconsistency_negative_balance
5月17日08_00_5月17日18_00,2024-05-17 09:48:58,2024-05-17 10:16:28,1680,56,quality_cut_without_natural_transition
5月17日08_00_5月17日18_00,2024-05-17 10:16:58,2024-05-17 10:17:58,90,3,physical_inconsistency_negative_balance
5月17日08_00_5月17日18_00,2024-05-17 10:18:28,2024-05-17 10:18:28,30,1,stationary_only_without_sailing_task
5月17日08_00_5月17日18_00,2024-05-17 10:18:58,2024-05-17 10:19:28,60,2,physical_inconsistency_negative_balance
5月17日08_00_5月17日18_00,2024-05-17 10:19:58,2024-05-17 11:20:28,3660,122,quality_cut_without_natural_transition
5月17日08_00_5月17日18_00,2024-05-17 11:20:58,2024-05-17 11:33:28,780,26,long_stop_dwell_core
5月17日08_00_5月17日18_00,2024-05-17 11:39:58,2024-05-17 15:39:29,14401,480,stationary_only_without_sailing_task
5月17日08_00_5月17日18_00,2024-05-17 15:45:29,2024-05-17 16:30:29,2730,91,quality_cut_without_natural_transition
5月17日08_00_5月17日18_00,2024-05-17 16:30:59,2024-05-17 16:30:59,30,1,physical_inconsistency_negative_balance
5月17日08_00_5月17日18_00,2024-05-17 16:31:29,2024-05-17 17:03:59,1980,66,quality_cut_without_natural_transition
5月17日08_00_5月17日18_00,2024-05-17 17:04:29,2024-05-17 17:39:59,2160,72,long_stop_dwell_core
5月17日08_00_5月17日18_00,2024-05-17 17:46:29,2024-05-17 17:59:59,840,28,stationary_only_without_sailing_task
5月20日08_00_5月20日18_00,2024-05-20 08:00:03,2024-05-20 08:21:33,1320,44,stationary_only_without_sailing_task
5月20日08_00_5月20日18_00,2024-05-20 08:29:33,2024-05-20 10:28:33,7170,239,quality_cut_without_natural_transition
5月20日08_00_5月20日18_00,2024-05-20 10:29:03,2024-05-20 10:31:33,180,6,physical_inconsistency_negative_balance
5月20日08_00_5月20日18_00,2024-05-20 10:32:03,2024-05-20 10:43:33,720,24,ambiguous_external_supply
5月20日08_00_5月20日18_00,2024-05-20 10:44:03,2024-05-20 11:47:03,3810,127,long_stop_dwell_core
5月20日08_00_5月20日18_00,2024-05-20 11:47:33,2024-05-20 13:41:34,6871,229,quality_cut_without_natural_transition
5月20日08_00_5月20日18_00,2024-05-20 13:42:04,2024-05-20 13:48:04,390,13,physical_inconsistency_negative_balance
5月20日08_00_5月20日18_00,2024-05-20 13:48:34,2024-05-20 13:54:34,390,13,ambiguous_external_supply
5月20日08_00_5月20日18_00,2024-05-20 13:55:04,2024-05-20 13:59:34,300,10,stationary_only_without_sailing_task
5月20日08_00_5月20日18_00,2024-05-20 14:09:34,2024-05-20 14:41:34,1950,65,confirmed_shore
5月20日08_00_5月20日18_00,2024-05-20 14:42:04,2024-05-20 15:18:04,2190,73,stationary_only_without_sailing_task
5月20日08_00_5月20日18_00,2024-05-20 15:24:34,2024-05-20 15:25:04,60,2,ambiguous_external_supply
5月20日08_00_5月20日18_00,2024-05-20 15:25:34,2024-05-20 16:13:34,2910,97,quality_cut_without_natural_transition
5月20日08_00_5月20日18_00,2024-05-20 16:14:04,2024-05-20 16:14:34,60,2,physical_inconsistency_negative_balance
5月20日08_00_5月20日18_00,2024-05-20 16:15:04,2024-05-20 17:08:04,3210,107,quality_cut_without_natural_transition
5月20日08_00_5月20日18_00,2024-05-20 17:08:34,2024-05-20 17:31:34,1410,47,long_stop_dwell_core
5月20日08_00_5月20日18_00,2024-05-20 17:38:34,2024-05-20 17:59:34,1290,43,confirmed_shore
5月21日05_00_5月21日11_00,2024-05-21 05:00:05,2024-05-21 05:29:05,1770,59,stationary_only_without_sailing_task
5月21日05_00_5月21日11_00,2024-05-21 05:36:05,2024-05-21 05:38:35,180,6,long_stop_dwell_core
5月21日05_00_5月21日11_00,2024-05-21 05:39:05,2024-05-21 07:43:05,7470,249,quality_cut_without_natural_transition
5月21日05_00_5月21日11_00,2024-05-21 07:43:35,2024-05-21 07:47:05,240,8,physical_inconsistency_negative_balance
5月21日05_00_5月21日11_00,2024-05-21 07:47:35,2024-05-21 07:51:35,270,9,ambiguous_external_supply
5月21日05_00_5月21日11_00,2024-05-21 07:52:05,2024-05-21 08:26:05,2070,69,long_stop_dwell_core
5月21日05_00_5月21日11_00,2024-05-21 08:26:35,2024-05-21 10:34:35,7710,257,quality_cut_without_natural_transition
5月21日05_00_5月21日11_00,2024-05-21 10:40:35,2024-05-21 10:59:35,1170,39,stationary_only_without_sailing_task
5月24日08_00_5月24日19_00,2024-05-24 08:00:12,2024-05-24 08:08:12,510,17,stationary_only_without_sailing_task
5月24日08_00_5月24日19_00,2024-05-24 08:14:12,2024-05-24 08:14:42,60,2,long_stop_dwell_core
5月24日08_00_5月24日19_00,2024-05-24 08:15:12,2024-05-24 09:46:12,5490,183,quality_cut_without_natural_transition
5月24日08_00_5月24日19_00,2024-05-24 09:46:42,2024-05-24 09:46:42,30,1,physical_inconsistency_negative_balance
5月24日08_00_5月24日19_00,2024-05-24 09:47:12,2024-05-24 09:56:42,600,20,insufficient_continuous_operation_duration
5月24日08_00_5月24日19_00,2024-05-24 09:57:12,2024-05-24 09:58:12,90,3,physical_inconsistency_negative_balance
5月24日08_00_5月24日19_00,2024-05-24 09:58:42,2024-05-24 09:59:12,60,2,stationary_only_without_sailing_task
5月24日08_00_5月24日19_00,2024-05-24 09:59:42,2024-05-24 09:59:42,30,1,physical_inconsistency_negative_balance
5月24日08_00_5月24日19_00,2024-05-24 10:00:12,2024-05-24 11:06:13,3991,133,quality_cut_without_natural_transition
5月24日08_00_5月24日19_00,2024-05-24 11:06:43,2024-05-24 11:08:13,120,4,physical_inconsistency_negative_balance
5月24日08_00_5月24日19_00,2024-05-24 11:08:43,2024-05-24 11:08:43,30,1,stationary_only_without_sailing_task
5月24日08_00_5月24日19_00,2024-05-24 11:09:13,2024-05-24 11:18:13,570,19,physical_inconsistency_negative_balance
5月24日08_00_5月24日19_00,2024-05-24 11:18:43,2024-05-24 12:05:13,2820,94,ambiguous_external_supply
5月24日08_00_5月24日19_00,2024-05-24 12:05:43,2024-05-24 12:07:43,150,5,physical_inconsistency_negative_balance
5月24日08_00_5月24日19_00,2024-05-24 12:08:13,2024-05-24 12:37:43,1800,60,ambiguous_external_supply
5月24日08_00_5月24日19_00,2024-05-24 12:38:13,2024-05-24 13:09:43,1920,64,quality_cut_without_natural_transition
5月24日08_00_5月24日19_00,2024-05-24 13:10:13,2024-05-24 14:38:43,5340,178,long_stop_dwell_core
5月24日08_00_5月24日19_00,2024-05-24 14:39:13,2024-05-24 16:34:13,6930,231,quality_cut_without_natural_transition
5月24日08_00_5月24日19_00,2024-05-24 16:34:43,2024-05-24 16:35:13,60,2,physical_inconsistency_negative_balance
5月24日08_00_5月24日19_00,2024-05-24 16:35:43,2024-05-24 16:35:43,30,1,stationary_only_without_sailing_task
5月24日08_00_5月24日19_00,2024-05-24 16:36:13,2024-05-24 16:38:13,150,5,physical_inconsistency_negative_balance
5月24日08_00_5月24日19_00,2024-05-24 16:38:43,2024-05-24 16:59:43,1290,43,ambiguous_external_supply
5月24日08_00_5月24日19_00,2024-05-24 17:00:13,2024-05-24 18:29:13,5370,179,invalid_power_alignment
5月24日08_00_5月24日19_00,2024-05-24 18:35:13,2024-05-24 18:59:43,1500,50,invalid_power_alignment
5月27日08_00_5月27日19_00,2024-05-27 08:00:20,2024-05-27 08:12:20,750,25,stationary_only_without_sailing_task
5月27日08_00_5月27日19_00,2024-05-27 11:10:21,2024-05-27 15:29:51,15600,520,stationary_only_without_sailing_task
5月27日08_00_5月27日19_00,2024-05-27 15:35:51,2024-05-27 15:37:51,150,5,stationary_only_without_sailing_task
5月27日08_00_5月27日19_00,2024-05-27 15:38:21,2024-05-27 16:18:51,2460,83,ambiguous_external_supply
5月27日08_00_5月27日19_00,2024-05-27 16:19:01,2024-05-27 16:19:01,30,1,invalid_power_alignment
5月27日08_00_5月27日19_00,2024-05-27 16:19:09,2024-05-27 16:39:51,1272,43,ambiguous_external_supply
5月27日08_00_5月27日19_00,2024-05-27 16:40:21,2024-05-27 17:58:51,4740,158,quality_cut_without_natural_transition
5月27日08_00_5月27日19_00,2024-05-27 17:59:21,2024-05-27 18:00:51,120,4,long_stop_dwell_core
5月27日08_00_5月27日19_00,2024-05-27 18:06:51,2024-05-27 18:59:51,3210,107,stationary_only_without_sailing_task
5月29日14_00_5月29日17_00,2024-05-29 14:00:26,2024-05-29 14:04:56,300,10,stationary_only_without_sailing_task
5月29日14_00_5月29日17_00,2024-05-29 14:05:26,2024-05-29 14:05:26,30,1,invalid_power_alignment
5月29日14_00_5月29日17_00,2024-05-29 14:14:56,2024-05-29 14:21:26,420,14,long_stop_dwell_core
5月29日14_00_5月29日17_00,2024-05-29 14:21:56,2024-05-29 15:14:26,3180,106,quality_cut_without_natural_transition
5月29日14_00_5月29日17_00,2024-05-29 15:14:56,2024-05-29 15:14:56,30,1,physical_inconsistency_negative_balance
5月29日14_00_5月29日17_00,2024-05-29 15:15:26,2024-05-29 15:17:56,180,6,insufficient_continuous_operation_duration
5月29日14_00_5月29日17_00,2024-05-29 15:18:26,2024-05-29 15:25:26,450,15,physical_inconsistency_negative_balance
5月29日14_00_5月29日17_00,2024-05-29 15:25:56,2024-05-29 15:26:26,60,2,stationary_only_without_sailing_task
5月29日14_00_5月29日17_00,2024-05-29 15:26:56,2024-05-29 15:26:56,30,1,physical_inconsistency_negative_balance
5月29日14_00_5月29日17_00,2024-05-29 15:27:26,2024-05-29 15:27:56,60,2,stationary_only_without_sailing_task
5月29日14_00_5月29日17_00,2024-05-29 15:28:26,2024-05-29 15:30:26,150,5,physical_inconsistency_negative_balance
5月29日14_00_5月29日17_00,2024-05-29 15:30:56,2024-05-29 16:25:27,3301,110,quality_cut_without_natural_transition
5月29日14_00_5月29日17_00,2024-05-29 16:25:57,2024-05-29 16:29:27,240,8,long_stop_dwell_core
5月29日14_00_5月29日17_00,2024-05-29 16:35:57,2024-05-29 16:59:57,1470,49,stationary_only_without_sailing_task
5月30日05_00_5月30日17_00,2024-05-30 05:00:28,2024-05-30 05:18:28,1110,37,stationary_only_without_sailing_task
5月30日05_00_5月30日17_00,2024-05-30 05:24:28,2024-05-30 05:24:28,30,1,invalid_power_alignment
5月30日05_00_5月30日17_00,2024-05-30 05:24:58,2024-05-30 05:26:58,150,5,long_stop_dwell_core
5月30日05_00_5月30日17_00,2024-05-30 05:27:28,2024-05-30 10:05:29,16711,557,quality_cut_without_natural_transition
5月30日05_00_5月30日17_00,2024-05-30 10:05:59,2024-05-30 10:09:59,270,9,physical_inconsistency_negative_balance
5月30日05_00_5月30日17_00,2024-05-30 10:10:29,2024-05-30 10:45:59,2160,72,ambiguous_external_supply
5月30日05_00_5月30日17_00,2024-05-30 10:46:29,2024-05-30 10:49:29,210,7,insufficient_continuous_operation_duration
5月30日05_00_5月30日17_00,2024-05-30 10:49:59,2024-05-30 10:49:59,30,1,physical_inconsistency_negative_balance
5月30日05_00_5月30日17_00,2024-05-30 10:50:29,2024-05-30 10:50:29,30,1,stationary_only_without_sailing_task
5月30日05_00_5月30日17_00,2024-05-30 10:50:59,2024-05-30 10:50:59,30,1,physical_inconsistency_negative_balance
5月30日05_00_5月30日17_00,2024-05-30 10:51:29,2024-05-30 10:51:29,30,1,stationary_only_without_sailing_task
5月30日05_00_5月30日17_00,2024-05-30 10:51:59,2024-05-30 10:54:59,210,7,physical_inconsistency_negative_balance
5月30日05_00_5月30日17_00,2024-05-30 10:55:29,2024-05-30 11:37:29,2550,85,ambiguous_external_supply
5月30日05_00_5月30日17_00,2024-05-30 11:37:59,2024-05-30 11:45:59,510,17,insufficient_continuous_operation_duration
5月30日05_00_5月30日17_00,2024-05-30 11:46:29,2024-05-30 11:46:59,60,2,physical_inconsistency_negative_balance
5月30日05_00_5月30日17_00,2024-05-30 11:47:29,2024-05-30 11:50:29,210,7,insufficient_continuous_operation_duration
5月30日05_00_5月30日17_00,2024-05-30 11:50:59,2024-05-30 11:52:59,150,5,physical_inconsistency_negative_balance
5月30日05_00_5月30日17_00,2024-05-30 11:53:29,2024-05-30 11:58:29,330,11,insufficient_continuous_operation_duration
5月30日05_00_5月30日17_00,2024-05-30 11:58:59,2024-05-30 12:01:59,210,7,physical_inconsistency_negative_balance
5月30日05_00_5月30日17_00,2024-05-30 12:02:29,2024-05-30 12:09:29,450,15,ambiguous_external_supply
5月30日05_00_5月30日17_00,2024-05-30 12:09:59,2024-05-30 12:12:29,180,6,physical_inconsistency_negative_balance
5月30日05_00_5月30日17_00,2024-05-30 12:12:59,2024-05-30 12:17:29,300,10,insufficient_continuous_operation_duration
5月30日05_00_5月30日17_00,2024-05-30 12:17:59,2024-05-30 12:19:59,150,5,physical_inconsistency_negative_balance
5月30日05_00_5月30日17_00,2024-05-30 12:20:29,2024-05-30 12:28:29,510,17,ambiguous_external_supply
5月30日05_00_5月30日17_00,2024-05-30 12:28:59,2024-05-30 13:50:29,4920,164,long_stop_dwell_core
5月30日05_00_5月30日17_00,2024-05-30 13:50:59,2024-05-30 15:42:00,6691,223,quality_cut_without_natural_transition
5月30日05_00_5月30日17_00,2024-05-30 15:42:30,2024-05-30 15:44:30,150,5,physical_inconsistency_negative_balance
5月30日05_00_5月30日17_00,2024-05-30 15:45:00,2024-05-30 15:45:00,30,1,stationary_only_without_sailing_task
5月30日05_00_5月30日17_00,2024-05-30 15:45:30,2024-05-30 15:46:30,90,3,physical_inconsistency_negative_balance
5月30日05_00_5月30日17_00,2024-05-30 15:47:00,2024-05-30 15:48:00,90,3,stationary_only_without_sailing_task
5月30日05_00_5月30日17_00,2024-05-30 15:48:30,2024-05-30 15:51:30,210,7,confirmed_shore
5月30日05_00_5月30日17_00,2024-05-30 15:52:00,2024-05-30 15:58:30,420,14,stationary_only_without_sailing_task
5月30日05_00_5月30日17_00,2024-05-30 16:05:30,2024-05-30 16:59:30,3270,109,stationary_only_without_sailing_task
6月4日08_00_6月4日12_00,2024-06-04 08:00:12,2024-06-04 08:37:42,2280,76,stationary_only_without_sailing_task
6月4日08_00_6月4日12_00,2024-06-04 08:43:42,2024-06-04 08:51:12,480,16,long_stop_dwell_core
6月4日08_00_6月4日12_00,2024-06-04 08:51:42,2024-06-04 09:55:12,3840,128,quality_cut_without_natural_transition
6月4日08_00_6月4日12_00,2024-06-04 09:55:42,2024-06-04 09:59:42,270,9,ambiguous_external_supply
6月4日08_00_6月4日12_00,2024-06-04 10:00:12,2024-06-04 10:59:42,3600,120,quality_cut_without_natural_transition
6月4日08_00_6月4日12_00,2024-06-04 11:00:12,2024-06-04 11:03:42,240,8,ambiguous_external_supply
6月4日08_00_6月4日12_00,2024-06-04 11:04:12,2024-06-04 11:15:42,720,24,stationary_only_without_sailing_task
6月4日08_00_6月4日12_00,2024-06-04 11:21:42,2024-06-04 11:59:42,2310,77,stationary_only_without_sailing_task
6月5日08_00_6月5日19_00,2024-06-05 08:00:14,2024-06-05 08:08:44,540,18,stationary_only_without_sailing_task
6月5日08_00_6月5日19_00,2024-06-05 08:14:44,2024-06-05 08:21:14,420,14,long_stop_dwell_core
6月5日08_00_6月5日19_00,2024-06-05 08:21:44,2024-06-05 08:43:14,1320,44,quality_cut_without_natural_transition
6月5日08_00_6月5日19_00,2024-06-05 08:43:44,2024-06-05 08:44:44,90,3,ambiguous_external_supply
6月5日08_00_6月5日19_00,2024-06-05 08:45:14,2024-06-05 09:18:44,2040,68,quality_cut_without_natural_transition
6月5日08_00_6月5日19_00,2024-06-05 09:19:14,2024-06-05 09:21:14,150,5,ambiguous_external_supply
6月5日08_00_6月5日19_00,2024-06-05 09:21:44,2024-06-05 09:21:44,30,1,stationary_only_without_sailing_task
6月5日08_00_6月5日19_00,2024-06-05 09:22:14,2024-06-05 09:23:14,90,3,ambiguous_external_supply
6月5日08_00_6月5日19_00,2024-06-05 09:23:44,2024-06-05 09:29:44,390,13,insufficient_continuous_operation_duration
6月5日08_00_6月5日19_00,2024-06-05 09:30:14,2024-06-05 09:31:44,120,4,ambiguous_external_supply
6月5日08_00_6月5日19_00,2024-06-05 09:32:14,2024-06-05 09:54:44,1380,46,quality_cut_without_natural_transition
6月5日08_00_6月5日19_00,2024-06-05 09:55:14,2024-06-05 10:09:44,900,30,ambiguous_external_supply
6月5日08_00_6月5日19_00,2024-06-05 10:10:14,2024-06-05 11:06:14,3390,113,quality_cut_without_natural_transition
6月5日08_00_6月5日19_00,2024-06-05 11:13:14,2024-06-05 14:27:15,11671,389,stationary_only_without_sailing_task
6月5日08_00_6月5日19_00,2024-06-05 14:33:15,2024-06-05 16:08:15,5730,191,stationary_only_without_sailing_task
6月5日08_00_6月5日19_00,2024-06-05 16:08:45,2024-06-05 17:50:45,6150,205,ambiguous_external_supply
6月5日08_00_6月5日19_00,2024-06-05 17:51:15,2024-06-05 17:59:15,510,17,stationary_only_without_sailing_task
6月5日08_00_6月5日19_00,2024-06-05 18:05:45,2024-06-05 18:59:45,3270,109,stationary_only_without_sailing_task
6月6日10_00_6月6日21_00,2024-06-06 10:00:16,2024-06-06 10:09:16,570,19,stationary_only_without_sailing_task
6月6日10_00_6月6日21_00,2024-06-06 10:16:16,2024-06-06 11:00:16,2670,89,long_stop_dwell_core
6月6日10_00_6月6日21_00,2024-06-06 13:12:47,2024-06-06 15:37:47,8730,291,long_stop_dwell_core
6月6日10_00_6月6日21_00,2024-06-06 17:36:17,2024-06-06 17:38:17,150,5,long_stop_dwell_core
6月6日10_00_6月6日21_00,2024-06-06 17:44:17,2024-06-06 19:14:17,5430,181,stationary_only_without_sailing_task
6月6日10_00_6月6日21_00,2024-06-06 19:22:47,2024-06-06 19:36:47,870,29,stationary_only_without_sailing_task
6月6日10_00_6月6日21_00,2024-06-06 19:37:17,2024-06-06 19:52:47,960,32,ambiguous_external_supply
6月6日10_00_6月6日21_00,2024-06-06 19:53:17,2024-06-06 20:01:47,540,18,stationary_only_without_sailing_task
6月6日10_00_6月6日21_00,2024-06-06 20:08:47,2024-06-06 20:10:17,120,4,stationary_only_without_sailing_task
6月6日10_00_6月6日21_00,2024-06-06 20:10:47,2024-06-06 20:32:17,1320,44,ambiguous_external_supply
6月6日10_00_6月6日21_00,2024-06-06 20:32:47,2024-06-06 20:40:17,480,16,stationary_only_without_sailing_task
6月6日10_00_6月6日21_00,2024-06-06 20:47:47,2024-06-06 20:53:47,390,13,stationary_only_without_sailing_task
6月7日00_00_6月7日24_00,2024-06-07 00:00:18,2024-06-07 01:49:48,6600,220,confirmed_shore
6月7日00_00_6月7日24_00,2024-06-07 01:50:18,2024-06-07 01:52:48,180,6,stationary_only_without_sailing_task
6月7日00_00_6月7日24_00,2024-06-07 01:59:48,2024-06-07 08:59:18,25200,840,stationary_only_without_sailing_task
6月7日00_00_6月7日24_00,2024-06-07 09:05:18,2024-06-07 09:11:18,390,13,long_stop_dwell_core
6月7日00_00_6月7日24_00,2024-06-07 11:15:48,2024-06-07 11:34:48,1170,39,long_stop_dwell_core
6月7日00_00_6月7日24_00,2024-06-07 11:41:18,2024-06-07 15:13:49,12781,426,stationary_only_without_sailing_task
6月7日00_00_6月7日24_00,2024-06-07 15:20:49,2024-06-07 15:20:49,30,1,stationary_only_without_sailing_task
6月7日00_00_6月7日24_00,2024-06-07 15:21:19,2024-06-07 15:23:19,150,5,ambiguous_external_supply
6月7日00_00_6月7日24_00,2024-06-07 15:23:49,2024-06-07 15:27:49,270,9,stationary_only_without_sailing_task
6月7日00_00_6月7日24_00,2024-06-07 15:34:19,2024-06-07 23:59:50,30361,1012,stationary_only_without_sailing_task
6月11日08_00_6月11日11_00,2024-06-11 08:00:00,2024-06-11 08:00:00,30,1,physical_inconsistency_negative_balance
6月11日08_00_6月11日11_00,2024-06-11 08:00:30,2024-06-11 08:11:30,690,23,stationary_only_without_sailing_task
6月11日08_00_6月11日11_00,2024-06-11 08:18:30,2024-06-11 09:41:01,4981,166,quality_cut_without_natural_transition
6月11日08_00_6月11日11_00,2024-06-11 09:41:31,2024-06-11 09:46:01,300,10,ambiguous_external_supply
6月11日08_00_6月11日11_00,2024-06-11 09:46:31,2024-06-11 10:39:31,3210,107,quality_cut_without_natural_transition
6月11日08_00_6月11日11_00,2024-06-11 10:46:31,2024-06-11 10:59:31,810,27,stationary_only_without_sailing_task
6月12日14_00_6月12日17_00,2024-06-12 14:00:05,2024-06-12 14:30:35,1860,62,stationary_only_without_sailing_task
6月12日14_00_6月12日17_00,2024-06-12 14:39:05,2024-06-12 14:42:35,240,8,stationary_only_without_sailing_task
6月12日14_00_6月12日17_00,2024-06-12 14:43:05,2024-06-12 14:46:05,210,7,ambiguous_external_supply
6月12日14_00_6月12日17_00,2024-06-12 14:46:35,2024-06-12 16:08:05,4920,164,quality_cut_without_natural_transition
6月12日14_00_6月12日17_00,2024-06-12 16:08:35,2024-06-12 16:08:35,30,1,ambiguous_external_supply
6月12日14_00_6月12日17_00,2024-06-12 16:09:05,2024-06-12 16:18:05,570,19,stationary_only_without_sailing_task
6月12日14_00_6月12日17_00,2024-06-12 16:24:36,2024-06-12 16:59:35,2129,71,stationary_only_without_sailing_task
6月13日08_00_6月13日14_00,2024-06-13 08:00:08,2024-06-13 08:03:08,210,7,long_stop_dwell_core
6月13日08_00_6月13日14_00,2024-06-13 08:03:38,2024-06-13 10:05:38,7350,245,quality_cut_without_natural_transition
6月13日08_00_6月13日14_00,2024-06-13 10:06:08,2024-06-13 10:15:38,600,20,ambiguous_external_supply
6月13日08_00_6月13日14_00,2024-06-13 10:16:08,2024-06-13 11:32:09,4591,153,long_stop_dwell_core
6月13日08_00_6月13日14_00,2024-06-13 13:44:09,2024-06-13 13:45:09,90,3,long_stop_dwell_core
6月13日08_00_6月13日14_00,2024-06-13 13:51:39,2024-06-13 13:59:39,510,17,stationary_only_without_sailing_task
6月14日08_00_6月15日18_00,2024-06-14 08:00:14,2024-06-14 08:17:44,1080,36,stationary_only_without_sailing_task
6月14日08_00_6月15日18_00,2024-06-14 08:18:44,2024-06-14 09:04:14,2760,92,stationary_only_without_sailing_task
6月14日08_00_6月15日18_00,2024-06-14 09:11:14,2024-06-14 12:07:45,10621,354,quality_cut_without_natural_transition
6月14日08_00_6月15日18_00,2024-06-14 12:08:15,2024-06-14 17:15:46,18481,616,long_stop_dwell_core
6月14日08_00_6月15日18_00,2024-06-14 17:22:46,2024-06-14 18:28:16,3960,132,stationary_only_without_sailing_task
6月14日08_00_6月15日18_00,2024-06-14 18:34:16,2024-06-14 19:15:16,2490,83,stationary_only_without_sailing_task
6月14日08_00_6月15日18_00,2024-06-14 19:15:46,2024-06-14 19:15:46,30,1,unexplained_source_load_inconsistency
6月14日08_00_6月15日18_00,2024-06-14 19:16:16,2024-06-14 19:37:16,1290,43,confirmed_shore
