parent,start_time,end_time,duration_s,sailing_before,sailing_after,bracketed
6月12日14_00_6月12日17_00,2024-06-12 14:00:05,2024-06-12 14:30:35,1860,False,False,False
6月12日14_00_6月12日17_00,2024-06-12 14:39:05,2024-06-12 14:47:05,510,False,True,False
6月12日14_00_6月12日17_00,2024-06-12 16:08:35,2024-06-12 16:18:05,600,True,False,False
6月12日14_00_6月12日17_00,2024-06-12 16:24:36,2024-06-12 16:59:35,2129,False,False,False
6月13日08_00_6月13日14_00,2024-06-13 08:00:08,2024-06-13 08:08:08,510,False,True,False
6月13日08_00_6月13日14_00,2024-06-13 10:06:38,2024-06-13 11:37:39,5491,True,True,True
6月13日08_00_6月13日14_00,2024-06-13 13:38:39,2024-06-13 13:45:09,420,True,False,False
6月13日08_00_6月13日14_00,2024-06-13 13:51:39,2024-06-13 13:59:39,510,False,False,False
6月14日08_00_6月15日18_00,2024-06-14 08:00:14,2024-06-14 08:17:44,1080,False,False,False
6月14日08_00_6月15日18_00,2024-06-14 08:18:44,2024-06-14 09:04:14,2760,False,False,False
6月14日08_00_6月15日18_00,2024-06-14 09:11:14,2024-06-14 09:15:14,270,False,True,False
6月14日08_00_6月15日18_00,2024-06-14 12:07:45,2024-06-14 17:15:46,18511,True,False,False
6月14日08_00_6月15日18_00,2024-06-14 17:22:46,2024-06-14 18:28:16,3960,False,False,False
6月14日08_00_6月15日18_00,2024-06-14 18:34:16,2024-06-14 19:37:46,3840,False,False,False
6月14日08_00_6月15日18_00,2024-06-14 19:48:16,2024-06-15 00:16:16,16110,True,True,True
6月14日08_00_6月15日18_00,2024-06-15 00:21:16,2024-06-15 00:27:46,420,True,False,False
6月14日08_00_6月15日18_00,2024-06-15 00:34:16,2024-06-15 09:28:18,32072,False,False,False
6月14日08_00_6月15日18_00,2024-06-15 09:34:48,2024-06-15 16:33:49,25171,False,False,False
6月14日08_00_6月15日18_00,2024-06-15 16:39:49,2024-06-15 16:49:49,630,False,False,False
6月14日08_00_6月15日18_00,2024-06-15 16:55:49,2024-06-15 16:59:49,270,False,False,False
6月14日08_00_6月15日18_00,2024-06-15 17:06:49,2024-06-15 17:59:49,3210,False,False,False
6月17日09_00_6月17日16_00,2024-06-17 09:00:26,2024-06-17 09:25:56,1560,False,False,False
6月17日09_00_6月17日16_00,2024-06-17 09:32:26,2024-06-17 09:36:26,270,False,True,False
6月17日09_00_6月17日16_00,2024-06-17 11:54:56,2024-06-17 13:13:56,4770,True,True,True
6月17日09_00_6月17日16_00,2024-06-17 15:01:26,2024-06-17 15:11:26,630,True,False,False
6月17日09_00_6月17日16_00,2024-06-17 15:17:26,2024-06-17 15:59:56,2580,False,False,False
6月20日08_00_6月20日16_00,2024-06-20 08:00:07,2024-06-20 09:10:07,4230,False,False,False
6月20日08_00_6月20日16_00,2024-06-20 11:25:08,2024-06-20 12:42:08,4650,True,True,True
6月20日08_00_6月20日16_00,2024-06-20 12:54:08,2024-06-20 12:58:08,270,True,True,True
6月20日08_00_6月20日16_00,2024-06-20 14:40:38,2024-06-20 14:45:08,300,True,False,False
6月20日08_00_6月20日16_00,2024-06-20 14:51:08,2024-06-20 15:59:38,4140,False,False,False
6月26日08_00_6月26日13_00,2024-06-26 08:00:28,2024-06-26 08:07:58,480,False,False,False
6月26日08_00_6月26日13_00,2024-06-26 09:10:28,2024-06-26 09:13:28,210,True,True,True
6月26日08_00_6月26日13_00,2024-06-26 09:44:28,2024-06-26 09:49:28,330,True,True,True
6月26日08_00_6月26日13_00,2024-06-26 10:32:28,2024-06-26 10:32:28,30,True,True,True
6月26日08_00_6月26日13_00,2024-06-26 10:49:28,2024-06-26 10:51:28,150,True,False,False
6月26日08_00_6月26日13_00,2024-06-26 11:02:28,2024-06-26 11:02:58,60,True,True,True
6月26日08_00_6月26日13_00,2024-06-26 12:16:28,2024-06-26 12:19:28,210,True,True,True
6月26日08_00_6月26日13_00,2024-06-26 12:20:58,2024-06-26 12:20:58,30,True,False,False
6月26日08_00_6月26日13_00,2024-06-26 12:26:58,2024-06-26 12:59:58,2010,False,False,False
6月28日08_00_6月28日15_00,2024-06-28 08:00:02,2024-06-28 08:52:03,3151,False,False,False
6月28日08_00_6月28日15_00,2024-06-28 08:59:33,2024-06-28 09:00:03,60,False,True,False
6月28日08_00_6月28日15_00,2024-06-28 11:02:03,2024-06-28 12:14:03,4350,True,True,True
6月28日08_00_6月28日15_00,2024-06-28 14:11:33,2024-06-28 14:13:33,150,True,False,False
6月28日08_00_6月28日15_00,2024-06-28 14:19:33,2024-06-28 14:59:34,2431,False,False,False
6月30日05_00_6月30日11_00,2024-06-30 05:00:09,2024-06-30 05:20:39,1260,False,False,False
6月30日05_00_6月30日11_00,2024-06-30 05:27:10,2024-06-30 05:36:40,600,False,True,False
6月30日05_00_6月30日11_00,2024-06-30 07:40:10,2024-06-30 08:33:10,3210,True,True,True
6月30日05_00_6月30日11_00,2024-06-30 10:17:40,2024-06-30 10:20:10,180,True,True,True
6月30日05_00_6月30日11_00,2024-06-30 10:26:40,2024-06-30 10:29:40,210,True,False,False
6月30日05_00_6月30日11_00,2024-06-30 10:35:40,2024-06-30 10:59:40,1470,False,False,False
7月2日14_00_7月2日18_00,2024-07-02 14:00:18,2024-07-02 14:20:18,1230,False,False,False
7月2日14_00_7月2日18_00,2024-07-02 14:27:48,2024-07-02 14:39:18,720,False,True,False
7月2日14_00_7月2日18_00,2024-07-02 16:06:49,2024-07-02 17:28:50,4951,True,False,False
7月2日14_00_7月2日18_00,2024-07-02 17:36:20,2024-07-02 17:59:50,1440,False,False,False
7月3日08_00_7月3日16_00,2024-07-03 08:00:22,2024-07-03 08:22:22,1350,False,False,False
7月3日08_00_7月3日16_00,2024-07-03 08:28:52,2024-07-03 08:29:52,90,False,True,False
7月3日08_00_7月3日16_00,2024-07-03 10:29:52,2024-07-03 13:00:53,9091,True,True,True
7月3日08_00_7月3日16_00,2024-07-03 14:58:23,2024-07-03 15:03:53,360,True,False,False
7月3日08_00_7月3日16_00,2024-07-03 15:10:53,2024-07-03 15:59:53,2970,False,False,False
7月9日08_00_7月9日16_00,2024-07-09 08:00:18,2024-07-09 08:18:18,1110,False,False,False
7月9日08_00_7月9日16_00,2024-07-09 08:24:18,2024-07-09 08:25:48,120,False,True,False
7月9日08_00_7月9日16_00,2024-07-09 08:35:48,2024-07-09 09:35:18,3600,True,True,True
7月9日08_00_7月9日16_00,2024-07-09 11:35:19,2024-07-09 12:37:49,3780,True,True,True
7月9日08_00_7月9日16_00,2024-07-09 12:53:19,2024-07-09 14:06:20,4411,True,True,True
7月9日08_00_7月9日16_00,2024-07-09 15:49:50,2024-07-09 15:53:20,240,True,False,False
7月10日08_00_7月10日18_00,2024-07-10 08:00:23,2024-07-10 08:51:23,3090,False,False,False
7月10日08_00_7月10日18_00,2024-07-10 08:57:53,2024-07-10 09:02:23,300,False,True,False
7月10日08_00_7月10日18_00,2024-07-10 11:40:53,2024-07-10 13:02:23,4920,True,True,True
7月10日08_00_7月10日18_00,2024-07-10 13:21:53,2024-07-10 13:28:23,420,True,True,True
7月10日08_00_7月10日18_00,2024-07-10 13:30:53,2024-07-10 14:43:53,4410,True,True,True
7月10日08_00_7月10日18_00,2024-07-10 15:06:53,2024-07-10 15:06:53,30,True,True,True
7月10日08_00_7月10日18_00,2024-07-10 15:32:23,2024-07-10 15:38:53,420,True,True,True
7月10日08_00_7月10日18_00,2024-07-10 15:59:23,2024-07-10 16:22:23,1410,True,False,False
7月10日08_00_7月10日18_00,2024-07-10 16:23:31,2024-07-10 16:24:32,91,False,True,False
7月10日08_00_7月10日18_00,2024-07-10 17:47:32,2024-07-10 17:51:02,240,True,False,False
7月10日08_00_7月10日18_00,2024-07-10 17:57:32,2024-07-10 17:59:32,150,False,False,False
7月11日06_00_7月12日10_00,2024-07-11 06:00:03,2024-07-11 06:12:03,750,False,False,False
7月11日06_00_7月12日10_00,2024-07-11 06:18:03,2024-07-11 06:19:03,90,False,True,False
7月11日06_00_7月12日10_00,2024-07-11 08:53:03,2024-07-11 09:03:03,630,True,True,True
7月11日06_00_7月12日10_00,2024-07-11 09:17:33,2024-07-11 12:40:03,12180,True,True,True
7月11日06_00_7月12日10_00,2024-07-11 13:47:33,2024-07-12 08:13:05,66362,True,False,False
7月11日06_00_7月12日10_00,2024-07-12 09:09:05,2024-07-12 09:10:35,120,True,False,False
7月11日06_00_7月12日10_00,2024-07-12 09:16:35,2024-07-12 09:59:35,2610,False,False,False
7月15日14_00_7月15日16_00,2024-07-15 14:00:13,2024-07-15 14:13:13,810,False,False,False
7月15日14_00_7月15日16_00,2024-07-15 14:19:13,2024-07-15 14:22:13,210,False,True,False
7月15日14_00_7月15日16_00,2024-07-15 15:42:13,2024-07-15 15:45:43,240,True,False,False
7月15日14_00_7月15日16_00,2024-07-15 15:51:43,2024-07-15 15:59:43,510,False,False,False
7月18日08_00_7月18日12_00,2024-07-18 08:00:20,2024-07-18 08:39:50,2400,False,False,False
7月18日08_00_7月18日12_00,2024-07-18 08:46:20,2024-07-18 08:50:50,300,False,True,False
7月18日08_00_7月18日12_00,2024-07-18 10:05:20,2024-07-18 10:05:20,30,True,True,True
7月18日08_00_7月18日12_00,2024-07-18 10:06:50,2024-07-18 10:07:50,90,True,True,True
7月18日08_00_7月18日12_00,2024-07-18 10:15:20,2024-07-18 10:16:20,90,True,True,True
7月18日08_00_7月18日12_00,2024-07-18 10:53:20,2024-07-18 10:56:20,210,True,False,False
7月18日08_00_7月18日12_00,2024-07-18 11:03:20,2024-07-18 11:59:51,3421,False,False,False
7月19日07_00_7月19日09_00,2024-07-19 07:00:22,2024-07-19 07:29:22,1770,False,False,False
7月19日07_00_7月19日09_00,2024-07-19 07:35:22,2024-07-19 07:40:22,330,False,True,False
7月19日07_00_7月19日09_00,2024-07-19 07:48:22,2024-07-19 08:04:22,990,True,True,True
7月19日07_00_7月19日09_00,2024-07-19 08:55:22,2024-07-19 08:59:52,300,True,False,False
7月22日08_00_7月22日11_00,2024-07-22 08:00:28,2024-07-22 08:50:28,3030,False,False,False
7月22日08_00_7月22日11_00,2024-07-22 08:56:58,2024-07-22 08:57:58,90,False,True,False
7月22日08_00_7月22日11_00,2024-07-22 10:56:28,2024-07-22 10:57:58,120,True,False,False
7月23日12_00_7月23日15_00,2024-07-23 12:00:01,2024-07-23 12:16:31,1020,False,False,False
7月23日12_00_7月23日15_00,2024-07-23 12:24:01,2024-07-23 12:27:01,210,False,True,False
7月23日12_00_7月23日15_00,2024-07-23 14:17:01,2024-07-23 14:25:01,510,True,False,False
7月23日12_00_7月23日15_00,2024-07-23 14:31:01,2024-07-23 14:59:31,1740,False,False,False
7月24日14_00_7月24日17_00,2024-07-24 14:00:03,2024-07-24 14:07:33,480,False,False,False
7月24日14_00_7月24日17_00,2024-07-24 14:16:03,2024-07-24 14:36:03,1230,False,True,False
7月24日14_00_7月24日17_00,2024-07-24 16:47:03,2024-07-24 16:58:03,690,True,False,False
7月25日08_00_7月25日17_00,2024-07-25 08:00:04,2024-07-25 08:17:04,1050,False,False,False
7月25日08_00_7月25日17_00,2024-07-25 08:25:04,2024-07-25 08:28:04,210,False,True,False
7月25日08_00_7月25日17_00,2024-07-25 11:39:05,2024-07-25 14:00:35,8520,True,True,True
7月25日08_00_7月25日17_00,2024-07-25 14:15:05,2024-07-25 14:40:05,1530,True,True,True
7月25日08_00_7月25日17_00,2024-07-25 14:41:35,2024-07-25 14:41:35,30,True,True,True
7月25日08_00_7月25日17_00,2024-07-25 16:37:35,2024-07-25 16:42:35,330,True,False,False
7月25日08_00_7月25日17_00,2024-07-25 16:49:05,2024-07-25 16:59:35,660,False,False,False
7月26日11_00_7月26日13_00,2024-07-26 11:00:07,2024-07-26 11:06:07,390,False,False,False
7月26日11_00_7月26日13_00,2024-07-26 12:09:07,2024-07-26 12:12:07,210,True,False,False
7月26日11_00_7月26日13_00,2024-07-26 12:18:37,2024-07-26 12:59:37,2490,False,False,False
7月29日14_00_7月29日17_00,2024-07-29 14:00:13,2024-07-29 14:20:43,1260,False,False,False
7月29日14_00_7月29日17_00,2024-07-29 14:27:13,2024-07-29 14:30:43,240,False,True,False
7月29日14_00_7月29日17_00,2024-07-29 16:11:13,2024-07-29 16:12:13,90,True,False,False
7月29日14_00_7月29日17_00,2024-07-29 16:19:43,2024-07-29 16:59:43,2430,False,False,False
7月31日08_00_7月31日11_00,2024-07-31 08:00:17,2024-07-31 08:25:47,1560,False,False,False
7月31日08_00_7月31日11_00,2024-07-31 08:32:17,2024-07-31 08:40:17,510,False,True,False
7月31日08_00_7月31日11_00,2024-07-31 09:35:17,2024-07-31 09:36:47,120,True,True,True
7月31日08_00_7月31日11_00,2024-07-31 10:23:17,2024-07-31 10:25:47,180,True,False,False
7月31日08_00_7月31日11_00,2024-07-31 10:32:47,2024-07-31 10:59:47,1650,False,False,False
