timestamp,fc_total_kw,battery_total_kw,load_total_kw,speed_aligned_kn,speed_source,soc_mean_pct,propulsion_inverter_kw,aligned,is_shore,is_external_charging,is_abnormal,is_physical_inconsistency,parent_voyage
2024-06-17 09:00:26,0.0,-0.105101,-0.105101,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:00:56,0.0,-0.106787,-0.106787,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:01:26,0.0,-0.106787,-0.106787,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:01:56,0.0,-0.104539,-0.104539,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:02:26,0.0,-0.106159,-0.106159,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:02:56,0.0,-0.106225,-0.106225,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:03:26,0.0,-0.106225,-0.106225,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:03:56,0.0,-0.106787,-0.106787,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:04:26,0.0,-0.105663,-0.105663,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:04:56,0.0,-0.106225,-0.106225,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:05:26,0.0,-0.10447300000000001,-0.10447300000000001,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:05:56,0.0,-0.106225,-0.106225,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:06:26,0.0,-0.106225,-0.106225,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:06:56,0.0,-0.10453899999999999,-0.10453899999999999,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:07:26,0.0,-0.105101,-0.105101,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:07:56,0.0,-0.10397700000000001,-0.10397700000000001,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:08:26,0.0,-0.10397700000000001,-0.10397700000000001,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:08:56,0.0,-0.105663,-0.105663,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:09:26,0.0,-0.102853,-0.102853,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:09:56,0.0,-0.105663,-0.105663,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:10:26,0.0,-0.10566299999999999,-0.10566299999999999,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:10:56,0.0,-0.10453899999999999,-0.10453899999999999,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:11:26,0.0,-0.10397699999999999,-0.10397699999999999,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:11:56,0.0,-0.105663,-0.105663,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:12:26,0.0,-0.10453900000000002,-0.10453900000000002,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:12:56,0.0,-0.105143,-0.105143,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:13:26,0.0,-0.106159,-0.106159,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:13:56,0.0,-0.106829,-0.106829,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:14:26,0.0,-0.106829,-0.106829,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:14:56,0.0,-0.106267,-0.106267,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:15:26,0.0,-0.106225,-0.106225,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:15:56,0.0,-0.106201,-0.106201,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:16:26,0.0,-0.106201,-0.106201,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:16:56,0.0,-0.104581,-0.104581,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:17:26,0.0,-0.106267,-0.106267,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:17:56,0.0,-0.104019,-0.104019,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:18:26,0.0,-0.10458100000000001,-0.10458100000000001,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:18:56,0.0,-0.105705,-0.105705,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:19:26,0.0,-0.10289499999999999,-0.10289499999999999,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:19:56,0.0,-0.10458200000000001,-0.10458200000000001,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:20:26,0.0,-0.10458100000000001,-0.10458100000000001,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:20:56,0.0,-0.10458100000000001,-0.10458100000000001,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:21:26,0.0,-0.103457,-0.103457,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:21:56,0.0,-0.106829,-0.106829,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:22:26,0.0,-0.106829,-0.106829,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:22:56,0.0,-0.105101,-0.105101,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:23:26,0.0,-0.105101,-0.105101,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:23:56,0.0,-0.105101,-0.105101,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:24:26,0.0,-0.106225,-0.106225,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:24:56,0.0,-0.105663,-0.105663,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:25:26,0.0,-0.10682900000000001,-0.10682900000000001,0.0,linear,95.89999999999999,0.0,True,True,True,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:25:56,0.0,0.6063780000000003,0.6063780000000003,0.0,linear,95.89999999999999,0.0,True,False,False,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:32:26,0.0,32.07376,32.07376,0.0,linear,95.74166666666666,33.1,True,False,False,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:32:56,0.0,30.771189999999997,30.771189999999997,0.0,linear,95.71666666666668,31.6,True,False,False,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:33:26,0.0,35.189769999999996,35.189769999999996,0.0,linear,95.70833333333336,38.7,True,False,False,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:33:56,0.0,36.592639999999996,36.592639999999996,0.0,linear,95.7,38.8,True,False,False,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:34:26,0.0,39.16683,39.16683,0.0,linear,95.67500000000001,42.4,True,False,False,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:34:56,0.0,42.15526,42.15526,0.0,linear,95.66666666666667,42.4,True,False,False,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:35:26,0.0,43.73172999999999,43.73172999999999,0.0,linear,95.64166666666667,44.5,True,False,False,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:35:56,0.0,44.45463000000001,44.45463000000001,0.0,linear,95.625,45.4,True,False,False,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:36:26,0.0,120.6297,120.6297,0.020000000000000004,linear,95.59166666666665,44.2,True,False,False,False,False,6月17日09_00_6月17日16_00
2024-06-17 09:36:56,0.0,202.4483,202.4483,0.4666666666666666,linear,95.50833333333333,43.5,True,False,False,False,False,6月17日09_00_6月17日16_00
