timestamp,fc_total_kw,battery_total_kw,load_total_kw,speed_aligned_kn,speed_source,soc_mean_pct,propulsion_inverter_kw,battery_state,aligned,is_shore,is_external_charging,is_abnormal,is_physical_inconsistency,parent_voyage
2024-03-26 14:00:27,0.0,-0.09105199999999997,-0.09105199999999997,0.0,linear,81.49166666666666,0.0,neutral,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:00:57,0.0,-0.09105099999999997,-0.09105099999999997,0.0,exact,81.49166666666666,0.0,neutral,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:01:27,0.0,3.4199770000000003,3.4199770000000003,0.0,nearest,81.49166666666666,0.0,discharging,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:07:27,0.0,46.00990000000001,46.00990000000001,0.0,linear,81.3,41.900000000000006,discharging,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:07:57,0.0,45.75113,45.75113,0.0,linear,81.28333333333335,45.8,discharging,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:08:27,0.0,166.50750000000002,166.50750000000002,0.0,linear,81.23333333333333,53.2,discharging,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:08:57,0.0,205.59320000000002,205.59320000000002,0.01904761904761905,linear,81.14999999999999,54.0,discharging,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:09:27,0.0,100.38876,100.38876,0.42000000000000004,linear,81.075,55.1,discharging,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:09:57,0.0,116.02496,116.02496,0.861904761904762,linear,81.04166666666667,56.6,discharging,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:10:27,0.0,132.05947999999998,132.05947999999998,2.1,linear,80.975,56.0,discharging,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:10:57,0.0,76.69605,76.69605,3.0523809523809526,linear,80.90833333333335,56.1,discharging,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:11:27,0.0,83.98164,83.98164,2.6,linear,80.88333333333334,55.3,discharging,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:11:57,0.0,89.04021999999999,89.04021999999999,1.9,exact,80.84166666666667,55.8,discharging,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:12:27,0.0,105.01807,105.01807,1.9,linear,80.79166666666667,54.3,discharging,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:12:57,0.0,115.303,115.303,1.91,linear,80.75000000000001,55.0,discharging,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:13:27,0.0,120.2561,120.2561,3.2,linear,80.68333333333334,56.0,discharging,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:13:57,0.0,111.18039999999999,111.18039999999999,4.1,exact,80.65,54.8,discharging,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:14:27,0.0,108.6725,108.6725,4.75,linear,80.57499999999999,54.4,discharging,True,False,False,False,False,3月26日14_00_3月26日16_00
2024-03-26 14:14:57,0.0,142.4577,142.4577,4.9350000000000005,linear,80.52499999999999,55.3,discharging,True,False,False,False,False,3月26日14_00_3月26日16_00
