dataset_version,voyage_id,split,time_original_or_reconstructed,timestamp,time_s,load_total_kw,source_interval_start_time,source_interval_end_time,is_original_30s_point,online_feasible,uses_future_endpoint,file_name
cubic_spline_1s_natural_clipped,voyage_032,train,original_30s_point,2024-05-17 08:00:28,0.0,2e-06,2024-05-17T08:00:28,2024-05-17T08:00:28,True,False,True,5月17日08_00_5月17日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_032,train,reconstructed_1s_point,2024-05-17 08:00:29,1.0,2.038442576925239e-06,2024-05-17T08:00:28,2024-05-17T08:00:58,False,False,True,5月17日08_00_5月17日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_032,train,reconstructed_1s_point,2024-05-17 08:00:30,2.0,2.0768510543381856e-06,2024-05-17T08:00:28,2024-05-17T08:00:58,False,False,True,5月17日08_00_5月17日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_032,train,reconstructed_1s_point,2024-05-17 08:00:31,3.0,2.1151913327265463e-06,2024-05-17T08:00:28,2024-05-17T08:00:58,False,False,True,5月17日08_00_5月17日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_032,train,reconstructed_1s_point,2024-05-17 08:00:32,4.0,2.1534293125780276e-06,2024-05-17T08:00:28,2024-05-17T08:00:58,False,False,True,5月17日08_00_5月17日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_032,train,reconstructed_1s_point,2024-05-17 08:00:33,5.0,2.1915308943803366e-06,2024-05-17T08:00:28,2024-05-17T08:00:58,False,False,True,5月17日08_00_5月17日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_032,train,reconstructed_1s_point,2024-05-17 08:00:34,6.0,2.2294619786211804e-06,2024-05-17T08:00:28,2024-05-17T08:00:58,False,False,True,5月17日08_00_5月17日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_032,train,reconstructed_1s_point,2024-05-17 08:00:35,7.0,2.2671884657882663e-06,2024-05-17T08:00:28,2024-05-17T08:00:58,False,False,True,5月17日08_00_5月17日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_032,train,reconstructed_1s_point,2024-05-17 08:00:36,8.0,2.304676256369301e-06,2024-05-17T08:00:28,2024-05-17T08:00:58,False,False,True,5月17日08_00_5月17日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_032,train,reconstructed_1s_point,2024-05-17 08:00:37,9.0,2.3418912508519913e-06,2024-05-17T08:00:28,2024-05-17T08:00:58,False,False,True,5月17日08_00_5月17日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_032,train,reconstructed_1s_point,2024-05-17 08:00:38,10.0,2.3787993497240443e-06,2024-05-17T08:00:28,2024-05-17T08:00:58,False,False,True,5月17日08_00_5月17日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_032,train,reconstructed_1s_point,2024-05-17 08:00:39,11.0,2.415366453473167e-06,2024-05-17T08:00:28,2024-05-17T08:00:58,False,False,True,5月17日08_00_5月17日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_032,train,reconstructed_1s_point,2024-05-17 08:00:40,12.0,2.451558462587066e-06,2024-05-17T08:00:28,2024-05-17T08:00:58,False,False,True,5月17日08_00_5月17日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_032,train,reconstructed_1s_point,2024-05-17 08:00:41,13.0,2.487341277553449e-06,2024-05-17T08:00:28,2024-05-17T08:00:58,False,False,True,5月17日08_00_5月17日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_032,train,reconstructed_1s_point,2024-05-17 08:00:42,14.0,2.522680798860022e-06,2024-05-17T08:00:28,2024-05-17T08:00:58,False,False,True,5月17日08_00_5月17日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_032,train,reconstructed_1s_point,2024-05-17 08:00:43,15.0,2.5575429269944935e-06,2024-05-17T08:00:28,2024-05-17T08:00:58,False,False,True,5月17日08_00_5月17日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_032,train,reconstructed_1s_point,2024-05-17 08:00:44,16.0,2.5918935624445685e-06,2024-05-17T08:00:28,2024-05-17T08:00:58,False,False,True,5月17日08_00_5月17日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_032,train,reconstructed_1s_point,2024-05-17 08:00:45,17.0,2.625698605697956e-06,2024-05-17T08:00:28,2024-05-17T08:00:58,False,False,True,5月17日08_00_5月17日18_00.xlsx
