dataset_version,voyage_id,split,time_original_or_reconstructed,timestamp,time_s,load_total_kw,source_interval_start_time,source_interval_end_time,is_original_30s_point,online_feasible,uses_future_endpoint,file_name
cubic_spline_1s_natural_clipped,voyage_038,train,original_30s_point,2024-05-30 05:00:28,0.0,4e-06,2024-05-30T05:00:28,2024-05-30T05:00:28,True,False,True,5月30日05_00_5月30日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_038,train,reconstructed_1s_point,2024-05-30 05:00:29,1.0,4.000197758422155e-06,2024-05-30T05:00:28,2024-05-30T05:00:58,False,False,True,5月30日05_00_5月30日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_038,train,reconstructed_1s_point,2024-05-30 05:00:30,2.0,4.0003941969883235e-06,2024-05-30T05:00:28,2024-05-30T05:00:58,False,False,True,5月30日05_00_5月30日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_038,train,reconstructed_1s_point,2024-05-30 05:00:31,3.0,4.000587995842516e-06,2024-05-30T05:00:28,2024-05-30T05:00:58,False,False,True,5月30日05_00_5月30日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_038,train,reconstructed_1s_point,2024-05-30 05:00:32,4.0,4.000777835128746e-06,2024-05-30T05:00:28,2024-05-30T05:00:58,False,False,True,5月30日05_00_5月30日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_038,train,reconstructed_1s_point,2024-05-30 05:00:33,5.0,4.000962394991024e-06,2024-05-30T05:00:28,2024-05-30T05:00:58,False,False,True,5月30日05_00_5月30日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_038,train,reconstructed_1s_point,2024-05-30 05:00:34,6.0,4.001140355573365e-06,2024-05-30T05:00:28,2024-05-30T05:00:58,False,False,True,5月30日05_00_5月30日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_038,train,reconstructed_1s_point,2024-05-30 05:00:35,7.0,4.001310397019779e-06,2024-05-30T05:00:28,2024-05-30T05:00:58,False,False,True,5月30日05_00_5月30日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_038,train,reconstructed_1s_point,2024-05-30 05:00:36,8.0,4.001471199474278e-06,2024-05-30T05:00:28,2024-05-30T05:00:58,False,False,True,5月30日05_00_5月30日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_038,train,reconstructed_1s_point,2024-05-30 05:00:37,9.0,4.001621443080877e-06,2024-05-30T05:00:28,2024-05-30T05:00:58,False,False,True,5月30日05_00_5月30日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_038,train,reconstructed_1s_point,2024-05-30 05:00:38,10.0,4.0017598079835865e-06,2024-05-30T05:00:28,2024-05-30T05:00:58,False,False,True,5月30日05_00_5月30日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_038,train,reconstructed_1s_point,2024-05-30 05:00:39,11.0,4.00188497432642e-06,2024-05-30T05:00:28,2024-05-30T05:00:58,False,False,True,5月30日05_00_5月30日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_038,train,reconstructed_1s_point,2024-05-30 05:00:40,12.0,4.001995622253388e-06,2024-05-30T05:00:28,2024-05-30T05:00:58,False,False,True,5月30日05_00_5月30日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_038,train,reconstructed_1s_point,2024-05-30 05:00:41,13.0,4.002090431908504e-06,2024-05-30T05:00:28,2024-05-30T05:00:58,False,False,True,5月30日05_00_5月30日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_038,train,reconstructed_1s_point,2024-05-30 05:00:42,14.0,4.002168083435779e-06,2024-05-30T05:00:28,2024-05-30T05:00:58,False,False,True,5月30日05_00_5月30日17_00.xlsx
