dataset_version,voyage_id,split,time_original_or_reconstructed,timestamp,time_s,load_total_kw,source_interval_start_time,source_interval_end_time,is_original_30s_point,online_feasible,uses_future_endpoint,file_name
cubic_spline_1s_natural_clipped,voyage_020,train,original_30s_point,2024-04-25 08:00:26,0.0,1e-06,2024-04-25T08:00:26,2024-04-25T08:00:26,True,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:27,1.0,1.052483498536233e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:28,2.0,1.1048391872935814e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:29,3.0,1.1569392564931604e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:30,4.0,1.2086558963560849e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:31,5.0,1.2598612971034705e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:32,6.0,1.3104276489564322e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:33,7.0,1.3602271421360853e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:34,8.0,1.4091319668635453e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:35,9.0,1.457014313359927e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:36,10.0,1.503746371846346e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:37,11.0,1.5492003325439176e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:38,12.0,1.5932483856737566e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:39,13.0,1.6357627214569784e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:40,14.0,1.6766155301146984e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:41,15.0,1.7156790018680318e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:42,16.0,1.7528253269380938e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:43,17.0,1.7879266955459996e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:44,18.0,1.8208552979128643e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:45,19.0,1.851483324259804e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:46,20.0,1.8796829648079322e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:47,21.0,1.9053264097783667e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:48,22.0,1.9282858493922203e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:49,23.0,1.948433473870609e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:50,24.0,1.9656414734346485e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:51,25.0,1.9797820383054536e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:52,26.0,1.9907273587041404e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:53,27.0,1.9983496248518225e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_020,train,reconstructed_1s_point,2024-04-25 08:00:54,28.0,2.002521026969617e-06,2024-04-25T08:00:26,2024-04-25T08:00:56,False,False,True,4月25日08_00_4月25日18_00.xlsx
