dataset_version,voyage_id,split,time_original_or_reconstructed,timestamp,time_s,load_total_kw,source_interval_start_time,source_interval_end_time,is_original_30s_point,online_feasible,uses_future_endpoint,file_name
cubic_spline_1s_natural_clipped,voyage_024,train,original_30s_point,2024-05-07 08:00:29,0.0,2e-06,2024-05-07T08:00:29,2024-05-07T08:00:29,True,False,True,5月7日08_00_5月7日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_024,train,reconstructed_1s_point,2024-05-07 08:00:30,1.0,1.9464180636939187e-06,2024-05-07T08:00:29,2024-05-07T08:00:59,False,False,True,5月7日08_00_5月7日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_024,train,reconstructed_1s_point,2024-05-07 08:00:31,2.0,1.8929712682308147e-06,2024-05-07T08:00:29,2024-05-07T08:00:59,False,False,True,5月7日08_00_5月7日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_024,train,reconstructed_1s_point,2024-05-07 08:00:32,3.0,1.8397947544536649e-06,2024-05-07T08:00:29,2024-05-07T08:00:59,False,False,True,5月7日08_00_5月7日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_024,train,reconstructed_1s_point,2024-05-07 08:00:33,4.0,1.7870236632054468e-06,2024-05-07T08:00:29,2024-05-07T08:00:59,False,False,True,5月7日08_00_5月7日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_024,train,reconstructed_1s_point,2024-05-07 08:00:34,5.0,1.7347931353291374e-06,2024-05-07T08:00:29,2024-05-07T08:00:59,False,False,True,5月7日08_00_5月7日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_024,train,reconstructed_1s_point,2024-05-07 08:00:35,6.0,1.683238311667714e-06,2024-05-07T08:00:29,2024-05-07T08:00:59,False,False,True,5月7日08_00_5月7日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_024,train,reconstructed_1s_point,2024-05-07 08:00:36,7.0,1.6324943330641536e-06,2024-05-07T08:00:29,2024-05-07T08:00:59,False,False,True,5月7日08_00_5月7日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_024,train,reconstructed_1s_point,2024-05-07 08:00:37,8.0,1.5826963403614336e-06,2024-05-07T08:00:29,2024-05-07T08:00:59,False,False,True,5月7日08_00_5月7日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_024,train,reconstructed_1s_point,2024-05-07 08:00:38,9.0,1.5339794744025307e-06,2024-05-07T08:00:29,2024-05-07T08:00:59,False,False,True,5月7日08_00_5月7日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_024,train,reconstructed_1s_point,2024-05-07 08:00:39,10.0,1.4864788760304226e-06,2024-05-07T08:00:29,2024-05-07T08:00:59,False,False,True,5月7日08_00_5月7日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_024,train,reconstructed_1s_point,2024-05-07 08:00:40,11.0,1.4403296860880867e-06,2024-05-07T08:00:29,2024-05-07T08:00:59,False,False,True,5月7日08_00_5月7日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_024,train,reconstructed_1s_point,2024-05-07 08:00:41,12.0,1.3956670454184995e-06,2024-05-07T08:00:29,2024-05-07T08:00:59,False,False,True,5月7日08_00_5月7日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_024,train,reconstructed_1s_point,2024-05-07 08:00:42,13.0,1.3526260948646385e-06,2024-05-07T08:00:29,2024-05-07T08:00:59,False,False,True,5月7日08_00_5月7日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_024,train,reconstructed_1s_point,2024-05-07 08:00:43,14.0,1.3113419752694807e-06,2024-05-07T08:00:29,2024-05-07T08:00:59,False,False,True,5月7日08_00_5月7日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_024,train,reconstructed_1s_point,2024-05-07 08:00:44,15.0,1.2719498274760038e-06,2024-05-07T08:00:29,2024-05-07T08:00:59,False,False,True,5月7日08_00_5月7日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_024,train,reconstructed_1s_point,2024-05-07 08:00:45,16.0,1.2345847923271848e-06,2024-05-07T08:00:29,2024-05-07T08:00:59,False,False,True,5月7日08_00_5月7日18_00.xlsx
cubic_spline_1s_natural_clipped,voyage_024,train,reconstructed_1s_point,2024-05-07 08:00:46,17.0,1.1993820106660003e-06,2024-05-07T08:00:29,2024-05-07T08:00:59,False,False,True,5月7日08_00_5月7日18_00.xlsx
