dataset_version,voyage_id,split,time_original_or_reconstructed,timestamp,time_s,load_total_kw,source_interval_start_time,source_interval_end_time,is_original_30s_point,online_feasible,uses_future_endpoint,file_name
cubic_spline_1s_natural_clipped,voyage_036,train,original_30s_point,2024-05-27 08:00:20,0.0,3e-06,2024-05-27T08:00:20,2024-05-27T08:00:20,True,False,True,5月27日08_00_5月27日19_00.xlsx
cubic_spline_1s_natural_clipped,voyage_036,train,reconstructed_1s_point,2024-05-27 08:00:21,1.0,2.9618589849951314e-06,2024-05-27T08:00:20,2024-05-27T08:00:50,False,False,True,5月27日08_00_5月27日19_00.xlsx
cubic_spline_1s_natural_clipped,voyage_036,train,reconstructed_1s_point,2024-05-27 08:00:22,2.0,2.923750056853477e-06,2024-05-27T08:00:20,2024-05-27T08:00:50,False,False,True,5月27日08_00_5月27日19_00.xlsx
cubic_spline_1s_natural_clipped,voyage_036,train,reconstructed_1s_point,2024-05-27 08:00:23,3.0,2.88570530243825e-06,2024-05-27T08:00:20,2024-05-27T08:00:50,False,False,True,5月27日08_00_5月27日19_00.xlsx
cubic_spline_1s_natural_clipped,voyage_036,train,reconstructed_1s_point,2024-05-27 08:00:24,4.0,2.847756808612664e-06,2024-05-27T08:00:20,2024-05-27T08:00:50,False,False,True,5月27日08_00_5月27日19_00.xlsx
cubic_spline_1s_natural_clipped,voyage_036,train,reconstructed_1s_point,2024-05-27 08:00:25,5.0,2.8099366622399337e-06,2024-05-27T08:00:20,2024-05-27T08:00:50,False,False,True,5月27日08_00_5月27日19_00.xlsx
cubic_spline_1s_natural_clipped,voyage_036,train,reconstructed_1s_point,2024-05-27 08:00:26,6.0,2.7722769501832722e-06,2024-05-27T08:00:20,2024-05-27T08:00:50,False,False,True,5月27日08_00_5月27日19_00.xlsx
cubic_spline_1s_natural_clipped,voyage_036,train,reconstructed_1s_point,2024-05-27 08:00:27,7.0,2.7348097593058937e-06,2024-05-27T08:00:20,2024-05-27T08:00:50,False,False,True,5月27日08_00_5月27日19_00.xlsx
cubic_spline_1s_natural_clipped,voyage_036,train,reconstructed_1s_point,2024-05-27 08:00:28,8.0,2.6975671764710115e-06,2024-05-27T08:00:20,2024-05-27T08:00:50,False,False,True,5月27日08_00_5月27日19_00.xlsx
cubic_spline_1s_natural_clipped,voyage_036,train,reconstructed_1s_point,2024-05-27 08:00:29,9.0,2.6605812885418405e-06,2024-05-27T08:00:20,2024-05-27T08:00:50,False,False,True,5月27日08_00_5月27日19_00.xlsx
cubic_spline_1s_natural_clipped,voyage_036,train,reconstructed_1s_point,2024-05-27 08:00:30,10.0,2.623884182381593e-06,2024-05-27T08:00:20,2024-05-27T08:00:50,False,False,True,5月27日08_00_5月27日19_00.xlsx
