voyage_id,source_file_name,timestamp,time_s,fuel_cell_total_kw,battery_left_6cluster_kw,battery_right_6cluster_kw,battery_cluster_total_kw,total_load_kw,total_load_clipped_kw,load_total_kw,soc_left_pct,soc_right_pct,battery_bdm_total_kw,battery_cluster_minus_bdm_kw,soc_mean_pct,propulsion_inverter_kw,dataset_version,online_feasible,uses_future_endpoint,file_name,battery_total_kw,total_load_fc_plus_batt_kw,propulsion_load_kw,data_origin,time_original_or_reconstructed,is_original_30s_point,required_source_bundle_sha256,split
voyage_058,7月18日08_00_7月18日12_00.xlsx,2024-07-18 08:00:20,0,0,-0.017989999999999898,-0.066938999999999901,-0.084929000000000004,-0.084929000000000004,0,0,97.700000000000003,97.5,4.5601124634552579e-06,-0.084933560112463405,97.599999999999994,,device_channel_natural_spline_1s,False,True,7月18日08_00_7月18日12_00.xlsx,-0.084929000000000004,-0.084929000000000004,,reconstructed_from_20_device_power_channels_by_natural_cubic_spline,reconstructed_1s_from_device_channels,False,f4e89c05027a9eb730deccfba5625a5f62b9b12e59925a04453a99a2a2327764,validation
voyage_058,7月18日08_00_7月18日12_00.xlsx,2024-07-18 08:00:21,1,0,-0.017992159935840701,-0.066992915516821294,-0.084985075452661998,-0.084985075452661998,0,0,97.700000000000003,97.5,4.51231672359491e-06,-0.084989587769385602,97.599999999999994,-5.2538002382883472e-47,device_channel_natural_spline_1s,False,True,7月18日08_00_7月18日12_00.xlsx,-0.084985075452661998,-0.084985075452661998,-5.2538002382883472e-47,reconstructed_from_20_device_power_channels_by_natural_cubic_spline,reconstructed_1s_from_device_channels,False,f4e89c05027a9eb730deccfba5625a5f62b9b12e59925a04453a99a2a2327764,validation
voyage_058,7月18日08_00_7月18日12_00.xlsx,2024-07-18 08:00:22,2,0,-0.017994305456091798,-0.067046846280471403,-0.085041151736563195,-0.085041151736563195,0,0,97.700000000000003,97.5,4.4647045771033446e-06,-0.085045616441140295,97.599999999999994,-9.6285244182846683e-47,device_channel_natural_spline_1s,False,True,7月18日08_00_7月18日12_00.xlsx,-0.085041151736563195,-0.085041151736563195,-9.6285244182846683e-47,reconstructed_from_20_device_power_channels_by_natural_cubic_spline,reconstructed_1s_from_device_channels,False,f4e89c05027a9eb730deccfba5625a5f62b9b12e59925a04453a99a2a2327764,validation
voyage_058,7月18日08_00_7月18日12_00.xlsx,2024-07-18 08:00:23,3,0,-0.017996422145163699,-0.067100807537779,-0.085097229682942796,-0.085097229682942796,0,0,97.700000000000003,97.5,4.4173678206649564e-06,-0.085101647050763493,97.599999999999994,-1.393851742265696e-46,device_channel_natural_spline_1s,False,True,7月18日08_00_7月18日12_00.xlsx,-0.085097229682942796,-0.085097229682942796,-1.393851742265696e-46,reconstructed_from_20_device_power_channels_by_natural_cubic_spline,reconstructed_1s_from_device_channels,False,f4e89c05027a9eb730deccfba5625a5f62b9b12e59925a04453a99a2a2327764,validation
voyage_058,7月18日08_00_7月18日12_00.xlsx,2024-07-18 08:00:24,4,0,-0.017998495587466901,-0.067154814535572996,-0.085153310123040005,-0.085153310123040005,0,0,97.700000000000003,97.5,4.3703982509641352e-06,-0.085157680521290899,97.599999999999994,-1.8154229773805451e-46,device_channel_natural_spline_1s,False,True,7月18日08_00_7月18日12_00.xlsx,-0.085153310123040005,-0.085153310123040005,-1.8154229773805451e-46,reconstructed_from_20_device_power_channels_by_natural_cubic_spline,reconstructed_1s_from_device_channels,False,f4e89c05027a9eb730deccfba5625a5f62b9b12e59925a04453a99a2a2327764,validation
voyage_058,7月18日08_00_7月18日12_00.xlsx,2024-07-18 08:00:25,5,0,-0.018000511367411699,-0.067208882520682106,-0.085209393888093801,-0.085209393888093801,0,0,97.700000000000003,97.5,4.3238876646852754e-06,-0.085213717775758493,97.599999999999994,-2.2246111994130375e-46,device_channel_natural_spline_1s,False,True,7月18日08_00_7月18日12_00.xlsx,-0.085209393888093801,-0.085209393888093801,-2.2246111994130375e-46,reconstructed_from_20_device_power_channels_by_natural_cubic_spline,reconstructed_1s_from_device_channels,False,f4e89c05027a9eb730deccfba5625a5f62b9b12e59925a04453a99a2a2327764,validation
voyage_058,7月18日08_00_7月18日12_00.xlsx,2024-07-18 08:00:26,6,0,-0.0180024550694085,-0.067263026739935103,-0.085265481809343693,-0.085265481809343693,0,0,97.700000000000003,97.5,4.2779278585127668e-06,-0.085269759737202203,97.599999999999994,-2.6184614606031955e-46,device_channel_natural_spline_1s,False,True,7月18日08_00_7月18日12_00.xlsx,-0.085265481809343693,-0.085265481809343693,-2.6184614606031955e-46,reconstructed_from_20_device_power_channels_by_natural_cubic_spline,reconstructed_1s_from_device_channels,False,f4e89c05027a9eb730deccfba5625a5f62b9b12e59925a04453a99a2a2327764,validation
voyage_058,7月18日08_00_7月18日12_00.xlsx,2024-07-18 08:00:27,7,0,-0.0180043122778678,-0.067317262440160799,-0.085321574718028606,-0.085321574718028606,0,0,97.700000000000003,97.5,4.2326106291310032e-06,-0.085325807328657702,97.599999999999994,-2.9940188131910413e-46,device_channel_natural_spline_1s,False,True,7月18日08_00_7月18日12_00.xlsx,-0.085321574718028606,-0.085321574718028606,-2.9940188131910413e-46,reconstructed_from_20_device_power_channels_by_natural_cubic_spline,reconstructed_1s_from_device_channels,False,f4e89c05027a9eb730deccfba5625a5f62b9b12e59925a04453a99a2a2327764,validation
voyage_058,7月18日08_00_7月18日12_00.xlsx,2024-07-18 08:00:28,8,0,-0.018006068577199899,-0.067371604868187898,-0.085377673445387797,-0.085377673445387797,0,0,97.700000000000003,97.5,4.1880277732243759e-06,-0.085381861473161097,97.599999999999994,-3.3483283094165973e-46,device_channel_natural_spline_1s,False,True,7月18日08_00_7月18日12_00.xlsx,-0.085377673445387797,-0.085377673445387797,-3.3483283094165973e-46,reconstructed_from_20_device_power_channels_by_natural_cubic_spline,reconstructed_1s_from_device_channels,False,f4e89c05027a9eb730deccfba5625a5f62b9b12e59925a04453a99a2a2327764,validation
voyage_058,7月18日08_00_7月18日12_00.xlsx,2024-07-18 08:00:29,9,0,-0.018007709551815201,-0.067426069270845296,-0.085433778822660497,-0.085433778822660497,0,0,97.700000000000003,97.5,4.1442710874772769e-06,-0.085437923093747994,97.599999999999994,-3.6784350015198882e-46,device_channel_natural_spline_1s,False,True,7月18日08_00_7月18日12_00.xlsx,-0.085433778822660497,-0.085433778822660497,-3.6784350015198882e-46,reconstructed_from_20_device_power_channels_by_natural_cubic_spline,reconstructed_1s_from_device_channels,False,f4e89c05027a9eb730deccfba5625a5f62b9b12e59925a04453a99a2a2327764,validation
