dataset_version,voyage_id,split,time_original_or_reconstructed,timestamp,time_s,load_total_kw,source_interval_start_time,source_interval_end_time,is_original_30s_point,online_feasible,uses_future_endpoint,file_name
cubic_spline_1s_natural_clipped,voyage_019,train,original_30s_point,2024-04-24 07:00:23,0.0,2e-06,2024-04-24T07:00:23,2024-04-24T07:00:23,True,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:24,1.0,2.025931596015966e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:25,2.0,2.051690122425596e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:26,3.0,2.077102509622555e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:27,4.0,2.1019956880005065e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:28,5.0,2.1261965879531154e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:29,6.0,2.149532139874046e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:30,7.0,2.171829274156962e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:31,8.0,2.192914921195528e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:32,9.0,2.2126160113834086e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:33,10.0,2.230759475114268e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:34,11.0,2.2471722427817705e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:35,12.0,2.26168124477958e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:36,13.0,2.2741134115013614e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:37,14.0,2.2842956733407785e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:38,15.0,2.2920549606914954e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:39,16.0,2.2972182039471775e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:40,17.0,2.299612333501488e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:41,18.0,2.2990642797480917e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:42,19.0,2.2954009730806525e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:43,20.0,2.2884493438928353e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:44,21.0,2.2780363225783036e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:45,22.0,2.263988839530723e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:46,23.0,2.246133825143756e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:47,24.0,2.2242982098110686e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:48,25.0,2.198308923926324e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:49,26.0,2.167992897883187e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:50,27.0,2.1331770620753217e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:51,28.0,2.0936883468963928e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:52,29.0,2.049353682740064e-06,2024-04-24T07:00:23,2024-04-24T07:00:53,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,original_30s_point,2024-04-24 07:00:53,30.0,2e-06,2024-04-24T07:00:53,2024-04-24T07:00:53,True,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:54,31.0,1.9455532246021263e-06,2024-04-24T07:00:53,2024-04-24T07:01:23,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:55,32.0,1.886335264601416e-06,2024-04-24T07:00:53,2024-04-24T07:01:23,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:56,33.0,1.8227670235851027e-06,2024-04-24T07:00:53,2024-04-24T07:01:23,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:57,34.0,1.7552694051404203e-06,2024-04-24T07:00:53,2024-04-24T07:01:23,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:58,35.0,1.6842633128546033e-06,2024-04-24T07:00:53,2024-04-24T07:01:23,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:00:59,36.0,1.6101696503148854e-06,2024-04-24T07:00:53,2024-04-24T07:01:23,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:01:00,37.0,1.533409321108501e-06,2024-04-24T07:00:53,2024-04-24T07:01:23,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:01:01,38.0,1.4544032288226838e-06,2024-04-24T07:00:53,2024-04-24T07:01:23,False,False,True,4月24日07_00_4月24日17_00.xlsx
cubic_spline_1s_natural_clipped,voyage_019,train,reconstructed_1s_point,2024-04-24 07:01:02,39.0,1.3735722770446683e-06,2024-04-24T07:00:53,2024-04-24T07:01:23,False,False,True,4月24日07_00_4月24日17_00.xlsx
