split,source_workbook,source_sheet,source_row_index,time_s,load_kw,fuel_cell_kw,battery_kw,bus_voltage_v,source_members,time_ms,sequence_id
validation,1036各工况段数据+总览1.xlsx,段9_322-346s,0,262,16.592445798955183,14.255403624124463,2.2591775201062942,600.11401758080171,1036各工况段数据+总览1.xlsx|段9_322-346s|0,262000,1036各工况段数据+总览1.xlsx::段9_322-346s
validation,1036各工况段数据+总览1.xlsx,段9_322-346s,10,262.00999999999999,16.656033312490358,14.26867018044736,2.2525053481535329,600.88170411793396,1036各工况段数据+总览1.xlsx|段9_322-346s|10,262010,1036各工况段数据+总览1.xlsx::段9_322-346s
validation,1036各工况段数据+总览1.xlsx,段9_322-346s,20,262.01999999999998,16.712746462949408,14.304981857037175,2.2507510512981255,601.58574039661482,1036各工况段数据+总览1.xlsx|段9_322-346s|20,262020,1036各工况段数据+总览1.xlsx::段9_322-346s
validation,1036各工况段数据+总览1.xlsx,段9_322-346s,30,262.02999999999997,16.746699037027398,14.344470708593366,2.2631453836366004,602.11302295219036,1036各工况段数据+总览1.xlsx|段9_322-346s|30,262030,1036各工况段数据+总览1.xlsx::段9_322-346s
validation,1036各工况段数据+总览1.xlsx,段9_322-346s,40,262.04000000000002,16.746815658247819,14.368300678028312,2.296413106937174,602.35248909489087,1036各工况段数据+总览1.xlsx|段9_322-346s|40,262040,1036各工况段数据+总览1.xlsx::段9_322-346s
validation,1036各工况段数据+总览1.xlsx,段9_322-346s,50,262.05000000000001,16.710450372360913,14.366204367207844,2.3522260316336143,602.22419192663324,1036各工况段数据+总览1.xlsx|段9_322-346s|50,262050,1036各工况段数据+总览1.xlsx::段9_322-346s
validation,1036各工况段数据+总览1.xlsx,段9_322-346s,60,262.06,16.644581840907328,14.334908536574105,2.4244665658103042,601.73192085672338,1036各工况段数据+总览1.xlsx|段9_322-346s|60,262060,1036各工况段数据+总览1.xlsx::段9_322-346s
validation,1036各工况段数据+总览1.xlsx,段9_322-346s,70,262.06999999999999,16.562945921624397,14.273023014385505,2.4976444291097017,600.97387165937312,1036各工况段数据+总览1.xlsx|段9_322-346s|70,262070,1036各工况段数据+总览1.xlsx::段9_322-346s
validation,1036各工况段数据+总览1.xlsx,段9_322-346s,80,262.07999999999998,16.480665712928651,14.179615324037464,2.5485800321189087,600.10170531134258,1036各工况段数据+总览1.xlsx|段9_322-346s|80,262080,1036各工况段数据+总览1.xlsx::段9_322-346s
validation,1036各工况段数据+总览1.xlsx,段9_322-346s,90,262.08999999999997,16.40894040985264,14.057607773972604,2.5531441521688487,599.27531393202685,1036各工况段数据+总览1.xlsx|段9_322-346s|90,262090,1036各工况段数据+总览1.xlsx::段9_322-346s
validation,1036各工况段数据+总览1.xlsx,段9_322-346s,100,262.10000000000002,16.353478724341741,13.918167862025316,2.4971227028870122,598.63391967907478,1036各工况段数据+总览1.xlsx|段9_322-346s|100,262100,1036各工况段数据+总览1.xlsx::段9_322-346s
validation,1036各工况段数据+总览1.xlsx,段9_322-346s,110,262.11000000000001,16.315917500052922,13.780821143684539,2.3856077802287201,598.27686760641382,1036各工况段数据+总览1.xlsx|段9_322-346s|110,262110,1036各工况段数据+总览1.xlsx::段9_322-346s
validation,1036各工况段数据+总览1.xlsx,段9_322-346s,120,262.12,16.296240784715682,13.667650004045454,2.245287093907649,598.25596424431592,1036各工况段数据+总览1.xlsx|段9_322-346s|120,262120,1036各工况段数据+总览1.xlsx::段9_322-346s
validation,1036各工况段数据+总览1.xlsx,段9_322-346s,130,262.13,16.294174783574391,13.595139536635806,2.1165849666108136,598.57940374474163,1036各工况段数据+总览1.xlsx|段9_322-346s|130,262130,1036各工况段数据+总览1.xlsx::段9_322-346s
validation,1036各工况段数据+总览1.xlsx,段9_322-346s,140,262.13999999999999,16.308892473395677,13.570277677329944,2.0385396275576237,599.19956063468089,1036各工况段数据+总览1.xlsx|段9_322-346s|140,262140,1036各工况段数据+总览1.xlsx::段9_322-346s
validation,1036各工况段数据+总览1.xlsx,段9_322-346s,150,262.14999999999998,16.33809361852531,13.590454884815824,2.0339649101407802,599.97436963149937,1036各工况段数据+总览1.xlsx|段9_322-346s|150,262150,1036各工况段数据+总览1.xlsx::段9_322-346s
