split,source_workbook,source_sheet,source_row_index,time_s,load_kw,fuel_cell_kw,battery_kw,bus_voltage_v,source_members,time_ms,sequence_id
train,1036各工况段数据+总览1.xlsx,段4_102-122s,0,42,4.44970652567961,13.81419090187992,-12.560705217429692,598.891356631848,1036各工况段数据+总览1.xlsx|段4_102-122s|0,42000,1036各工况段数据+总览1.xlsx::段4_102-122s
train,1036各工况段数据+总览1.xlsx,段4_102-122s,10,42.010000000000005,4.5004868756983196,13.797014139589892,-12.465620875665778,597.45362277603476,1036各工况段数据+总览1.xlsx|段4_102-122s|10,42010,1036各工况段数据+总览1.xlsx::段4_102-122s
train,1036各工况段数据+总览1.xlsx,段4_102-122s,20,42.020000000000003,4.5667557893295445,13.793792575695312,-12.3617795047334,596.00803265476543,1036各工况段数据+总览1.xlsx|段4_102-122s|20,42020,1036各工况段数据+总览1.xlsx::段4_102-122s
train,1036各工况段数据+总览1.xlsx,段4_102-122s,30,42.030000000000001,4.645643935293335,13.81314042619163,-12.268853726394743,594.78960044646499,1036各工况段数据+总览1.xlsx|段4_102-122s|30,42030,1036各工况段数据+总览1.xlsx::段4_102-122s
train,1036各工况段数据+总览1.xlsx,段4_102-122s,40,42.040000000000006,4.7295658321882996,13.85193156554492,-12.203526363273712,594.00305180880366,1036各工况段数据+总览1.xlsx|段4_102-122s|40,42040,1036各工况段数据+总览1.xlsx::段4_102-122s
train,1036各工况段数据+总览1.xlsx,段4_102-122s,50,42.049999999999997,4.8071728456997604,13.896150314147228,-12.1705273808874,593.76648026663952,1036各工况段数据+总览1.xlsx|段4_102-122s|50,42050,1036各工况段数据+总览1.xlsx::段4_102-122s
train,1036各工况段数据+总览1.xlsx,段4_102-122s,60,42.060000000000002,4.8659822111640576,13.927179328391698,-12.159684471390293,594.04136714746426,1036各工况段数据+总览1.xlsx|段4_102-122s|60,42060,1036各工况段数据+总览1.xlsx::段4_102-122s
train,1036各工况段数据+总览1.xlsx,段4_102-122s,70,42.069999999999993,4.895740277127282,13.931062439135824,-12.152882335482399,594.63623493803516,1036各工况段数据+总览1.xlsx|段4_102-122s|70,42070,1036各工况段数据+总览1.xlsx::段4_102-122s
train,1036各工况段数据+总览1.xlsx,段4_102-122s,80,42.079999999999998,4.8919848479502566,13.906925320670918,-12.136928600620674,595.31486486688209,1036各工况段数据+总览1.xlsx|段4_102-122s|80,42080,1036各工况段数据+总览1.xlsx::段4_102-122s
train,1036各工况段数据+总览1.xlsx,段4_102-122s,90,42.090000000000003,4.8580303171021564,13.869142675703577,-12.112371032041242,595.92819802336805,1036各工况段数据+总览1.xlsx|段4_102-122s|90,42090,1036各工况段数据+总览1.xlsx::段4_102-122s
train,1036各工况段数据+总览1.xlsx,段4_102-122s,100,42.100000000000001,4.804538922645154,13.840171165395542,-12.09227689232557,596.46549279953024,1036各工况段数据+总览1.xlsx|段4_102-122s|100,42100,1036各工况段数据+总览1.xlsx::段4_102-122s
train,1036各工况段数据+总览1.xlsx,段4_102-122s,110,42.109999999999999,4.7457272611803294,13.837367382181965,-12.092817368826887,597.00132573270162,1036各工况段数据+总览1.xlsx|段4_102-122s|110,42110,1036各工况段数据+总览1.xlsx::段4_102-122s
train,1036各工况段数据+总览1.xlsx,段4_102-122s,120,42.120000000000005,4.693705889748645,13.864019086746415,-12.123853874555852,597.59887129022729,1036各工况段数据+总览1.xlsx|段4_102-122s|120,42120,1036各工况段数据+总览1.xlsx::段4_102-122s
