timestamp,parent,左氢燃料电池#1_kw,左氢燃料电池#1_stopped,左氢燃料电池#2_kw,左氢燃料电池#2_stopped,左氢燃料电池#3_kw,左氢燃料电池#3_stopped,左氢燃料电池#4_kw,左氢燃料电池#4_stopped,左电池簇1_kw,左电池簇1_soc,左电池簇2_kw,左电池簇2_soc,左电池簇3_kw,左电池簇3_soc,左电池簇4_kw,左电池簇4_soc,左电池簇5_kw,左电池簇5_soc,左电池簇6_kw,左电池簇6_soc,左逆变电源_kw,右氢燃料电池#1_kw,右氢燃料电池#1_stopped,右氢燃料电池#2_kw,右氢燃料电池#2_stopped,右氢燃料电池#3_kw,右氢燃料电池#3_stopped,右氢燃料电池#4_kw,右氢燃料电池#4_stopped,右电池簇1_kw,右电池簇1_soc,右电池簇2_kw,右电池簇2_soc,右电池簇3_kw,右电池簇3_soc,右电池簇4_kw,右电池簇4_soc,右电池簇5_kw,右电池簇5_soc,右电池簇6_kw,右电池簇6_soc,右逆变电源_kw,fc_total_kw,battery_total_kw,load_total_kw,soc_mean_pct,soc_channel_count,fc_all_stopped,inverter_total_kw,aligned,speed_kn,speed_source,state_class,correction,eligible
2024-05-09 14:50:08,5月9日08_00_5月9日17_00,0,0,0,0,0,0,0,0,7.9508,94.6,8.1176,94.5,7.9651,94.5,7.6866,94.6,7.5888,94.6,7.9794,94.5,17.2,0,0,2,0,0,0,0,0,34.1,68,34.1,75.4,36.5313,70.6,36.0905,70.3,42.8769,67.8,43.7004,68.6,46.7,2,274.6874,276.6874,82.3333333333,12,False,63.9,True,3,linear,normal_operation,none,True
2024-05-09 14:50:38,5月9日08_00_5月9日17_00,0,0,0,0,0,0,0,0,3.13591,94.5,2.85184,94.4,2.70702,94.4,2.70702,94.6,3.14717,94.6,3.43226,94.5,17.3,4,0,4,0,4,0,6,0,11.1706,67.8,13.4379,75.3,11.4885,70.5,14.3486,70.2,11.357,67.6,15.9817,68.5,35.7,18,95.76552,113.76552,82.2416666667,12,False,53,True,3.7,linear,normal_operation,none,True
2024-05-09 14:51:08,5月9日08_00_5月9日17_00,0,0,0,0,0,0,0,0,17.451,94.4,15.1796,94.3,16.62,94.3,15.6228,94.4,10.6944,94.5,13.6776,94.4,17.2,25,0,24,0,25,0,25,0,-6.7954,67.8,-6.6402,75.3,-11.648,70.5,-11.6831,70.2,-9.207,67.6,-8.7048,68.5,34,99,34.5669,133.5669,82.1833333333,12,False,51.2,True,3.225,linear,normal_operation,none,True
2024-05-09 14:51:38,5月9日08_00_5月9日17_00,0,0,0,0,0,0,0,0,47.4885,94.2,48.3669,94.1,55.896,94.2,55.896,94.3,32.9588,94.3,32.8482,94.2,18.3,25,0,24,0,24,0,24,0,2.56316,67.8,2.56777,75.2,5.8485,70.4,5.838,70.1,3.27484,67.6,3.13028,68.4,36,97,296.67695,393.67695,82.0666666667,12,False,54.3,True,1.89090909091,linear,normal_operation,none,True
2024-05-09 14:52:08,5月9日08_00_5月9日17_00,0,0,0,0,0,0,0,0,45.8676,94,46.306,93.9,41.525,93.9,39.435,94,48.29,94.1,49.115,94,18.9,24,0,24,0,24,0,24,0,4.8372,67.8,4.8372,75.2,3.14154,70.4,2.56777,70.1,3.5584,67.6,3.70296,68.4,35.3,96,293.18367,389.18367,81.95,12,False,54.2,True,6.71428571429,linear,normal_operation,none,True
2024-05-09 14:52:38,5月9日08_00_5月9日17_00,0,0,0,0,0,0,0,0,34.485,93.7,35.475,93.6,36.5313,93.7,34.8232,93.8,38.5149,93.9,38.2394,93.7,18.6,24,0,23,0,24,0,25,0,23.2522,67.7,22.7424,75.1,30.9672,70.3,30.9111,70,31.955,67.5,32.67,68.3,35,96,390.5667,486.5667,81.775,12,False,53.6,True,8.48,linear,normal_operation,none,True
2024-05-09 14:53:08,5月9日08_00_5月9日17_00,0,0,0,0,0,0,0,0,33.385,93.6,34.162,93.5,37.5231,93.5,35.5395,93.6,35.328,93.7,35.328,93.5,18.8,23,0,23,0,23,0,24,0,28.9323,67.5,28.985,75,26.2752,70.1,26.1174,69.8,21.7094,67.3,22.591,68.1,35,93,365.8759,458.8759,81.6,12,False,53.8,True,10.2523809524,linear,normal_operation,none,True
2024-05-09 14:53:38,5月9日08_00_5月9日17_00,0,0,0,0,0,0,0,0,33.5559,93.4,34.4375,93.3,34.4375,93.3,32.7294,93.4,33.8928,93.5,34.6104,93.4,18.7,23,0,23,0,24,0,24,0,24.5952,67.4,24.64,74.8,23.736,70,23.142,69.7,29.3715,67.2,29.8107,68,34.2,94,358.9589,452.9589,81.45,12,False,52.9,True,10.3,linear,normal_operation,none,True
2024-05-09 14:54:08,5月9日08_00_5月9日17_00,0,0,0,0,0,0,0,0,34.1,93.2,35.0987,93.1,34.2722,93.1,32.2886,93.3,34.0584,93.3,34.5,93.2,18.7,24,0,22,0,24,0,24,0,18.04,67.2,18.3483,74.7,18.3816,69.9,26.6684,69.6,25.08,67,21.56,67.8,33.6,94,332.3962,426.3962,81.2833333333,12,False,52.3,True,10.3,linear,normal_operation,none,True
2024-05-09 14:54:38,5月9日08_00_5月9日17_00,0,0,0,0,0,0,0,0,11.634,93,12.0772,92.9,8.9355,92.9,8.658,93.1,20.2764,93.1,20.7196,93,17.3,24,0,23,0,24,0,24,0,6.083,67.2,5.817,74.6,1.1398,69.8,0.99524,69.5,2.8416,67,2.8416,67.8,35.2,95,102.01894,197.01894,81.1583333333,12,False,52.5,True,8.935,linear,normal_operation,none,True
