timestamp,parent,左氢燃料电池#1_kw,左氢燃料电池#1_stopped,左氢燃料电池#2_kw,左氢燃料电池#2_stopped,左氢燃料电池#3_kw,左氢燃料电池#3_stopped,左氢燃料电池#4_kw,左氢燃料电池#4_stopped,左电池簇1_kw,左电池簇1_soc,左电池簇2_kw,左电池簇2_soc,左电池簇3_kw,左电池簇3_soc,左电池簇4_kw,左电池簇4_soc,左电池簇5_kw,左电池簇5_soc,左电池簇6_kw,左电池簇6_soc,左逆变电源_kw,右氢燃料电池#1_kw,右氢燃料电池#1_stopped,右氢燃料电池#2_kw,右氢燃料电池#2_stopped,右氢燃料电池#3_kw,右氢燃料电池#3_stopped,右氢燃料电池#4_kw,右氢燃料电池#4_stopped,右电池簇1_kw,右电池簇1_soc,右电池簇2_kw,右电池簇2_soc,右电池簇3_kw,右电池簇3_soc,右电池簇4_kw,右电池簇4_soc,右电池簇5_kw,右电池簇5_soc,右电池簇6_kw,右电池簇6_soc,右逆变电源_kw,fc_total_kw,battery_total_kw,load_total_kw,soc_mean_pct,soc_channel_count,fc_all_stopped,inverter_total_kw,aligned,speed_kn,speed_source,state_class,correction,eligible
2024-04-07 11:04:24,4月7日08_00_4月7日12_00,25,0,0,0,25,0,24,0,6.0264,81,6.4285,79.9,7.8819,79.8,8.2584,80.6,2.87744,81.2,3.5904,80.5,26.5,24,0,24,0,25,0,24,0,-2.55602,84,-2.26889,86.4,-1.90632,82.6,-1.93914,82.4,0.432384,83.3,0.432384,83.5,20.9,171,27.257438,198.257438,82.1,12,False,47.4,True,0.1,linear,normal_operation,none,True
2024-04-07 11:04:54,4月7日08_00_4月7日12_00,25,0,0,0,25,0,24,0,11.12,81,11.7872,79.8,11.4185,79.7,10.842,80.5,8.6086,81.2,8.9999,80.4,26.2,25,0,25,0,25,0,25,0,2.3001,84,2.15808,86.4,5.03552,82.6,5.20008,82.4,3.30429,83.3,4.30848,83.5,20.7,174,85.08275,259.08275,82.0666666667,12,False,46.9,True,0.1,linear,normal_operation,none,True
2024-04-07 11:05:24,4月7日08_00_4月7日12_00,25,0,0,0,25,0,24,0,13.098,80.9,13.653,79.7,15.207,79.6,14.0415,80.5,12.254,81.1,12.6996,80.4,25.6,25,0,25,0,25,0,25,0,4.5864,84,5.17242,86.4,5.31267,82.5,5.34108,82.4,7,83.3,7.168,83.4,20.6,174,115.53367,289.53367,82.0166666667,12,False,46.2,True,0.265,linear,normal_operation,none,True
2024-04-07 11:05:54,4月7日08_00_4月7日12_00,25,0,0,0,24,0,24,0,13.4622,80.8,13.7392,79.7,12.9315,79.5,12.4875,80.4,12.9781,81,13.4237,80.3,26.1,24,0,24,0,25,0,24,0,5.3032,83.9,5.712,86.4,6.44,82.5,6.4745,82.3,4.5864,83.2,4.732,83.4,20.8,170,112.2703,282.2703,81.95,12,False,46.9,True,0.4,exact,normal_operation,none,True
2024-04-07 11:06:24,4月7日08_00_4月7日12_00,25,0,0,0,24,0,24,0,12.6312,80.8,12.188,79.6,10.5084,79.5,10.3785,80.3,13.6776,81,14.2336,80.2,25.6,24,0,25,0,24,0,24,0,4.4464,83.9,4.0152,86.3,2.44035,82.5,2.73618,82.3,2.72646,83.2,2.44035,83.4,20.8,170,92.42224,262.42224,81.9166666667,12,False,46.4,True,0.4,linear,normal_operation,none,True
2024-04-07 11:06:54,4月7日08_00_4月7日12_00,25,0,0,0,25,0,24,0,9.9345,80.7,10.101,79.5,11.1,79.4,10.3785,80.3,9.9703,80.9,10.2488,80.1,26.7,24,0,25,0,25,0,25,0,-11.0348,83.9,-10.2084,86.4,-11.1305,82.5,-11.3967,82.4,-11.28,83.3,-11.7312,83.4,20.7,173,-5.0485,167.9515,81.9,12,False,47.4,True,2.1,linear,onboard_fc_charging,none,True
2024-04-07 11:07:24,4月7日08_00_4月7日12_00,24,0,0,0,24,0,24,0,-3.08016,80.6,-3.36474,79.5,-7.6583,79.4,-6.7639,80.2,-0.470678,80.9,-0.299624,80.1,24.6,25,0,25,0,24,0,25,0,-0.07587,84,0.71936,86.4,1.72534,82.5,-1.25086,82.4,-1.28364,83.3,-0.88234,83.4,20.8,171,-22.685412,148.314588,81.8916666667,12,False,45.4,True,2.62380952381,linear,onboard_fc_charging,none,True
2024-04-07 11:07:54,4月7日08_00_4月7日12_00,25,0,0,0,25,0,24,0,1.71306,80.7,1.71306,79.5,4.99968,79.4,4.57002,80.2,-0.8232,80.9,-0.8064,80.1,24.6,25,0,25,0,24,0,25,0,-8.9112,84,-3.64261,86.4,-9.0804,82.6,-11.0565,82.4,-12.9385,83.3,-13.108,83.5,22.2,173,-47.37099,125.62901,81.9166666667,12,False,46.8,True,1.8,exact,onboard_fc_charging,none,True
2024-04-07 11:08:24,4月7日08_00_4月7日12_00,24,0,0,0,25,0,24,0,4.8372,80.6,4.8459,79.4,4.70665,79.3,3.70962,80.2,1.7192,80.8,2.1504,80.1,25.9,24,0,25,0,25,0,25,0,-3.2654,84,-3.06272,86.5,-4.60224,82.6,-5.3865,82.4,-3.948,83.4,-3.807,83.5,21.8,172,-2.10289,169.89711,81.9,12,False,47.7,True,3.09523809524,linear,onboard_fc_charging,none,True
2024-04-07 11:08:54,4月7日08_00_4月7日12_00,25,0,0,0,24,0,24,0,-3.08568,80.6,-3.20307,79.4,-7.3491,79.3,-6.2271,80.2,-0.36736,80.8,-0.32312,80.1,25,24,0,25,0,25,0,25,0,-10.17,84.1,-9.831,86.5,-11.9426,82.7,-12.0416,82.5,-10.848,83.4,-10.283,83.6,21.5,172,-85.67163,86.32837,81.9333333333,12,False,46.5,True,4.295,linear,onboard_fc_charging,none,True
