timestamp,parent,左氢燃料电池#1_kw,左氢燃料电池#1_stopped,左氢燃料电池#2_kw,左氢燃料电池#2_stopped,左氢燃料电池#3_kw,左氢燃料电池#3_stopped,左氢燃料电池#4_kw,左氢燃料电池#4_stopped,左电池簇1_kw,左电池簇1_soc,左电池簇2_kw,左电池簇2_soc,左电池簇3_kw,左电池簇3_soc,左电池簇4_kw,左电池簇4_soc,左电池簇5_kw,左电池簇5_soc,左电池簇6_kw,左电池簇6_soc,左逆变电源_kw,右氢燃料电池#1_kw,右氢燃料电池#1_stopped,右氢燃料电池#2_kw,右氢燃料电池#2_stopped,右氢燃料电池#3_kw,右氢燃料电池#3_stopped,右氢燃料电池#4_kw,右氢燃料电池#4_stopped,右电池簇1_kw,右电池簇1_soc,右电池簇2_kw,右电池簇2_soc,右电池簇3_kw,右电池簇3_soc,右电池簇4_kw,右电池簇4_soc,右电池簇5_kw,右电池簇5_soc,右电池簇6_kw,右电池簇6_soc,右逆变电源_kw,fc_total_kw,battery_total_kw,load_total_kw,soc_mean_pct,soc_channel_count,fc_all_stopped,inverter_total_kw,aligned,speed_kn,speed_source,state_class,correction,eligible
2024-06-11 09:46:31,6月11日08_00_6月11日11_00,0,0,63,0,61,0,62,0,9.5976,82.8,9.1512,82.5,9.9882,82.2,11.5506,83,4.45434,82.9,4.02237,82.5,42.6,54,0,0,0,57,0,0,0,5.5888,81,5.712,82.8,3.15843,81.9,4.61097,81.9,6.72,82,7,81.8,16.5,297,81.55451,378.55451,82.275,12,False,59.1,True,1.225,linear,normal_operation,none,True
2024-06-11 09:47:01,6月11日08_00_6月11日11_00,0,0,63,0,62,0,62,0,-3.28692,82.8,-3.66145,82.4,0.86086,82.2,-0.013416,83,1.00419,82.8,-1.02663,82.5,31.9,54,0,0,0,57,0,0,0,-11.1838,81,-11.7104,82.8,-13.1412,82,-12.9843,82,-14.4384,82.1,-14.664,81.8,16.2,298,-84.245466,213.754534,82.2833333333,12,False,48.1,True,2.2,linear,onboard_fc_charging,none,True
2024-06-11 09:47:31,6月11日08_00_6月11日11_00,0,0,63,0,62,0,62,0,-10.9395,82.8,-10.659,82.5,-8.5424,82.2,-8.5424,83,-7.2064,82.9,-6.1258,82.5,31.6,54,0,0,0,57,0,0,0,-7.4184,81.1,-10.8659,82.9,-11.6184,82,-11.4898,82,-11.844,82.1,-6.6997,81.9,16.2,298,-111.9517,186.0483,82.325,12,False,47.8,True,3.5,linear,onboard_fc_charging,none,True
2024-06-11 09:48:01,6月11日08_00_6月11日11_00,0,0,63,0,61,0,62,0,-5.28462,82.9,-5.00973,82.5,-1.92984,82.3,-2.0757,83.1,-6.6434,82.9,-6.1367,82.5,33.3,54,0,0,0,57,0,0,0,-3.59118,81.1,-3.60804,82.9,-6.0241,82.1,-7.075,82,-4.22062,82.2,-4.09698,81.9,16.5,297,-55.69591,241.30409,82.3666666667,12,False,49.8,True,3.42631578947,linear,onboard_fc_charging,none,True
2024-06-11 09:48:31,6月11日08_00_6月11日11_00,0,0,62,0,62,0,62,0,-3.9368,82.9,-3.948,82.5,-4.51605,82.3,-4.57215,83.1,-5.03322,82.9,-4.6927,82.6,32.4,54,0,0,0,57,0,0,0,-3.00135,81.1,0.431616,82.9,0.431616,82.1,-0.079665,82.1,2.3001,82.2,6.9003,81.9,17.9,297,-19.716303,277.283697,82.3833333333,12,False,50.3,True,4.2,linear,onboard_fc_charging,none,True
2024-06-11 09:49:01,6月11日08_00_6月11日11_00,0,0,63,0,61,0,62,0,-2.436,82.9,-2.2344,82.6,-0.9856,82.3,-1.456,83.1,-3.81036,83,-3.42258,82.6,40.3,54,0,0,0,57,0,0,0,19.7936,81.1,17.5455,82.9,27.3552,82,27.6146,82,24.3528,82.1,22.9072,81.8,17.2,297,125.22396,422.22396,82.3666666667,12,False,57.5,True,6.93,linear,normal_operation,none,True
2024-06-11 09:49:31,6月11日08_00_6月11日11_00,0,0,62,0,61,0,62,0,-0.3192,83,0.14336,82.6,2.8672,82.3,2.8672,83.1,0.000562,83,-0.074746,82.6,39.6,54,0,0,0,57,0,0,0,14.7048,81,13.2566,82.8,7.9937,81.9,8.0366,81.9,11.439,82,11.8296,81.8,16.2,296,72.744676,368.744676,82.3333333333,12,False,55.8,True,8.1,linear,normal_operation,none,True
2024-06-11 09:50:01,6月11日08_00_6月11日11_00,0,0,63,0,62,0,62,0,26.3704,82.8,27.0906,82.5,29.916,82.2,29.7514,83,21.5559,82.9,22.837,82.5,40,54,0,0,0,57,0,0,0,33.5671,80.8,31.1339,82.6,40.0372,81.8,41.514,81.8,35.8344,81.9,35.2261,81.6,16.5,298,374.834,672.834,82.2,12,False,56.5,True,10.9888888889,linear,normal_operation,none,True
2024-06-11 09:50:31,6月11日08_00_6月11日11_00,0,0,62,0,62,0,62,0,26.2122,82.7,27.2076,82.3,26.5366,82,25.3732,82.8,26.973,82.8,27.6945,82.4,46.3,54,0,0,0,57,0,0,0,37.9639,80.6,35.052,82.5,34.286,81.6,33.078,81.5,34.5,81.7,36.3216,81.4,17.8,297,371.1986,668.1986,82.025,12,False,64.1,True,12.1714285714,linear,normal_operation,none,True
2024-06-11 09:51:01,6月11日08_00_6月11日11_00,0,0,63,0,61,0,62,0,25.2168,82.5,25.3274,82.2,28.0371,81.9,26.5993,82.7,26.862,82.6,27.417,82.2,48.4,54,0,0,0,57,0,0,0,36.905,80.4,34.713,82.3,33.8928,81.4,34.41,81.4,35.5395,81.5,35.1624,81.2,18.3,297,370.0823,667.0823,81.8583333333,12,False,66.7,True,12.54,linear,normal_operation,none,True
2024-06-11 09:51:31,6月11日08_00_6月11日11_00,0,0,63,0,62,0,62,0,28.2624,82.4,28.704,82,26.0463,81.7,25.2168,82.6,26.9244,82.5,27.8108,82.1,47.6,54,0,0,0,57,0,0,0,34.76,80.2,32.0131,82.1,34.8864,81.2,33.966,81.2,33.8314,81.3,33.8314,81,16.1,298,366.253,664.253,81.6916666667,12,False,63.7,True,12.5428571429,linear,normal_operation,none,True
2024-06-11 09:52:01,6月11日08_00_6月11日11_00,0,0,62,0,61,0,62,0,26.7168,82.3,26.4408,81.9,28.5384,81.6,27.4344,82.4,28.1986,82.3,28.808,81.9,39.3,54,0,0,0,57,0,0,0,37.015,80,33.0049,81.9,37.9639,81,37.4504,81,33.9967,81.1,34.4375,80.8,17.7,296,380.0054,676.0054,81.5166666667,12,False,57,True,12.4,linear,normal_operation,none,True
2024-06-11 09:52:31,6月11日08_00_6月11日11_00,0,0,63,0,62,0,62,0,22.7424,82.1,23.46,81.7,20.5163,81.4,19.9633,82.3,23.822,82.2,23.9882,81.8,32.6,54,0,0,0,57,0,0,0,37.1124,79.8,33.385,81.7,33.8314,80.8,34.0156,80.8,36.025,80.9,36.0905,80.6,18.1,298,344.9521,642.9521,81.3416666667,12,False,50.7,True,12.419047619,linear,normal_operation,none,True
2024-06-11 09:53:01,6月11日08_00_6月11日11_00,0,0,63,0,62,0,62,0,21.6384,82,21.9541,81.6,24.0555,81.3,25.4472,82.2,24.099,82,24.376,81.6,32.8,54,0,0,0,57,0,0,0,39.1986,79.6,34.9713,81.5,36.8068,80.6,35.8992,80.6,35.035,80.7,36.19,80.4,16.8,298,359.6711,657.6711,81.175,12,False,49.6,True,12.8,linear,normal_operation,none,True
2024-06-11 09:53:31,6月11日08_00_6月11日11_00,0,0,63,0,62,0,62,0,19.7974,81.9,19.9633,81.5,21.2352,81.2,20.7928,82,21.1455,81.9,21.5506,81.5,32.4,54,0,0,0,57,0,0,0,38.2104,79.4,33.5988,81.4,37.3578,80.4,36.9404,80.4,36.465,80.5,37.455,80.2,17.5,298,344.5122,642.5122,81.025,12,False,49.9,True,12.75,linear,normal_operation,none,True
2024-06-11 09:54:01,6月11日08_00_6月11日11_00,0,0,62,0,62,0,62,0,21.3624,81.8,21.4011,81.4,22.5071,81.1,21.9541,81.9,21.9938,81.8,21.4398,81.4,32.2,54,0,0,0,57,0,0,0,37.1124,79.2,33.0498,81.2,34.713,80.2,35.6685,80.2,36.74,80.3,37.015,80,16.9,297,344.957,641.957,80.875,12,False,49.1,True,12.6,linear,normal_operation,none,True
2024-06-11 09:54:31,6月11日08_00_6月11日11_00,0,0,63,0,62,0,62,0,22.3008,81.6,22.7424,81.3,25.1712,80.9,23.46,81.8,21.9938,81.7,21.2736,81.3,32.2,54,0,0,0,57,0,0,0,40.826,79,34.6968,81,36.6966,80,36.8298,80,34.1,80.2,35.2,79.9,16.6,298,355.291,653.291,80.725,12,False,48.8,True,12.5,linear,normal_operation,none,True
