time,temp,GHI,GHI90,GHI10,collected
2021-02-20 00:10:00,0,0,0,0,2021-02-19 18:00:00
2021-02-20 00:20:00,0,0,0,0,2021-02-19 18:00:00
2021-02-20 00:30:00,0,0,0,0,2021-02-19 18:00:00
2021-02-20 00:40:00,0,0,0,0,2021-02-19 18:00:00
2021-02-20 00:50:00,0,0,0,0,2021-02-19 18:00:00
2021-02-20 01:00:00,0,0,0,0,2021-02-19 18:00:00
2021-02-20 01:10:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 01:20:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 01:30:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 01:40:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 01:50:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 02:00:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 02:10:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 02:20:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 02:30:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 02:40:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 02:50:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 03:00:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 03:10:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 03:20:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 03:30:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 03:40:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 03:50:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 04:00:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 04:10:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 04:20:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 04:30:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 04:40:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 04:50:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 05:00:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 05:10:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 05:20:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 05:30:00,1,0,0,0,2021-02-19 18:00:00
2021-02-20 05:40:00,2,0,0,0,2021-02-19 18:00:00
2021-02-20 05:50:00,2,0,0,0,2021-02-19 18:00:00
2021-02-20 06:00:00,2,0,0,0,2021-02-19 18:00:00
2021-02-20 06:10:00,2,0,0,0,2021-02-19 18:00:00
2021-02-20 06:20:00,2,0,0,0,2021-02-19 18:00:00
2021-02-20 06:30:00,2,0,0,0,2021-02-19 18:00:00
2021-02-20 06:40:00,2,0,0,0,2021-02-19 18:00:00
2021-02-20 06:50:00,2,0,0,0,2021-02-19 18:00:00
2021-02-20 07:00:00,2,0,0,0,2021-02-19 18:00:00
2021-02-20 07:10:00,2,3,4,2,2021-02-19 18:00:00
2021-02-20 07:20:00,2,3,4,2,2021-02-19 18:00:00
2021-02-20 07:30:00,2,3,4,2,2021-02-19 18:00:00
2021-02-20 07:40:00,2,10,14,7,2021-02-19 18:00:00
2021-02-20 07:50:00,2,10,14,7,2021-02-19 18:00:00
2021-02-20 08:00:00,2,10,14,7,2021-02-19 18:00:00
2021-02-20 08:10:00,2,19,25,13,2021-02-19 18:00:00
2021-02-20 08:20:00,2,19,25,13,2021-02-19 18:00:00
2021-02-20 08:30:00,2,19,25,13,2021-02-19 18:00:00
2021-02-20 08:40:00,2,27,35,19,2021-02-19 18:00:00
2021-02-20 08:50:00,2,27,35,19,2021-02-19 18:00:00
2021-02-20 09:00:00,2,27,35,19,2021-02-19 18:00:00
2021-02-20 09:10:00,2,35,45,24,2021-02-19 18:00:00
2021-02-20 09:20:00,2,35,45,24,2021-02-19 18:00:00
2021-02-20 09:30:00,2,35,45,24,2021-02-19 18:00:00
2021-02-20 09:40:00,2,41,53,29,2021-02-19 18:00:00
2021-02-20 09:50:00,2,41,53,29,2021-02-19 18:00:00
2021-02-20 10:00:00,2,41,53,29,2021-02-19 18:00:00
2021-02-20 10:10:00,2,47,60,33,2021-02-19 18:00:00
2021-02-20 10:20:00,2,47,60,33,2021-02-19 18:00:00
2021-02-20 10:30:00,2,47,60,33,2021-02-19 18:00:00
2021-02-20 10:40:00,2,51,66,36,2021-02-19 18:00:00
2021-02-20 10:50:00,2,51,66,36,2021-02-19 18:00:00
2021-02-20 11:00:00,2,51,66,36,2021-02-19 18:00:00
2021-02-20 11:10:00,2,55,70,39,2021-02-19 18:00:00
2021-02-20 11:20:00,2,55,70,39,2021-02-19 18:00:00
2021-02-20 11:30:00,2,55,70,39,2021-02-19 18:00:00
2021-02-20 11:40:00,2,57,72,41,2021-02-19 18:00:00
2021-02-20 11:50:00,2,57,72,41,2021-02-19 18:00:00
2021-02-20 12:00:00,2,57,72,41,2021-02-19 18:00:00
2021-02-20 12:10:00,2,58,75,40,2021-02-19 18:00:00
2021-02-20 12:20:00,2,58,75,40,2021-02-19 18:00:00
2021-02-20 12:30:00,2,58,75,40,2021-02-19 18:00:00
2021-02-20 12:40:00,2,56,74,38,2021-02-19 18:00:00
2021-02-20 12:50:00,2,56,74,38,2021-02-19 18:00:00
2021-02-20 13:00:00,2,56,74,38,2021-02-19 18:00:00
2021-02-20 13:10:00,2,53,71,34,2021-02-19 18:00:00
2021-02-20 13:20:00,2,53,71,34,2021-02-19 18:00:00
2021-02-20 13:30:00,2,53,71,34,2021-02-19 18:00:00
2021-02-20 13:40:00,2,47,65,29,2021-02-19 18:00:00
2021-02-20 13:50:00,2,47,65,29,2021-02-19 18:00:00
2021-02-20 14:00:00,2,47,65,29,2021-02-19 18:00:00
2021-02-20 14:10:00,2,39,56,22,2021-02-19 18:00:00
2021-02-20 14:20:00,2,39,56,22,2021-02-19 18:00:00
2021-02-19 19:30:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 19:40:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 19:50:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 20:00:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 20:10:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 20:20:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 20:30:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 20:40:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 20:50:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 21:00:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 21:10:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 21:20:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 21:30:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 21:40:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 21:50:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 22:00:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 22:10:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 22:20:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 22:30:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 22:40:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 22:50:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 23:00:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 23:10:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 23:20:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 23:30:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 23:40:00,0,0,0,0,2021-02-19 19:00:00
2021-02-19 23:50:00,0,0,0,0,2021-02-19 19:00:00
2021-02-20 00:00:00,0,0,0,0,2021-02-19 19:00:00
2021-02-20 00:10:00,0,0,0,0,2021-02-19 19:00:00
2021-02-20 00:20:00,0,0,0,0,2021-02-19 19:00:00
2021-02-20 00:30:00,0,0,0,0,2021-02-19 19:00:00
2021-02-20 00:40:00,0,0,0,0,2021-02-19 19:00:00
2021-02-20 00:50:00,0,0,0,0,2021-02-19 19:00:00
2021-02-20 01:00:00,0,0,0,0,2021-02-19 19:00:00
2021-02-20 01:10:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 01:20:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 01:30:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 01:40:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 01:50:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 02:00:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 02:10:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 02:20:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 02:30:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 02:40:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 02:50:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 03:00:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 03:10:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 03:20:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 03:30:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 03:40:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 03:50:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 04:00:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 04:10:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 04:20:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 04:30:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 04:40:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 04:50:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 05:00:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 05:10:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 05:20:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 05:30:00,1,0,0,0,2021-02-19 19:00:00
2021-02-20 05:40:00,2,0,0,0,2021-02-19 19:00:00
2021-02-20 05:50:00,2,0,0,0,2021-02-19 19:00:00
2021-02-20 06:00:00,2,0,0,0,2021-02-19 19:00:00
2021-02-20 06:10:00,2,0,0,0,2021-02-19 19:00:00
2021-02-20 06:20:00,2,0,0,0,2021-02-19 19:00:00
2021-02-20 06:30:00,2,0,0,0,2021-02-19 19:00:00
2021-02-20 06:40:00,2,0,0,0,2021-02-19 19:00:00
2021-02-20 06:50:00,2,0,0,0,2021-02-19 19:00:00
2021-02-20 07:00:00,2,0,0,0,2021-02-19 19:00:00
2021-02-20 07:10:00,2,3,4,2,2021-02-19 19:00:00
2021-02-20 07:20:00,2,3,4,2,2021-02-19 19:00:00
2021-02-20 07:30:00,2,3,4,2,2021-02-19 19:00:00
2021-02-20 07:40:00,2,10,14,7,2021-02-19 19:00:00
2021-02-20 07:50:00,2,10,14,7,2021-02-19 19:00:00
2021-02-20 08:00:00,2,10,14,7,2021-02-19 19:00:00
2021-02-20 08:10:00,2,19,25,13,2021-02-19 19:00:00
2021-02-20 08:20:00,2,19,25,13,2021-02-19 19:00:00
2021-02-20 08:30:00,2,19,25,13,2021-02-19 19:00:00
2021-02-20 08:40:00,2,27,35,19,2021-02-19 19:00:00
2021-02-20 08:50:00,2,27,35,19,2021-02-19 19:00:00
2021-02-20 09:00:00,2,27,35,19,2021-02-19 19:00:00
2021-02-20 09:10:00,2,35,45,24,2021-02-19 19:00:00
2021-02-20 09:20:00,2,35,45,24,2021-02-19 19:00:00
2021-02-20 09:30:00,2,35,45,24,2021-02-19 19:00:00
2021-02-20 09:40:00,2,41,53,29,2021-02-19 19:00:00
2021-02-20 09:50:00,2,41,53,29,2021-02-19 19:00:00
2021-02-20 10:00:00,2,41,53,29,2021-02-19 19:00:00
2021-02-20 10:10:00,2,47,60,33,2021-02-19 19:00:00
2021-02-20 10:20:00,2,47,60,33,2021-02-19 19:00:00
2021-02-20 10:30:00,2,47,60,33,2021-02-19 19:00:00
2021-02-20 10:40:00,2,51,66,36,2021-02-19 19:00:00
2021-02-20 10:50:00,2,51,66,36,2021-02-19 19:00:00
2021-02-20 11:00:00,2,51,66,36,2021-02-19 19:00:00
2021-02-20 11:10:00,2,55,70,39,2021-02-19 19:00:00
2021-02-20 11:20:00,2,55,70,39,2021-02-19 19:00:00
2021-02-20 11:30:00,2,55,70,39,2021-02-19 19:00:00
2021-02-20 11:40:00,2,57,72,41,2021-02-19 19:00:00
2021-02-20 11:50:00,2,57,72,41,2021-02-19 19:00:00
2021-02-20 12:00:00,2,57,72,41,2021-02-19 19:00:00
2021-02-20 12:10:00,2,58,75,40,2021-02-19 19:00:00
2021-02-20 12:20:00,2,58,75,40,2021-02-19 19:00:00
2021-02-20 12:30:00,2,58,75,40,2021-02-19 19:00:00
2021-02-20 12:40:00,2,56,74,38,2021-02-19 19:00:00
2021-02-20 12:50:00,2,56,74,38,2021-02-19 19:00:00
2021-02-20 13:00:00,2,56,74,38,2021-02-19 19:00:00
2021-02-20 13:10:00,2,53,71,34,2021-02-19 19:00:00
2021-02-20 13:20:00,2,53,71,34,2021-02-19 19:00:00
2021-02-20 13:30:00,2,53,71,34,2021-02-19 19:00:00
2021-02-20 13:40:00,2,47,65,29,2021-02-19 19:00:00
2021-02-20 13:50:00,2,47,65,29,2021-02-19 19:00:00
2021-02-20 14:00:00,2,47,65,29,2021-02-19 19:00:00
2021-02-20 14:10:00,2,39,56,22,2021-02-19 19:00:00
2021-02-20 14:20:00,2,39,56,22,2021-02-19 19:00:00
2021-02-20 14:30:00,2,39,56,22,2021-02-19 19:00:00
2021-02-20 14:40:00,2,30,44,16,2021-02-19 19:00:00
2021-02-20 14:50:00,2,30,44,16,2021-02-19 19:00:00
2021-02-20 15:00:00,2,30,44,16,2021-02-19 19:00:00
2021-02-20 15:10:00,2,19,29,10,2021-02-19 19:00:00
2021-02-20 15:20:00,2,19,29,10,2021-02-19 19:00:00
2021-02-19 20:30:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 20:40:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 20:50:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 21:00:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 21:10:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 21:20:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 21:30:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 21:40:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 21:50:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 22:00:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 22:10:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 22:20:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 22:30:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 22:40:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 22:50:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 23:00:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 23:10:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 23:20:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 23:30:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 23:40:00,0,0,0,0,2021-02-19 20:00:00
2021-02-19 23:50:00,0,0,0,0,2021-02-19 20:00:00
2021-02-20 00:00:00,0,0,0,0,2021-02-19 20:00:00
2021-02-20 00:10:00,0,0,0,0,2021-02-19 20:00:00
2021-02-20 00:20:00,0,0,0,0,2021-02-19 20:00:00
2021-02-20 00:30:00,0,0,0,0,2021-02-19 20:00:00
2021-02-20 00:40:00,0,0,0,0,2021-02-19 20:00:00
2021-02-20 00:50:00,0,0,0,0,2021-02-19 20:00:00
2021-02-20 01:00:00,0,0,0,0,2021-02-19 20:00:00
2021-02-20 01:10:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 01:20:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 01:30:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 01:40:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 01:50:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 02:00:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 02:10:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 02:20:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 02:30:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 02:40:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 02:50:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 03:00:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 03:10:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 03:20:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 03:30:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 03:40:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 03:50:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 04:00:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 04:10:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 04:20:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 04:30:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 04:40:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 04:50:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 05:00:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 05:10:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 05:20:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 05:30:00,1,0,0,0,2021-02-19 20:00:00
2021-02-20 05:40:00,2,0,0,0,2021-02-19 20:00:00
2021-02-20 05:50:00,2,0,0,0,2021-02-19 20:00:00
2021-02-20 06:00:00,2,0,0,0,2021-02-19 20:00:00
2021-02-20 06:10:00,2,0,0,0,2021-02-19 20:00:00
2021-02-20 06:20:00,2,0,0,0,2021-02-19 20:00:00
2021-02-20 06:30:00,2,0,0,0,2021-02-19 20:00:00
2021-02-20 06:40:00,2,0,0,0,2021-02-19 20:00:00
2021-02-20 06:50:00,2,0,0,0,2021-02-19 20:00:00
2021-02-20 07:00:00,2,0,0,0,2021-02-19 20:00:00
2021-02-20 07:10:00,2,3,4,2,2021-02-19 20:00:00
2021-02-20 07:20:00,2,3,4,2,2021-02-19 20:00:00
2021-02-20 07:30:00,2,3,4,2,2021-02-19 20:00:00
2021-02-20 07:40:00,2,10,14,7,2021-02-19 20:00:00
2021-02-20 07:50:00,2,10,14,7,2021-02-19 20:00:00
2021-02-20 08:00:00,2,10,14,7,2021-02-19 20:00:00
2021-02-20 08:10:00,2,19,25,13,2021-02-19 20:00:00
2021-02-20 08:20:00,2,19,25,13,2021-02-19 20:00:00
2021-02-20 08:30:00,2,19,25,13,2021-02-19 20:00:00
2021-02-20 08:40:00,2,27,35,19,2021-02-19 20:00:00
2021-02-20 08:50:00,2,27,35,19,2021-02-19 20:00:00
2021-02-20 09:00:00,2,27,35,19,2021-02-19 20:00:00
2021-02-20 09:10:00,2,35,45,24,2021-02-19 20:00:00
2021-02-20 09:20:00,2,35,45,24,2021-02-19 20:00:00
2021-02-20 09:30:00,2,35,45,24,2021-02-19 20:00:00
2021-02-20 09:40:00,2,41,53,29,2021-02-19 20:00:00
2021-02-20 09:50:00,2,41,53,29,2021-02-19 20:00:00
2021-02-20 10:00:00,2,41,53,29,2021-02-19 20:00:00
2021-02-20 10:10:00,2,47,60,33,2021-02-19 20:00:00
2021-02-20 10:20:00,2,47,60,33,2021-02-19 20:00:00
2021-02-20 10:30:00,2,47,60,33,2021-02-19 20:00:00
2021-02-20 10:40:00,2,51,66,36,2021-02-19 20:00:00
2021-02-20 10:50:00,2,51,66,36,2021-02-19 20:00:00
2021-02-20 11:00:00,2,51,66,36,2021-02-19 20:00:00
2021-02-20 11:10:00,2,55,70,39,2021-02-19 20:00:00
2021-02-20 11:20:00,2,55,70,39,2021-02-19 20:00:00
2021-02-20 11:30:00,2,55,70,39,2021-02-19 20:00:00
2021-02-20 11:40:00,2,57,72,41,2021-02-19 20:00:00
2021-02-20 11:50:00,2,57,72,41,2021-02-19 20:00:00
2021-02-20 12:00:00,2,57,72,41,2021-02-19 20:00:00
2021-02-20 12:10:00,2,58,75,40,2021-02-19 20:00:00
2021-02-20 12:20:00,2,58,75,40,2021-02-19 20:00:00
2021-02-20 12:30:00,2,58,75,40,2021-02-19 20:00:00
2021-02-20 12:40:00,2,56,74,38,2021-02-19 20:00:00
2021-02-20 12:50:00,2,56,74,38,2021-02-19 20:00:00
2021-02-20 13:00:00,2,56,74,38,2021-02-19 20:00:00
2021-02-20 13:10:00,2,53,71,34,2021-02-19 20:00:00
2021-02-20 13:20:00,2,53,71,34,2021-02-19 20:00:00
2021-02-20 13:30:00,2,53,71,34,2021-02-19 20:00:00
2021-02-20 13:40:00,2,47,65,29,2021-02-19 20:00:00
2021-02-20 13:50:00,2,47,65,29,2021-02-19 20:00:00
2021-02-20 14:00:00,2,47,65,29,2021-02-19 20:00:00
2021-02-20 14:10:00,2,39,56,22,2021-02-19 20:00:00
2021-02-20 14:20:00,2,39,56,22,2021-02-19 20:00:00
2021-02-20 14:30:00,2,39,56,22,2021-02-19 20:00:00
2021-02-20 14:40:00,2,30,44,16,2021-02-19 20:00:00
2021-02-20 14:50:00,2,30,44,16,2021-02-19 20:00:00
2021-02-20 15:00:00,2,30,44,16,2021-02-19 20:00:00
2021-02-20 15:10:00,2,19,29,10,2021-02-19 20:00:00
2021-02-20 15:20:00,2,19,29,10,2021-02-19 20:00:00
2021-02-20 15:30:00,2,19,29,10,2021-02-19 20:00:00
2021-02-20 15:40:00,2,8,13,4,2021-02-19 20:00:00
2021-02-20 15:50:00,2,8,13,4,2021-02-19 20:00:00
2021-02-20 16:00:00,2,8,13,4,2021-02-19 20:00:00
2021-02-20 16:10:00,2,0,1,0,2021-02-19 20:00:00
2021-02-20 16:20:00,2,0,1,0,2021-02-19 20:00:00
2021-02-19 21:30:00,0,0,0,0,2021-02-19 21:00:00
2021-02-19 21:40:00,0,0,0,0,2021-02-19 21:00:00
2021-02-19 21:50:00,0,0,0,0,2021-02-19 21:00:00
2021-02-19 22:00:00,0,0,0,0,2021-02-19 21:00:00
2021-02-19 22:10:00,0,0,0,0,2021-02-19 21:00:00
2021-02-19 22:20:00,0,0,0,0,2021-02-19 21:00:00
2021-02-19 22:30:00,0,0,0,0,2021-02-19 21:00:00
2021-02-19 22:40:00,0,0,0,0,2021-02-19 21:00:00
2021-02-19 22:50:00,0,0,0,0,2021-02-19 21:00:00
2021-02-19 23:00:00,0,0,0,0,2021-02-19 21:00:00
2021-02-19 23:10:00,0,0,0,0,2021-02-19 21:00:00
2021-02-19 23:20:00,0,0,0,0,2021-02-19 21:00:00
2021-02-19 23:30:00,0,0,0,0,2021-02-19 21:00:00
2021-02-19 23:40:00,0,0,0,0,2021-02-19 21:00:00
2021-02-19 23:50:00,0,0,0,0,2021-02-19 21:00:00
2021-02-20 00:00:00,0,0,0,0,2021-02-19 21:00:00
2021-02-20 00:10:00,0,0,0,0,2021-02-19 21:00:00
2021-02-20 00:20:00,0,0,0,0,2021-02-19 21:00:00
2021-02-20 00:30:00,0,0,0,0,2021-02-19 21:00:00
2021-02-20 00:40:00,0,0,0,0,2021-02-19 21:00:00
2021-02-20 00:50:00,0,0,0,0,2021-02-19 21:00:00
2021-02-20 01:00:00,0,0,0,0,2021-02-19 21:00:00
2021-02-20 01:10:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 01:20:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 01:30:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 01:40:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 01:50:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 02:00:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 02:10:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 02:20:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 02:30:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 02:40:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 02:50:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 03:00:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 03:10:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 03:20:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 03:30:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 03:40:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 03:50:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 04:00:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 04:10:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 04:20:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 04:30:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 04:40:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 04:50:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 05:00:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 05:10:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 05:20:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 05:30:00,1,0,0,0,2021-02-19 21:00:00
2021-02-20 05:40:00,2,0,0,0,2021-02-19 21:00:00
2021-02-20 05:50:00,2,0,0,0,2021-02-19 21:00:00
2021-02-20 06:00:00,2,0,0,0,2021-02-19 21:00:00
2021-02-20 06:10:00,2,0,0,0,2021-02-19 21:00:00
2021-02-20 06:20:00,2,0,0,0,2021-02-19 21:00:00
2021-02-20 06:30:00,2,0,0,0,2021-02-19 21:00:00
2021-02-20 06:40:00,2,0,0,0,2021-02-19 21:00:00
2021-02-20 06:50:00,2,0,0,0,2021-02-19 21:00:00
2021-02-20 07:00:00,2,0,0,0,2021-02-19 21:00:00
2021-02-20 07:10:00,2,3,4,2,2021-02-19 21:00:00
2021-02-20 07:20:00,2,3,4,2,2021-02-19 21:00:00
2021-02-20 07:30:00,2,3,4,2,2021-02-19 21:00:00
2021-02-20 07:40:00,2,10,14,7,2021-02-19 21:00:00
2021-02-20 07:50:00,2,10,14,7,2021-02-19 21:00:00
2021-02-20 08:00:00,2,10,14,7,2021-02-19 21:00:00
2021-02-20 08:10:00,2,19,25,13,2021-02-19 21:00:00
2021-02-20 08:20:00,2,19,25,13,2021-02-19 21:00:00
2021-02-20 08:30:00,2,19,25,13,2021-02-19 21:00:00
2021-02-20 08:40:00,2,27,35,19,2021-02-19 21:00:00
2021-02-20 08:50:00,2,27,35,19,2021-02-19 21:00:00
2021-02-20 09:00:00,2,27,35,19,2021-02-19 21:00:00
2021-02-20 09:10:00,2,35,45,24,2021-02-19 21:00:00
2021-02-20 09:20:00,2,35,45,24,2021-02-19 21:00:00
2021-02-20 09:30:00,2,35,45,24,2021-02-19 21:00:00
2021-02-20 09:40:00,2,41,53,29,2021-02-19 21:00:00
2021-02-20 09:50:00,2,41,53,29,2021-02-19 21:00:00
2021-02-20 10:00:00,2,41,53,29,2021-02-19 21:00:00
2021-02-20 10:10:00,2,47,60,33,2021-02-19 21:00:00
2021-02-20 10:20:00,2,47,60,33,2021-02-19 21:00:00
2021-02-20 10:30:00,2,47,60,33,2021-02-19 21:00:00
2021-02-20 10:40:00,2,51,66,36,2021-02-19 21:00:00
2021-02-20 10:50:00,2,51,66,36,2021-02-19 21:00:00
2021-02-20 11:00:00,2,51,66,36,2021-02-19 21:00:00
2021-02-20 11:10:00,2,55,70,39,2021-02-19 21:00:00
2021-02-20 11:20:00,2,55,70,39,2021-02-19 21:00:00
2021-02-20 11:30:00,2,55,70,39,2021-02-19 21:00:00
