timestamp,time_s,load_total_kw,p_fc_total_kw,p_batt_bus_kw,component_balance_residual_kw,power_provenance,speed_kn,speed_provenance,channels_complete,freshness_valid,duplicate_conflict,mode,mode_reason
2024-07-03T08:22:22+08:00,0.0,0.0,0.0,-0.096108,-0.096108,ALIGNED_OR_CUBIC_ANCHOR,0.0,UNIQUE_NEAREST_RAW_WITHIN_10S,True,True,False,onboard,VALID_NON_SHORE_COMPOSITE
2024-07-03T08:22:52+08:00,30.0,9.78877138281138,0.0,9.788771382811381,1.7763568394002505e-15,ALIGNED_OR_CUBIC_ANCHOR,0.0008779119920444,INTERPOLATED_GAP_PCHIP,True,True,False,onboard,VALID_NON_SHORE_COMPOSITE
2024-07-03T08:23:22+08:00,60.0,29.88803517143274,0.0,29.88803517143274,0.0,ALIGNED_OR_CUBIC_ANCHOR,0.0048957153032416,INTERPOLATED_GAP_PCHIP,True,True,False,onboard,VALID_NON_SHORE_COMPOSITE
2024-07-03T08:23:52+08:00,90.0,57.323871800725165,0.0,57.323871800725165,0.0,ALIGNED_OR_CUBIC_ANCHOR,0.0116376185508276,INTERPOLATED_GAP_PCHIP,True,True,False,onboard,VALID_NON_SHORE_COMPOSITE
2024-07-03T08:24:22+08:00,120.0,89.21846970554978,0.0,89.21846970554978,0.0,ALIGNED_OR_CUBIC_ANCHOR,0.020517793791493,INTERPOLATED_GAP_PCHIP,True,True,False,onboard,VALID_NON_SHORE_COMPOSITE
2024-07-03T08:24:52+08:00,150.0,122.69401732076764,0.0,122.69401732076764,0.0,ALIGNED_OR_CUBIC_ANCHOR,0.0309504130819285,INTERPOLATED_GAP_PCHIP,True,True,False,onboard,VALID_NON_SHORE_COMPOSITE
2024-07-03T08:25:22+08:00,180.0,154.87270308123988,0.0,154.87270308123988,0.0,ALIGNED_OR_CUBIC_ANCHOR,0.0423496484788245,INTERPOLATED_GAP_PCHIP,True,True,False,onboard,VALID_NON_SHORE_COMPOSITE
2024-07-03T08:25:52+08:00,210.0,182.8767154218276,0.0,182.8767154218276,0.0,ALIGNED_OR_CUBIC_ANCHOR,0.0541296720388716,INTERPOLATED_GAP_PCHIP,True,True,False,onboard,VALID_NON_SHORE_COMPOSITE
2024-07-03T08:26:22+08:00,240.0,203.82824277739184,0.0,203.82824277739186,2.842170943040401e-14,ALIGNED_OR_CUBIC_ANCHOR,0.0657046558187604,INTERPOLATED_GAP_PCHIP,True,True,False,onboard,VALID_NON_SHORE_COMPOSITE
2024-07-03T08:26:52+08:00,270.0,214.84947358279368,0.0,214.84947358279368,0.0,ALIGNED_OR_CUBIC_ANCHOR,0.0764887718751815,INTERPOLATED_GAP_PCHIP,True,True,False,onboard,VALID_NON_SHORE_COMPOSITE
