timestamp,fc_total_kw,battery_total_kw,load_total_kw,speed_aligned_kn,speed_source,soc_mean_pct,propulsion_inverter_kw,battery_state,aligned,is_shore,is_external_charging,is_abnormal,is_physical_inconsistency,parent_voyage
2024-03-25 14:00:25,0.0,18.250233,18.250233,0.0,linear,93.925,19.0,discharging,True,False,False,False,False,3月25日14_00_3月25日17_00
2024-03-25 14:00:55,0.0,18.253303,18.253303,0.0,linear,93.925,18.7,discharging,True,False,False,False,False,3月25日14_00_3月25日17_00
2024-03-25 14:01:25,0.0,18.121893,18.121893,0.0,linear,93.925,18.9,discharging,True,False,False,False,False,3月25日14_00_3月25日17_00
2024-03-25 14:01:55,0.0,18.243323,18.243323,0.0,exact,93.91666666666667,18.6,discharging,True,False,False,False,False,3月25日14_00_3月25日17_00
2024-03-25 14:02:25,0.0,17.958173,17.958173,0.0,linear,93.89999999999999,19.1,discharging,True,False,False,False,False,3月25日14_00_3月25日17_00
2024-03-25 14:02:55,0.0,17.960023,17.960023,0.0,linear,93.89999999999999,18.9,discharging,True,False,False,False,False,3月25日14_00_3月25日17_00
2024-03-25 14:03:25,0.0,18.115293,18.115293,0.0,linear,93.875,18.8,discharging,True,False,False,False,False,3月25日14_00_3月25日17_00
2024-03-25 14:03:55,0.0,18.259193000000003,18.259193000000003,0.0,linear,93.875,19.1,discharging,True,False,False,False,False,3月25日14_00_3月25日17_00
2024-03-25 14:04:25,0.0,17.839933000000002,17.839933000000002,0.0,linear,93.875,19.2,discharging,True,False,False,False,False,3月25日14_00_3月25日17_00
2024-03-25 14:04:55,0.0,17.981319000000003,17.981319000000003,0.0,linear,93.86666666666667,18.7,discharging,True,False,False,False,False,3月25日14_00_3月25日17_00
2024-03-25 14:05:25,0.0,18.402216,18.402216,0.0,linear,93.84166666666665,18.5,discharging,True,False,False,False,False,3月25日14_00_3月25日17_00
2024-03-25 14:05:55,0.0,17.677793,17.677793,0.0,exact,93.83333333333333,19.3,discharging,True,False,False,False,False,3月25日14_00_3月25日17_00
2024-03-25 14:06:25,0.0,18.114313,18.114313,0.0,linear,93.82499999999999,18.8,discharging,True,False,False,False,False,3月25日14_00_3月25日17_00
2024-03-25 14:06:55,0.0,17.978603,17.978603,0.0,linear,93.82499999999999,18.6,discharging,True,False,False,False,False,3月25日14_00_3月25日17_00
2024-03-25 14:07:26,0.0,18.111503000000003,18.111503000000003,0.0,linear,93.82499999999999,18.7,discharging,True,False,False,False,False,3月25日14_00_3月25日17_00
2024-03-25 14:07:55,0.0,18.552633,18.552633,0.0,exact,93.81666666666666,18.3,discharging,True,False,False,False,False,3月25日14_00_3月25日17_00
